Region Code,annual_ntl_sum
IDN,1837578.5
MYS,652634.3
CHL,556231.56
BOL,247029.05
PER,406706.9
ARG,2294801.5
GB1,4212.74
CYP,76955.36
IND,12181176.0
CH1,1804.82
IS1,141311.8
LBN,144588.25
ETH,39873.08
SDS,515.52
SOM,8852.33
KEN,81807.89
MWI,38307.44
TZA,74272.22
SYR,945993.6
SOL,1331.61
FR1,0.0
SUR,17796.09
GUY,14846.67
KOR,2167309.5
PRK,40563.76
MAR,442286.7
SAH,905.62
CRI,203490.95
NIC,67732.8
COG,23954.18
COD,80481.54
BTN,3147.94
UKR,5258538.5
BLR,1309724.8
NAM,54630.58
ZAF,2053178.9
NL1,6880.16
OMN,498396.9
UZB,1335237.4
KA1,11558.9
TJK,202974.23
LTU,398254.1
BRA,6561159.0
URY,181093.27
MNG,68407.84
CZE,1463411.5
DEU,7689190.0
EST,381340.62
LVA,269497.97
SWE,6185895.0
FI1,11649.88
VNM,283398.84
KHM,7483.86
LUX,91823.82
ARE,635263.6
BEL,1739802.1
GEO,72114.21
MKD,103564.27
ALB,47324.69
AZE,340343.2
KOS,53684.88
TUR,2288993.8
ESP,4752335.5
LAO,13468.71
KGZ,274309.38
ARM,30287.3
DN1,15119.96
LBY,1049600.9
TUN,500318.12
ROU,802494.06
HUN,811124.8
SVK,754217.44
POL,2875186.2
IRL,564361.5
GRC,934497.8
ZMB,99963.47
SLE,4026.82
GIN,13479.31
LBR,762.76
CAF,5452.2
SDN,183076.31
DJI,4802.18
ERI,6218.06
AUT,863155.06
IRQ,1187652.1
ITA,6982362.0
CHE,762240.4
IRN,4576471.0
LIE,4276.27
CIV,80610.28
SRB,445167.7
MLI,20295.22
SEN,39782.44
NGA,1506180.1
BEN,16751.95
AGO,58183.42
HRV,335825.88
SVN,216254.27
QAT,171391.69
SAU,3453609.0
BWA,41966.65
ZWE,161038.8
PAK,2441142.0
BGR,598267.6
THA,1329256.6
SMR,4060.85
HTI,6307.18
DOM,174762.92
TCD,5718.72
KWT,361849.16
SLV,113849.12
GTM,152131.9
TLS,3055.55
BRN,38015.78
MCO,1773.52
DZA,1848785.6
MOZ,37661.36
SWZ,29003.19
BDI,6004.4
RWA,3564.98
MMR,104610.54
BGD,422576.47
AND,15042.02
AFG,21234.88
MNE,27275.94
BIH,67314.9
UGA,26769.71
CU1,209394.14
HND,109482.93
ECU,424800.28
COL,1290254.1
PRY,177120.5
BRI,7.56
PRT,943810.2
MDA,285915.97
TKM,337263.1
JOR,226750.1
NPL,46926.5
LSO,11642.75
CMR,39276.73
GAB,81107.5
NER,22904.87
BFA,20259.01
TGO,16597.68
GHA,125536.69
GNB,2554.93
US1,6863.2
MEX,5402165.0
BLZ,17961.67
PAN,86815.66
VEN,1800391.2
PNG,36249.99
EGY,1944881.5
YEM,239669.3
MRT,16302.74
GNQ,7298.92
GMB,4129.99
VAT,0.0
CYN,32670.53
CNM,8229.54
KAS,24.89
SPI,0.0
BRT,0.0
AU1,0.0
FJI,15658.36
NZ1,137.59
MDG,18939.19
PHL,428503.9
LKA,225069.95
BHS,30728.76
TWN,664382.94
JPN,8165266.5
ISL,138906.53
SYC,2983.97
MHL,323.39
TTO,78845.34
GRD,2403.52
VCT,2737.03
BRB,14822.06
LCA,7346.45
DMA,1912.3
ATG,5779.97
KNA,3873.78
JAM,125486.89
MUS,26143.99
COM,998.43
STP,1251.78
CPV,4692.93
MLT,22146.25
SGP,36812.92
TON,2796.82
WSM,1785.69
SLB,809.33
TUV,11.73
MDV,1010.46
NRU,414.4
FSM,2234.27
VUT,3751.11
PLW,898.9
BHR,38364.98
PGA,0.0
BJN,0.0
SER,0.0
SCR,0.0
