Region Code,annual_ntl_sum
IDN,2341459.2
MYS,1155955.4
CHL,806593.75
BOL,203418.94
PER,556035.5
ARG,2826837.8
GB1,1847.61
CYP,99695.44
IND,14004192.0
CH1,1991.51
IS1,186054.69
LBN,309655.94
ETH,71623.4
SDS,4720.75
SOM,4437.66
KEN,107238.92
MWI,43402.58
TZA,82725.94
SYR,1173369.8
SOL,4376.46
FR1,0.0
SUR,29201.04
GUY,17736.83
KOR,2576847.5
PRK,50691.56
MAR,699159.6
SAH,459.02
CRI,240969.19
NIC,87925.66
COG,48923.2
COD,79636.08
BTN,10163.39
UKR,2916799.2
BLR,801846.5
NAM,72868.1
ZAF,2368701.5
NL1,7137.83
OMN,732797.2
UZB,1283753.6
KA1,10168.93
TJK,180665.48
LTU,375500.12
BRA,7688032.0
URY,190958.4
MNG,70070.21
CZE,1600150.1
DEU,7824234.0
EST,358520.16
LVA,249681.86
SWE,4168293.0
FI1,12140.65
VNM,865983.5
KHM,18513.44
LUX,91241.39
ARE,885060.75
BEL,1486482.5
GEO,95292.12
MKD,148350.52
ALB,107319.69
AZE,337117.4
KOS,84669.73
TUR,3132871.2
ESP,6025782.0
LAO,24374.65
KGZ,165935.14
ARM,65451.02
DN1,13435.73
LBY,1207347.0
TUN,638462.3
ROU,1516274.2
HUN,986984.56
SVK,649286.5
POL,5333565.5
IRL,998382.3
GRC,1307524.4
ZMB,109578.12
SLE,3764.38
GIN,17535.58
LBR,3198.96
CAF,4047.58
SDN,248395.44
DJI,4942.06
ERI,12343.75
AUT,1059773.6
IRQ,1478321.9
ITA,7634292.5
CHE,809185.1
IRN,6439139.0
LIE,4837.58
CIV,193939.22
SRB,668969.2
MLI,39803.79
SEN,52682.67
NGA,1276880.2
BEN,29493.87
AGO,88664.95
HRV,574341.9
SVN,267557.0
QAT,211375.8
SAU,3853469.8
BWA,74294.18
ZWE,151233.05
PAK,3214656.8
BGR,637245.4
THA,1745301.0
SMR,4000.88
HTI,10163.49
DOM,225967.06
TCD,10947.79
KWT,414069.47
SLV,139653.42
GTM,256411.1
TLS,3392.34
BRN,42895.18
MCO,1709.77
DZA,1814450.9
MOZ,57537.12
SWZ,38611.2
BDI,4415.07
RWA,6097.25
MMR,98975.75
BGD,436434.1
AND,15863.68
AFG,85187.88
MNE,47981.89
BIH,288576.72
UGA,39177.16
CU1,344154.6
HND,179244.05
ECU,604944.3
COL,1269045.1
PRY,199782.05
BRI,4.25
PRT,1540642.2
MDA,131669.17
TKM,585554.4
JOR,325144.8
NPL,70371.02
LSO,14578.35
CMR,51376.7
GAB,106859.18
NER,24991.6
BFA,30995.78
TGO,17971.89
GHA,174401.8
GNB,1068.61
US1,7186.69
MEX,5751281.5
BLZ,26640.34
PAN,120871.53
VEN,1777301.8
PNG,54052.43
EGY,2786377.5
YEM,332794.8
MRT,20405.49
GNQ,5839.79
GMB,3872.05
VAT,0.0
CYN,38966.3
CNM,9636.51
KAS,32.96
SPI,0.0
BRT,0.0
AU1,0.0
FJI,17951.82
NZ1,111.6
MDG,20167.92
PHL,529203.4
LKA,326001.22
BHS,33731.6
TWN,800584.0
JPN,7187171.0
ISL,174552.31
SYC,2994.35
MHL,249.18
TTO,86000.59
GRD,3280.01
VCT,2706.38
BRB,15223.19
LCA,8714.16
DMA,2814.42
ATG,6600.17
KNA,3671.82
JAM,129468.95
MUS,35589.94
COM,1494.11
STP,2404.05
CPV,11143.68
MLT,22233.62
SGP,37131.42
TON,2302.36
WSM,3074.16
SLB,904.23
TUV,45.17
MDV,1323.51
NRU,248.77
FSM,1937.43
VUT,5221.31
PLW,879.14
BHR,38922.64
PGA,0.0
BJN,0.0
SER,0.0
SCR,0.0
