Region Code,annual_ntl_sum
IDN,3455648.8
MYS,1591134.2
CHL,1926244.4
BOL,1363451.0
PER,1788223.2
ARG,7598910.0
GB1,26593.98
CYP,86252.04
IND,14115963.0
CH1,12307.29
IS1,202105.31
LBN,271237.94
ETH,1169943.1
SDS,730788.9
SOM,551855.9
KEN,747742.5
MWI,144197.4
TZA,1057582.5
SYR,537506.1
SOL,183878.7
FR1,4.29
SUR,162948.05
GUY,215453.55
KOR,2271897.8
PRK,176737.3
MAR,1772050.8
SAH,107535.18
CRI,194926.8
NIC,183907.06
COG,518395.88
COD,2796332.8
BTN,64626.02
UKR,2696491.0
BLR,1158462.6
NAM,801506.3
ZAF,3188400.8
NL1,5187.75
OMN,1616398.2
UZB,1200012.8
KA1,16116.72
TJK,326564.9
LTU,448526.25
BRA,16679869.0
URY,446948.44
MNG,2859007.0
CZE,905162.06
DEU,4012054.8
EST,372194.75
LVA,453689.4
SWE,3742127.8
FI1,6712.37
VNM,2126133.5
KHM,124979.2
LUX,69633.82
ARE,1655369.5
BEL,1119391.5
GEO,244448.31
MKD,124509.7
ALB,132674.17
AZE,365823.8
KOS,79325.65
TUR,6003272.5
ESP,4870842.0
LAO,243918.73
KGZ,489299.62
ARM,81828.28
DN1,9158.91
LBY,3396828.5
TUN,755437.75
ROU,1279182.8
HUN,651778.94
SVK,351965.2
POL,3921587.8
IRL,590369.9
GRC,1007864.25
ZMB,853021.25
SLE,89683.37
GIN,323623.34
LBR,124788.37
CAF,657545.25
SDN,1966555.2
DJI,29109.91
ERI,102487.48
AUT,566967.1
IRQ,7339940.5
ITA,5967145.5
CHE,372527.88
IRN,10239652.0
LIE,2211.64
CIV,560303.4
SRB,708360.56
MLI,1447688.0
SEN,278771.56
NGA,2166720.5
BEN,159538.19
AGO,1381444.1
HRV,476258.84
SVN,146877.11
QAT,914564.56
SAU,11318337.0
BWA,612699.4
ZWE,459493.44
PAK,2449888.8
BGR,501659.28
THA,1858226.5
SMR,3599.37
HTI,37937.75
DOM,258390.48
TCD,1261182.9
KWT,924521.94
SLV,67810.69
GTM,269510.5
TLS,18885.33
BRN,46935.62
MCO,3232.69
DZA,6822981.0
MOZ,907076.56
SWZ,42357.88
BDI,31535.73
RWA,44851.22
MMR,852301.06
BGD,446110.38
AND,7772.45
AFG,1040878.3
MNE,73414.28
BIH,253859.27
UGA,297916.78
CU1,304846.03
HND,241925.55
ECU,944020.0
COL,2076901.5
PRY,778934.2
BRI,4.78
PRT,1301810.4
MDA,127372.65
TKM,1496171.6
JOR,613044.2
NPL,249202.5
LSO,40535.54
CMR,553890.25
GAB,362854.62
NER,1246575.1
BFA,338669.88
TGO,92417.01
GHA,574243.9
GNB,36697.7
US1,3460.07
MEX,6965626.0
BLZ,36185.99
PAN,182695.84
VEN,4454264.5
PNG,397293.53
EGY,4591252.5
YEM,632663.8
MRT,1228637.0
GNQ,47202.78
GMB,16541.16
VAT,0.0
CYN,31590.46
CNM,9667.28
KAS,4245.48
SPI,3223.04
BRT,1738.12
AU1,1.82
FJI,21169.78
NZ1,207.23
MDG,602133.3
PHL,544278.06
LKA,166009.34
BHS,37695.19
TWN,883586.3
JPN,3656557.8
ISL,1142878.8
SYC,1738.87
MHL,239.43
TTO,144975.45
GRD,1951.34
VCT,1318.08
BRB,9156.73
LCA,5733.38
DMA,1214.36
ATG,5141.75
KNA,3199.15
JAM,75071.81
MUS,20069.53
COM,1827.71
STP,2746.12
CPV,10560.74
MLT,27481.94
SGP,109434.95
TON,1138.55
WSM,3166.47
SLB,19067.89
TUV,25.68
MDV,2048.64
NRU,390.59
FSM,1049.03
VUT,30118.16
PLW,611.0
BHR,204359.95
PGA,7.5
BJN,0.0
SER,0.32
SCR,0.0
