Country Name,Country Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Fiji,FJI,1763.2357754585696,1947.4923244708264,2073.0852306547154,2308.7460056883574,2487.040289215622,2672.435770328271,2597.8842682442714,2031.0423918106953,2351.752279382856,2015.8811715735567,1964.1327925182927,2157.076596136928,2680.2255073943556,3124.607389263246,3406.5682581959554,3483.597184936252,3793.0973850095884,3928.921738579641,3184.6891229148096,3469.16591690207,4160.684021004079,4359.7753499330665,4586.897920939731,5305.190923369337,5105.262626644494,5368.423240403977,5825.129206974099,6073.336388424335,5968.300559498848,4864.117046802728,4646.61272321449
France,FRA,21675.706087971845,23814.227367598978,22380.33190469502,23496.367675721,26889.42505548324,26870.28523809372,24226.884686753918,24971.574488563165,24678.3910613218,22416.425417914994,22449.33969311746,24288.2700193509,29627.924263530014,33797.1624418436,34768.17590375258,36470.2128399313,41557.62356481783,45515.961753347205,41737.76355181375,40676.06479131808,43846.466076479825,40870.85236457346,42602.71796526678,43068.54872417399,36652.922305217784,37062.53357238293,38781.0494870836,41557.854858887535,40494.89829362767,39055.28292807545,43658.97897812227
"Micronesia, Fed. Sts.",FSM,1654.9334342358131,1730.9243583139767,1871.168537206451,1860.460843041417,2008.332426945109,1972.601886536986,1859.270423726526,1964.6437355259143,1973.6639202431436,2088.2095444413612,2152.5252795940974,2165.4868204871777,2195.187156209472,2155.781690267234,2256.0113574905354,2298.636458418328,2344.403462001972,2420.749006476303,2598.403604405384,2760.0113395545973,2885.441248713932,3023.5854460787937,2920.7008627277664,2928.4487819195774,2891.322102647494,3022.653627473277,3320.3549760028977,3623.3293367829874,3699.081514468616,3639.412698695877,3571.3367688785565
Gabon,GAB,5349.452182375467,5390.536807242469,4109.8987985786325,3832.093234275789,4419.79056934776,4948.753161891664,4514.993871022744,3705.8179316130504,3758.161935877653,3991.1570221568895,3844.5613124635042,3976.6469509808703,4724.25501012051,5483.1449074006105,6570.962804196309,6873.454311630419,8036.920257888119,9732.227427992635,7325.909871463742,8399.59670299555,10273.799011729872,9348.515572197604,9250.081564108365,9255.368597019506,7090.454609963239,6722.198392842509,6975.69579258696,7694.906045163256,7523.8622784598165,6680.082670353834,8635.325694434385
United Kingdom,GBR,19900.726650506836,20487.17078528785,18389.019567509888,19709.238098365277,23202.46157759497,24440.3281377791,26781.362168176,28297.865997058398,28786.95927568347,28290.972502457786,27886.798590779756,30079.660043504955,34479.392933227784,40390.78582949246,42131.69939927111,44536.619720351206,50435.370289210005,47429.9363403008,38821.17958271152,39693.19387012375,42150.698140882196,42485.58606953964,43449.09171731399,47447.58893226662,45071.07432348721,41146.077355524656,40621.334478632,43306.308304931736,42747.080460495985,40318.557566049254,46510.282781912596
Georgia,GEO,1314.6706702040447,757.2235485053576,550.015542609224,519.8575811882878,578.3446098525824,689.0594413847188,807.0322857523519,851.5259581683695,673.5434386750287,749.9085349939602,801.990413888373,853.5164537133177,1010.0079801312993,1305.0474855720768,1642.7609375639524,1996.0571292766367,2635.3538820296217,3324.735879054107,2822.6674302335164,3233.295943474217,4021.7433061728643,4421.818242280136,4623.745724734188,4739.188338464204,4014.1859441932893,4062.169887573806,4357.000935546287,4722.04242314141,4696.150585556135,4255.742993212536,5023.274379619777
Ghana,GHA,416.3573875732262,394.9070372990715,358.47076044756454,319.5004586892224,370.7313680160141,388.6449687867312,377.233058048373,399.7374075049148,402.53631792251787,253.38912823828653,263.1719783955626,297.053343140232,357.8331204751327,405.4226481521469,477.6058413381617,884.9413127347536,1047.220762567879,1178.927868304331,1043.9804678131031,1258.9492301832447,1501.0838500301668,1536.5918480250841,2282.3499053070564,1942.9050997486092,1711.2906661148463,1900.4059374660096,1998.7379799208081,2180.0415702272917,2167.9115894108677,2176.5794594569693,2363.299296214215
Guinea,GIN,455.7405329364225,480.75626401615,465.37772701874246,465.85522608114553,494.5820718978256,503.5676677907997,482.44218480523296,448.9653141474311,423.40381085238994,359.28667351474104,335.01429855104425,343.93458559278207,392.8798343056847,405.69605072058835,321.338636176284,452.27615971580036,657.9934744356956,712.0994166890356,670.2612587943548,667.281604343068,644.50254459569,707.9676808299505,757.692269162995,774.5690370465682,756.4255940585625,720.4732535677373,843.4642788624246,944.4172662105459,1043.8998820932013,1073.6593370995172,1189.1759994663132
"Gambia, The",GMB,637.094034139151,633.6815802157907,646.2695640073166,619.042072594049,632.7688432539965,663.1670733905338,610.1970555355724,619.5930394889982,583.4042559885256,544.6220258518865,464.6383921517585,379.86289466410574,310.9571555702282,596.6289487464535,618.9605282603857,615.9744770387028,725.0932468768808,857.8563070956342,772.1238036419896,796.6305209874954,705.4779742636616,686.5582854338155,647.3853005074006,561.6491231559617,611.6713342335672,640.6766788845833,632.0011461901946,683.3243631249089,722.8747931451726,704.0299160354934,772.1523951432356
Guinea-Bissau,GNB,258.7400730787066,221.24602479713246,224.15742221409383,216.24115950919176,227.32001542951895,237.08471951536816,231.02293894771356,174.36247023844263,186.03522645373874,301.49556123274346,312.25356367571936,324.9699124337353,362.9061756486984,394.9958221381134,425.47185860005084,418.9020989823427,480.4386207087018,583.26836011893,543.5624962261609,542.2840598167367,683.5345132967146,598.5726713267679,616.15995846814,605.122583085695,585.9570105859405,642.6664064191366,718.2457991070982,781.6443090839786,730.6114487052141,710.2581385434422,795.118569260487
Greece,GRC,10188.369780123832,11176.458419061395,10401.983014609554,11091.283847277855,12959.324290811448,13749.115112067906,13427.83250550024,13472.137609262301,13249.663323924253,12072.929356919538,12549.036894906083,14177.572159270456,18518.378838739594,21995.477943745955,22560.147293907685,24821.93674518795,28863.973288501766,32127.983194328663,29828.756024527018,26716.648826027453,25483.882564493113,21912.998287951727,21787.787763603454,21616.710009490827,18083.877905654743,17923.96681347166,18582.089341163137,19756.990456254993,19144.284387556054,17658.947301119242,20192.596303906103
Guatemala,GTM,1011.7549662810474,1093.962908357014,1164.3740250810088,1293.4701979461863,1424.682542562575,1487.6076583997426,1649.0016020609894,1755.849582231914,1619.5107355253142,1664.2989582704508,1550.3603655544657,1682.994500689359,1737.8792869297356,1859.0983633510061,2068.500128593331,2251.0879627549907,2490.7491266520774,2802.4619619012437,2651.8171228381398,2852.5473265011638,3228.0457411296,3355.0369188127243,3522.773706214751,3779.6423361302486,3994.6369128847437,4173.301666194739,4454.048149835475,4485.731254893714,4647.693346632522,4604.576678978646,5025.542290777893
Guyana,GUY,468.39802231454684,501.44180452405374,607.7463432792493,721.6033895198053,826.9733705235716,936.0843257297599,991.9585514042301,948.2404227445952,916.5463807506129,938.8932979832871,937.2981573320097,955.0302104702054,976.99342958834,1036.0198773103466,1085.7848865078142,3138.082726427192,3609.9079206146826,4011.387553651356,4213.8162292228635,4589.8732414732085,4960.004726390739,5461.3909666238105,5576.249309904579,5495.376196747915,5668.429764744229,5905.380195632042,6220.978568206097,6094.908858709622,6477.296726079928,6863.074345930166,9998.544311361553
Honduras,HND,894.5102093941103,924.9596766998343,896.2836896593317,821.2161476045042,919.9379932559139,872.5818384329572,933.755707934704,1009.162705375094,990.297834013788,1079.6074849778638,1118.9427017350486,1119.4214131415113,1142.8108229261077,1201.2491538054599,1289.8259906696878,1409.5803450486883,1559.886044069957,1713.4143575729868,1762.3491602917352,1874.2717037259908,2053.96425516299,2107.350830706225,2064.548406198173,2164.4202186039397,2257.2227122595987,2295.538079491984,2403.304451200809,2457.6889213908107,2519.37019370185,2354.119614310412,2771.717460509459
Croatia,HRV,3395.720321643983,3792.128826194815,3867.3464333436923,4158.270185436144,4901.206434366573,5267.571461303325,5298.803757719805,5677.704885662232,5236.219280057227,4880.568982379369,5409.652193725128,6295.715207907305,8138.428109223987,9760.130860427496,10634.235782708864,11810.053002940742,14069.348011763283,16461.289132195034,14708.880912068691,14124.81084297021,14812.869471652833,13443.135229862815,13871.329904914268,13784.47835750331,11952.31117539076,12552.255378619828,13655.815938761934,15244.431048347624,15331.883053672156,14198.75395947439,17685.325283455295
Haiti,HTI,491.58131401773835,313.2376603495416,255.6852820809168,289.5455311369044,368.84708576527055,374.1689370328661,421.8403377737628,461.9721215690923,506.0014863600835,814.999304226415,743.9102324944054,699.4287701932865,547.7409646561586,673.6558974433802,788.426635201802,811.3397496938893,1010.8204051124243,1095.0344521848992,1191.8041558374282,1204.8623044058445,1306.8461296784046,1356.172881785706,1452.3121444608948,1453.917477092725,1404.1552140725692,1305.5712973855614,1384.0383724392955,1494.2249622282966,1324.8440054861826,1283.1408297893631,1829.593044172112
Hungary,HUN,3350.2583234922977,3735.1058203427683,3873.987722797671,4173.37302405441,4494.707624059478,4525.039103122409,4596.182622351957,4744.212264296391,4793.47852203763,4624.281656702952,5276.033189054952,6655.333008653193,8419.430870981038,10301.703394674323,11223.39930325977,11489.560865408777,13940.909276199856,15772.330083938255,13077.305465178071,13217.504595110731,14234.471576936974,12984.836573013365,13715.07035903604,14294.258418075142,12717.03859700206,13104.699545745818,14621.239595675546,16425.10129990587,16782.952463985734,16120.98904952427,18728.12189486885
Indonesia,IDN,629.1606798004866,678.9777369574637,824.0791489948066,907.4717857313634,1020.1466814341002,1129.0927098600084,1054.3473582755219,459.19186310394036,663.523229868447,770.8653515802953,739.0039465353567,888.9013896656528,1052.413199219163,1136.7552112796488,1249.39768934573,1572.7979340549366,1840.3299266770227,2144.3895441998498,2239.095265281979,3094.4430898974515,3613.8009020832346,3668.2120704748586,3602.8855168062914,3476.6248532434333,3322.5816881359888,3558.8188522921932,3839.78506857871,3902.661668157698,4151.227542964542,3894.2722019692123,4332.7092808939715
India,IND,303.85043795740654,317.5591354793839,301.5011949488521,346.22739312604284,373.6282803200618,399.57750352155205,414.8988695766725,412.509511039641,440.9614546140206,442.0347789176953,449.91112493326756,468.84442830518014,543.8437988939514,624.1050943718968,710.5093448507143,802.0137420473793,1022.7316287464329,993.5037724746874,1096.6349803349785,1350.6343220708475,1449.6017885341516,1434.0181980611317,1438.0574804100577,1559.8645184825657,1590.1739184278083,1714.2803552673683,1957.9688412350051,1974.3777879236618,2047.232704335119,1910.4214728244913,2256.590408705057
Ireland,IRL,14087.207439370812,15714.384748723145,14657.061554980468,15902.929675516783,19158.45647739072,20835.897713084665,22551.113913412628,24294.854767400753,26338.107754381686,26334.567205050018,28282.409882072858,32705.434556569813,41203.52958475684,47754.2023194244,50933.021609559,54329.1618599625,61396.41746117589,61353.10656295227,52133.09061625445,48663.60044392505,52183.132931215456,49054.697434064066,51546.354763454474,55643.0594338748,62053.98443815862,62895.91112392818,69970.94891457607,79250.3878517684,80927.07467106666,85420.19085560966,100172.07925342047
"Iran, Islamic Rep.",IRN,1376.6152546891997,1268.9148649021322,1066.74193846504,1197.6421461803604,1585.9779367622275,1954.6607523568396,1823.2745136978106,1737.7000329461264,1765.7836427015104,1672.0228765021102,1902.9476390722493,1910.4771336595327,2259.516319768115,2751.793041750494,3226.6139705742708,3736.1777925783467,4838.003556092777,5623.911680973932,5602.556281831867,6458.573935566212,8201.581708508646,8329.002044229204,6280.681857513552,5757.543336841932,4990.936797604747,5497.243227130742,5758.590719965946,3873.9953402079236,3277.8755955069973,2746.420449574387,4091.209186705348
Iraq,IRQ,22.8503705157307,30.114315514692226,53.48023499868677,197.1224265517657,615.5003718155997,482.1636186062813,929.8764465524253,894.3290943323848,1548.2982843357975,1963.7228386271543,1422.8313389037564,1254.162045128285,809.845684048261,1314.7625589474162,1740.6683300621346,2253.5471127494916,3099.5919698947873,4504.50809414269,3686.402132994311,4430.426241895194,5736.898958972373,6437.503076240726,6612.902252102345,6215.986033140282,4416.943048945446,4305.202701546307,4725.193573340327,5601.467061027058,5621.1816949175145,4332.304124639942,4775.3774539013
Iceland,ISL,26802.989515667796,27124.274537959373,23579.795361241708,24018.631396718905,26633.591376154865,27614.87702731221,27919.185496656155,31030.053598918104,32381.6252356488,32096.37226136954,28897.443939690842,32409.21614917534,39476.697848668315,47334.93065377233,56794.85015889518,57492.934249870304,69495.72673768255,56943.370446856476,41301.27321971812,43237.0729488959,47714.59223084849,45995.547878946796,49804.98299783701,54576.744814656406,52951.68151108989,61987.926362028265,72010.1490316258,74461.479998678,68853.7152165799,59200.17794410922,68727.636664709
Israel,ISR,15258.46206949362,15994.043390468289,15037.12995354236,16305.47671124712,18916.673616243825,20116.981873949226,20366.58291000977,20106.630747330597,19742.52039362008,21630.74760878868,20909.4303616369,19035.102414449317,19627.175493663093,20557.07862700294,21223.935590193934,22494.642093162027,25633.64321695826,30173.361593885587,28317.040844148763,31266.605317438352,34354.71611822311,33156.22831576373,36941.84235735828,38259.68109561729,36206.522217162084,37690.47395118594,41114.781708255316,42406.8454263606,44452.232562309255,44846.79159548155,52170.71186233351
Italy,ITA,21956.52977073328,23243.474527720584,18738.76389691314,19337.630899638305,20664.55227017244,23081.604675770242,21829.34582262215,22318.13730071079,22005.054540577356,20137.59122176738,20500.95439956717,22376.297898932942,27526.32246099577,31317.200794329554,32055.092075750235,33529.726601436065,37870.747507096974,40944.91241946777,37226.757193540136,36035.64499506903,38649.63948367894,35051.52126977023,35560.08140622893,35565.7213771496,30242.386135218498,30960.73150889024,32406.720315013492,34622.16966647413,33673.75096274209,31911.035789001708,35657.497563169025
Jamaica,JAM,1702.4981793312027,1452.1883868829577,2212.2519778572682,2194.9134103028964,2621.1832381569134,2919.1444864173905,3287.743690883096,3410.427760052434,3423.010104450598,3447.303896489759,3502.2093109443495,3683.8965334249942,3557.198989097395,3819.284230903175,4200.389966069537,4435.568610300038,4738.447175447733,5056.258244557499,4452.121811886015,4835.793637616281,5259.929487179121,5365.242292952721,5143.721311669309,4991.565518728244,5077.550621883559,5022.704717016443,5273.150743817246,5594.493934669459,5626.171176527601,4897.265896686327,5183.581304586774
Jordan,JOR,1184.8884845273171,1373.449448051673,1375.4502541355412,1457.7031321938675,1509.040549362123,1503.1439671812664,1530.7038436719013,1633.280881864952,1646.1926623888623,1673.3581251064343,1738.342155676322,1816.406492895744,1889.4378392035976,2062.695970473516,2216.945181549111,2478.291944087332,2643.1684392964994,3415.9650569150504,3618.892626788052,3914.7012337972274,4152.493982388051,4386.46181582146,4477.618325882628,4255.894309769721,4064.253016441242,4003.404748626556,4073.116403763149,4146.40729580484,4205.563653501062,4042.769349846208,4103.258965995834
Japan,JPN,28915.008204808168,31414.984637041267,35681.96394225068,39933.51505648732,44197.61910139075,39150.03963080886,35638.23195569417,32423.755613380064,36610.1683163197,39169.359570150424,34406.18246380916,32820.793643325436,35387.037420359935,38298.98017123034,37812.89501999483,35991.546002862015,35779.02454164272,39876.303968572494,41308.996837051156,44968.156234973925,48760.07894942111,49145.28043081925,40898.647896474395,38475.395246183805,34960.63938433849,39375.47316207813,38834.05293412264,39727.11659959285,40458.001875582355,39918.16755834431,39312.660373069346
Kazakhstan,KAZ,1514.9230935965809,1515.7376590317654,1429.07817700902,1316.1836289529651,1288.1885193836426,1350.3056702722395,1445.5032368693796,1468.6692911987748,1130.1178440303277,1229.0012466723094,1490.927089871658,1658.0307854463654,2068.1239793684213,2874.2884827299886,3771.2789573384457,5291.575304514568,6771.414796818846,8458.01715432982,7165.223174837018,9070.488252857454,11634.001202110358,12386.69926529628,13890.630956292636,12807.260686615242,10510.771888414829,7714.841843760234,9247.581331296276,9812.626370773934,9812.595808273214,9121.637137971427,10373.789792436688
Kenya,KEN,340.80604209354664,332.95025141775363,226.5212832258892,273.5216728144827,336.5655655829047,436.19545161642264,462.4048675321313,483.7086323373559,430.36736390263496,411.8215791750225,408.3606087480912,401.0925840180437,441.39141173617344,462.6182157744305,522.7769025200395,699.4000777951718,840.1916318823356,915.998915654065,1049.1217942434089,1093.638961145099,1099.3150936291922,1289.7808220148875,1376.8288689274812,1489.9191105208183,1496.6528561223881,1562.076141561015,1675.9739163961847,1845.7829400139778,1970.1051431788694,1936.4245889110446,2081.7998545843843
Kyrgyz Republic,KGZ,575.6439744700332,513.0359436594764,449.06579018873293,372.30781001683016,364.22649735078505,394.86012146051337,376.4296132611,345.1381316484504,258.0492287857553,279.61956926093825,308.40961159114886,321.7270332278458,380.5064323947435,433.23497659086723,476.55212996897495,543.1107024030717,721.7686908388563,966.3936271853723,871.2243893378541,880.0377751191083,1123.883168062699,1177.974734878483,1282.4371620246661,1279.7697826598544,1121.0828351073897,1120.6665130084825,1242.7696428202316,1308.14016549619,1374.0321046742079,1182.5217004301796,1276.7003650159002
Cambodia,KHM,327.5302133757848,310.41880013880086,247.34858443036347,262.44289487820964,315.14234799495,313.5846723084544,301.2196653574763,267.4097962146046,295.5912852912672,301.5165985153869,322.8998638555349,341.03676577478876,364.27530169756113,410.08613291978537,475.06939426058926,539.7473653983747,629.9210715045348,742.3979662754248,734.8151245085597,782.6957324269755,880.3103044255323,950.4825446121566,1015.2208813492992,1098.0745375085703,1170.7428157832423,1281.1059644224256,1400.8992603910733,1533.3159846669485,1671.3853849251464,1577.9117472609878,1625.2350195545391
Kiribati,KIR,620.2055719968099,612.8028567881157,593.2209505645619,683.152818975638,691.4253404967305,803.0154625029722,801.0803196650627,761.4339614292255,790.8471636118652,757.1451421546789,697.0128726062708,781.3469445545941,956.8392695812591,1063.8410299975162,1142.3122962953018,1101.4352063690737,1300.7288667462205,1356.6224563827118,1249.2915137478583,1438.0273300768463,1644.344796325427,1698.9208834597914,1628.7102046954665,1546.8301769148584,1459.1330210509393,1506.2466789910052,1563.550456837183,1605.013649646952,1432.1789853768964,1430.5515735402607,1606.4625137731427
"Korea, Rep.",KOR,7636.982429370152,8126.67038993421,8884.92831945455,10385.33616812191,12564.778134458567,13403.049586225043,12398.480027670466,8281.699981576832,10672.417933437255,12256.993567950305,11561.248368907272,13165.065736055376,14672.857470350491,16496.12009425018,19402.502625954898,21743.477451425413,24086.410439167674,21350.427979823056,19143.851605302545,23087.225643847476,25096.263883823936,25466.760517059483,27182.734310193562,29249.57522097425,28732.231076259864,29288.8704389833,31616.843400468297,33436.923064606424,31902.416904819456,31721.29891418569,34997.78164278488
Kuwait,KWT,8218.583931483612,12253.579443787643,14477.95106611667,15141.303388314833,16427.61749626304,18489.39538787232,17232.83872677216,14256.297528348476,16045.284422301958,19490.838157871283,17516.678044163804,18627.633017453856,22782.000178497754,27601.400059072173,36144.99494587164,42967.14270411596,45732.05203945876,55601.275509241656,37904.22953167319,39213.537152975376,49006.58145476577,51277.6621064845,47760.94412646832,43234.82142331103,29310.522105363027,27029.997780851932,29263.089648235935,32007.52353526314,30667.348220255342,24300.329436209937,41824.68051021003
Lao PDR,LAO,231.69615521206384,247.26611146838727,283.3862907828427,321.05291134825444,357.90170306554,371.47174800092944,339.19016951842116,243.98644361761998,272.3624326208995,318.77092280990485,320.4190110718685,313.6184405306754,355.651483557168,410.2513189861008,467.37959125986464,581.0102436137702,699.0413760710193,887.6397349435426,936.790321410613,1127.8352360564634,1363.7252904315383,1566.0097449958464,1815.44023554817,1984.5086701359824,2125.459056983133,2309.0490761946076,2439.4633552250907,2553.3618664626606,2598.50552320722,2593.355097198472,2535.623431521105
Lebanon,LBN,1279.180625738499,1560.1987076174153,2079.646174375667,2468.8198405042353,2959.560851111187,3393.503399093634,3834.8562171095623,4127.320054236328,4091.9940069050267,3994.8611438888943,4021.1772632327306,4307.100826994899,4458.108580375408,4625.304246732652,4630.009213561578,4665.962801373578,5162.032958748406,5957.696754142626,7149.791498035015,7695.245414612615,7914.109568098748,8500.180562953106,8255.20921057154,7665.379691841423,7802.751367739234,8172.299475959537,8679.897422112806,9225.84515488016,8985.572498873555,5599.957522607336,4136.146346993321
Liberia,LBR,278.6080852222001,271.7510162826443,259.1957170201047,181.4862556135541,224.60822187431975,226.52141263165285,223.78729205062314,215.4206428430032,226.3986090542515,301.8764696617602,303.85880560012447,302.88188684633303,242.44993716721882,287.27469193232105,290.5412149092648,323.8412257694268,377.9516287980973,456.1446998813654,452.74522888985746,497.0203653970342,573.5264221565837,644.4555767428332,717.635753333907,713.7348823892031,699.6629468539646,722.1312267894181,706.8926919748465,700.0370393777057,665.8784475684358,597.5296918930478,675.6631858491597
Libya,LBY,7368.776177645567,7622.669094688761,6745.265694468897,6163.7788085089815,5396.955037149411,5785.110698611886,6262.029058971827,5470.787800027726,7112.83675891244,7424.202916202213,6465.240244946413,3789.2052697246195,4738.828475450602,5823.637943405233,8107.95856283595,10060.143726248069,11158.50878798257,13921.471353526123,9561.06686230923,11611.261528574529,7783.831148396883,15764.915454676135,12589.44874565706,9408.767832236521,7867.5718928569895,7944.8270755271715,10529.267435369013,11838.009615956515,10542.149286479827,7568.0420109632605,6357.195550438044
St. Lucia,LCA,4253.9142686091445,4603.702185999686,4608.599312324203,4740.295984376458,5008.0274303762635,5123.686514096273,5184.337012401907,5593.748413550139,5825.067307728314,5846.975502147912,5558.069371163257,5562.457122726346,6055.967956524236,6494.600348678876,6866.0923872368885,7618.905419506157,7975.792540591518,8528.682084704287,8259.322337990252,8697.797625044841,9160.814472725957,9271.65949133442,9569.122192120498,10007.146877135248,10290.378910811796,10574.38890595625,11270.471614495691,11563.837467004014,11726.7697662964,8458.162760673913,9414.226230859833
Sri Lanka,LKA,513.2584474706194,547.0545343801261,576.7798838873927,647.5791564221375,714.2332315043476,756.6569905113275,817.0644816929628,850.8116038711483,838.8834628256438,869.6962850310418,832.803572346111,867.4914867870995,982.195696950167,1065.7844368019637,1248.6981851703413,1435.8168129761627,1630.3889060432282,2037.3221030266836,2090.4018261396022,2893.9348988497777,3321.4845323032982,3449.066903093327,3740.616791910401,3971.9186750180243,4060.1317852471625,4150.934408190506,4401.056074750742,4360.583634132132,4082.694619635147,3893.8415151676354,4013.687656836036
Lesotho,LSO,384.982633466969,447.1513645598155,443.1729260573876,459.6624854905739,518.0190968985652,483.9262665514056,505.93463108237137,467.5866086224293,457.7031438059354,443.95174088008037,412.96229618438906,388.3692080718651,580.941046823816,761.1810387917249,850.7790614715509,910.6251528260556,848.0194746204143,885.6205584386676,866.4430472871222,1104.800537858264,1265.8638666722547,1205.8600025895425,1141.3610381036906,1165.0459353656665,1113.871327705621,986.2659866788503,1062.7125123499354,1161.7271002872224,1102.5648695324846,989.8471707005501,1094.0981848930287
Lithuania,LTU,2731.0034536771436,3055.8324462079013,3136.476718778867,3446.214512278043,2167.7925821145427,2327.434856954992,2830.278070891325,3166.6665326450816,3113.1790601985736,3293.2299786708577,3525.7936318546235,4141.592701801011,5499.428989113857,6700.3271918938135,7854.765278678554,9230.707981025222,12285.447053701428,14944.996652175,11820.776159135936,11987.50841164705,14376.947864393163,14367.70942487197,15729.652466651227,16551.01820207798,14263.964577349487,15008.313244552583,16885.407394837333,19186.359591641,19595.141572435532,20339.52126990524,23723.34025103446
Luxembourg,LUX,35747.33779920672,39570.861566598585,40066.724251877225,43933.235442736,51032.34963531796,50444.3591236176,46641.64087548766,47445.38108120509,50872.449268462515,48659.598875323405,48440.1420151355,53005.7339209178,65689.32145369108,76544.91708684727,80988.13762308592,90788.80048761438,107475.32029797768,120422.13793415697,109419.74695310647,110885.99137872111,119025.0572034666,112584.67627095825,120000.14072985921,123678.70214327482,105462.01258442269,106899.29354955173,110193.21379722773,116786.51165467736,112621.82133740382,117370.49690016148,133590.1469755862
Latvia,LVA,2729.0654253306225,3056.4481832025085,3142.186488277128,3467.7010089561736,2329.5767325255165,2431.70899961616,2683.2413681236953,2973.534842526806,3151.5770181735443,3361.64086880275,3578.0019004135042,4136.933296889506,5145.195231902419,6378.666520571141,7594.902384313598,9723.446901747779,14113.529127732676,16467.14368794046,12331.92855240894,11420.994003283584,13338.96223508515,13847.337939319448,15007.491856171897,15742.391338190784,13786.456795311366,14331.751588504887,15695.11515410586,17865.0310947642,17945.222216498452,18207.13964086308,21148.162940541526
Morocco,MAR,1292.0314121455376,1327.1721363155846,1226.6341381504092,1358.8561006399812,1467.3564808930041,1598.6260234163533,1428.9037454992092,1504.2631917341917,1477.5182607235647,1360.8141275646797,1363.9629765975517,1441.4408779023906,1755.2875798633672,1985.3418571121586,2048.60749915908,2226.211413234885,2530.727872813519,2924.2067702615414,2899.1566636109983,2871.3116984037265,3080.823049563789,2946.3243189779714,3160.192422290964,3478.429930744708,3183.763219657105,3178.0509576023637,3336.527955573044,3544.39178143465,3551.0824107603958,3307.500679506962,3853.2764830336046
Moldova,MDA,684.4249717057692,608.6216908607871,596.7216501051762,658.341921462358,593.5865929889239,575.1454551390174,657.2921345979499,578.7346275621919,399.4998185963355,440.53868398037315,507.40407625281904,570.7998661882918,682.3190959652976,897.1784947494684,1034.3940299001206,1183.0210305081557,1531.221861796765,2110.5619896754392,1898.4354850394263,2436.799359084009,2941.3621188243465,3044.8084779064047,3321.0439174335297,3327.7867747117534,2731.0655840585573,2879.3912909285004,3509.6473396997485,4232.206888458013,4493.370303238654,4500.624463898365,5230.661732894973
Madagascar,MDG,265.793707607818,294.2934610490645,312.07893328674896,262.1461136557649,276.73681321884027,344.46496137362413,288.4493714847171,288.635928740885,271.94298224742664,285.4664562737732,325.46030923442993,310.92970343472206,359.5343750953425,277.50783148847,311.7931317858501,330.52266490749423,427.8363216244039,522.8306320518695,455.4073814455281,459.37540799878127,516.9025392440442,504.1737301341534,526.6880117502307,517.136176058995,455.638039705577,464.61615353879534,503.49805868023594,512.5439845871056,512.2796596590892,462.40422369481684,500.5110319506566
Maldives,MDV,1052.7536589418048,1191.2673941925975,1311.4679459088895,1411.6256307807662,1545.2230564903605,1707.0217591368325,1889.0261759549844,1972.6234043633617,2118.721494694115,2209.9882313876187,3028.046625512481,3069.0398721791134,3539.8015472653806,4060.5344051500156,3789.232023855279,5010.163423859975,5746.644257726235,6743.130960897403,6719.330257250664,7158.061411014312,7409.3359684672305,7447.4325724542305,8222.563389017114,8872.124924622976,9434.3310782449,9640.324009208038,10062.983115896279,10823.636693042034,11118.556537503231,7282.35848902548,10366.29335840658
Mexico,MEX,3756.8899365811176,4272.785964789709,5778.938722414044,5976.5235872033545,4002.174304484354,4487.291778909645,5370.217510798418,5555.737245548622,6230.695571444289,7232.878808682789,7613.176932157218,7650.898849674189,7120.384770194401,7525.465234321271,8321.853492887054,9125.422624405588,9719.920452034774,10119.83621117677,8104.907579076868,9399.970907792593,10341.521048497467,10376.057666442324,10865.680201721814,11076.092451101309,9753.380048238576,8875.06225558597,9434.386487391272,9857.028829255627,10145.17018292068,8655.000682068001,10045.680500496357
Marshall Islands,MHL,1753.4907444796293,1896.5531604706862,2032.138770840144,2168.3587479935795,2371.306851800718,2150.9953820481974,2114.397035792047,2111.9441727484764,2123.682059664896,2127.2407052227795,2257.254700163564,2417.3921021726364,2411.291358523113,2442.0795444107653,2533.564606069529,2633.2865997638723,2773.4187053554906,2712.373643526089,2810.5330920082847,3001.31982926464,3238.887315701044,3445.3154033293104,3611.6996416887364,3672.680933774966,3703.6490588949605,4153.117176022678,4507.622862229004,4769.190458587923,5188.9711142908245,5567.972727063322,6172.145065398336
North Macedonia,MKD,2424.907673644381,1207.54289816124,1343.315288576664,1795.552410824421,2372.5410826454563,2327.7293314158524,1959.5607378218751,1875.8177639742162,1915.3937531284512,1861.8980654994448,1823.0235610461245,1989.1351253612663,2440.476942800432,2795.8992607927057,3072.6785725180584,3362.9684191978395,4079.391953982596,4841.251694431007,4584.709831911901,4577.688755073615,5098.09758250191,4728.308141898427,5241.058345483549,5495.735049188985,4861.553971414957,5149.589074359055,5450.492880866589,6108.740108316953,6070.388053582762,5965.450231953636,6694.6411258171065
