Region Code,annual_ntl_sum
IDN,2551536.25
MYS,1191810.375
CHL,889963.375
BOL,714621.375
PER,829881.5
ARG,4481626.0
GB1,-3071.6298828125
CYP,72573.1875
IND,11594973.0
CH1,15898.099609375
IS1,164427.296875
LBN,192463.265625
ETH,798225.375
SDS,458772.46875
SOM,375366.4375
KEN,609917.5625
MWI,108742.703125
TZA,871150.375
SYR,371775.6875
SOL,76235.171875
FR1,-0.12999999523162842
SUR,119053.59375
GUY,153743.6875
KOR,1856775.625
PRK,30156.130859375
MAR,1073691.25
SAH,8225.9404296875
CRI,164397.9375
NIC,145712.84375
COG,329083.5625
COD,1779366.75
BTN,35915.78125
UKR,1254903.0
BLR,404587.71875
NAM,220418.0
ZAF,2185495.75
NL1,3677.72998046875
OMN,1208437.75
UZB,782721.4375
KA1,3468.10009765625
TJK,136706.03125
LTU,162618.140625
BRA,14016079.0
URY,265008.9375
MNG,-42325.5703125
CZE,552583.5625
DEU,2699662.5
EST,210121.71875
LVA,140202.625
SWE,1407092.75
FI1,3280.68994140625
VNM,1720689.875
KHM,58932.26171875
LUX,55701.6484375
ARE,1551902.375
BEL,910647.5
GEO,156885.078125
MKD,74071.109375
ALB,80408.640625
AZE,257205.0625
KOS,40753.98828125
TUR,3889335.25
ESP,4315108.0
LAO,122500.84375
KGZ,194655.546875
ARM,44115.28125
DN1,4802.10009765625
LBY,1882881.625
TUN,521906.46875
ROU,659037.9375
HUN,404367.0
SVK,184850.21875
POL,2364937.0
IRL,392176.46875
GRC,732529.5
ZMB,534469.3125
SLE,54146.98046875
GIN,111831.859375
LBR,101833.75
CAF,270484.40625
SDN,627648.8125
DJI,14086.169921875
ERI,29044.310546875
AUT,302162.3125
IRQ,7020294.0
ITA,5137741.0
CHE,268163.15625
IRN,7563649.5
LIE,1584.3900146484375
CIV,378956.625
SRB,453360.40625
MLI,427082.1875
SEN,136139.84375
NGA,1510718.375
BEN,46469.12109375
AGO,588760.25
HRV,316935.03125
SVN,84386.53125
QAT,757041.125
SAU,9350534.0
BWA,242978.15625
ZWE,398942.53125
PAK,1493019.375
BGR,239158.65625
THA,1672913.125
SMR,3389.989990234375
HTI,17828.279296875
DOM,191791.5625
TCD,503341.90625
KWT,803167.375
SLV,47905.69921875
GTM,201960.8125
TLS,11690.6103515625
BRN,38988.4609375
MCO,3221.510009765625
DZA,4850525.5
MOZ,550150.25
SWZ,43371.25
BDI,25978.060546875
RWA,37713.05859375
MMR,532327.75
BGD,331085.0
AND,6901.2900390625
AFG,471774.09375
MNE,42258.8203125
BIH,121792.2734375
UGA,229878.953125
CU1,259388.234375
HND,214435.3125
ECU,730560.0
COL,1460888.0
PRY,436187.4375
BRI,3.1500000953674316
PRT,1176573.875
MDA,50046.78125
TKM,1184133.75
JOR,401258.09375
NPL,163989.75
LSO,13997.7900390625
CMR,492575.1875
GAB,354982.09375
NER,446188.53125
BFA,90428.1875
TGO,37491.9296875
GHA,301303.03125
GNB,16506.939453125
US1,1967.0699462890625
MEX,5554614.0
BLZ,28096.01953125
PAN,122784.828125
VEN,5377523.0
PNG,291258.0625
EGY,3905803.0
YEM,245936.953125
MRT,331362.78125
GNQ,49854.0
GMB,7499.7001953125
VAT,
CYN,27304.75
CNM,8298.1904296875
KAS,2556.070068359375
SPI,253.75999450683594
BRT,365.6300048828125
AU1,0.3499999940395355
FJI,14665.1796875
NZ1,22.18000030517578
MDG,304708.0
PHL,276169.65625
LKA,111641.78125
BHS,31512.5390625
TWN,811693.625
JPN,3022528.75
ISL,440303.875
SYC,1751.5
MHL,151.75
TTO,143443.546875
GRD,1922.489990234375
VCT,1137.8299560546875
BRB,8627.91015625
LCA,5651.9599609375
DMA,1294.5400390625
ATG,4954.66015625
KNA,2669.550048828125
JAM,64258.0
MUS,17512.619140625
COM,594.1099853515625
STP,2554.080078125
CPV,5678.64013671875
MLT,26075.2109375
SGP,101980.59375
TON,645.5499877929688
WSM,603.3200073242188
SLB,17732.529296875
TUV,9.609999656677246
MDV,1255.8699951171875
NRU,501.3699951171875
FSM,817.3300170898438
VUT,32249.0
PLW,150.94000244140625
BHR,178382.234375
PGA,0.3199999928474426
BJN,
SER,0.05999999865889549
SCR,0.0
