2.642461281207308943e-02,1.993359454663301555e-02,8.730619431420283405e-03,1.729069697878160561e-02,1.987250303704612975e-02,1.835263968595857165e-02,2.815935904782684851e-02,1.582582522234399214e-02,4.295524440162790114e-03,-5.781436556577146391e-03,1.104461346575225100e-02,7.071070772189491649e-03,3.597610641480564198e-02,2.846779418604339362e-02,9.041044823197452729e-03,-5.309779324861108041e-02,5.273947285587454736e-02,3.699024610891155085e-02,4.052201630169838253e-03,4.139047529858164154e-03,2.167668655287946500e-02,1.425450867908173436e-02,2.092678059124364331e-02,2.440733967337638255e-02,1.192010935880150058e-02,5.220329213957874970e-03
3.255859216958945090e-02,2.352820898112906178e-02,1.292010384474573392e-02,3.574134350780622249e-02,1.848763981951817570e-02,3.403968316565131325e-02,3.501229198590105618e-02,1.039852804183505341e-02,1.621355945778635288e-02,9.802472355815661231e-03,3.347070619682490644e-02,2.177251056755680203e-02,2.398817021742671862e-02,3.450932594580269352e-02,4.224999175105992322e-03,-1.894792341667028701e-02,3.024030073269678986e-02,1.595082454879825917e-02,6.964371532607538384e-03,4.308889933422044294e-03,1.329140225180491797e-02,1.947292041100845417e-02,1.193274866027516090e-02,1.516050221147691168e-02,1.703423838235718080e-02,1.637504016220980851e-02
2.837316184746407899e-02,2.957117211547033442e-02,3.296690783310274320e-02,4.068762001671699657e-02,4.380227680207826602e-02,4.746706293585933878e-02,3.954324944221254690e-02,2.182448266019298977e-02,8.805931833367974804e-03,1.499223609771949128e-03,1.861492431029332373e-02,1.926910663869696450e-02,3.248928784077098619e-02,3.546459058310547086e-02,2.042943184093548581e-02,-3.432427488100597834e-02,1.382126771976599500e-02,1.458105528188435862e-02,-9.618805109603889569e-03,-1.219621420316507887e-03,1.519405603100354440e-02,1.888543105518714071e-02,2.058970316289276958e-02,2.736571252320030290e-02,2.217052805948838134e-02,1.578673671326291661e-02
2.824312396275119319e-02,1.919232522594138679e-02,1.315803328307918463e-02,1.975551888774651488e-02,2.460215498451479021e-02,1.854927883143986378e-02,2.758054289431011163e-02,1.587727649327885793e-02,8.807605111129657161e-04,-4.625559147291569140e-03,1.108460770418462360e-02,7.255354306497263650e-03,3.655958902357880902e-02,2.822187386912089480e-02,9.160608459811259152e-03,-5.248522925864718136e-02,5.864097789069333544e-02,3.708676690832057865e-02,4.179126538353949982e-03,4.104253558216086617e-03,2.084524409486343544e-02,1.419464608222487101e-02,2.093938971814734984e-02,2.443800957053787748e-02,1.193132778398786620e-02,5.241871171369094640e-03
3.051801107940299573e-02,2.647573814298276318e-02,2.599205793140080267e-02,3.334469535018080855e-02,3.538704724123431511e-02,3.825399043346555672e-02,3.612992365134681805e-02,1.986639952179403146e-02,8.042451680216888832e-04,-1.005620430075127025e-03,1.618954359688640210e-02,1.530447841871329651e-02,3.377069519727671221e-02,3.338412265345791496e-02,1.708898702332173336e-02,-3.979063011800587635e-02,2.893192289850810006e-02,2.169108201810021619e-02,-4.795980067543337277e-03,5.089180314739039090e-04,1.763782979248951222e-02,1.732213499487156305e-02,2.073449747815070410e-02,2.643406681439319783e-02,1.883703929396896015e-02,1.242194503867621869e-02
3.014892401925406418e-02,2.732312776680334565e-02,2.437591482472223348e-02,2.004693804810964153e-02,3.634397440943271107e-02,3.461697186061907239e-02,3.275704695286818513e-02,1.299817030329641909e-02,1.620355813183893545e-02,1.172381380542630858e-02,2.575630667898942683e-02,2.215113479860364443e-02,3.374746221703039950e-02,3.580590179641984783e-02,1.436580546962584748e-02,-3.418579937126220436e-02,2.714610496611435941e-02,2.814122302611732351e-02,7.857662632928974489e-03,2.837439556757637149e-04,6.154908913979628693e-03,9.858299114904101046e-03,1.872261955289311608e-02,2.261433012700475587e-02,2.430249688859631441e-02,1.342071329205873909e-02
3.087670506835782369e-02,1.952170202995984205e-02,1.016250523480533019e-02,1.853045873349890016e-02,2.016785656974406926e-02,1.882628213011927620e-02,2.780948184145803914e-02,1.626663629086322338e-02,1.992729910397228466e-03,-5.807336410685648431e-03,1.112675024694853576e-02,7.094822629864383501e-03,3.661453345343068655e-02,2.847803703299200961e-02,9.458795325478552840e-03,-5.247777147775756212e-02,5.403631346354864640e-02,3.705511724580601296e-02,4.231089563341061677e-03,4.121753998503896455e-03,2.095102968528883558e-02,1.421067645376328237e-02,2.089758575192601775e-02,2.439876462461043616e-02,1.194715067221352456e-02,5.253879993925014702e-03
3.119276602672016452e-02,2.939203739665141590e-02,2.865365684237208832e-02,3.993503100820938734e-02,3.781312447605378324e-02,4.510491413850248321e-02,3.890032949575328303e-02,1.919447375780958254e-02,5.257639368226874055e-03,3.493246132869609610e-03,2.207037800846767261e-02,1.985569981837298492e-02,3.059614358670259548e-02,3.544824178372452117e-02,1.684040477026615967e-02,-3.054442921396915978e-02,2.246870880975593288e-02,1.496430610013210760e-02,-5.423939449520798206e-03,1.032406265817353841e-04,1.529328308999033936e-02,1.888394693880202091e-02,1.858400485517863743e-02,2.448447260044539497e-02,2.097798320640986702e-02,1.601712719714343258e-02
2.569773408856712571e-02,2.612984350500124897e-02,1.005201398561061943e-02,1.723643094064741810e-02,2.343317290927626750e-02,1.802089848247123705e-02,2.801977115244658201e-02,1.578339729381794676e-02,-1.638948841892640118e-03,-5.521636637221605248e-03,1.112638235278429200e-02,7.096359527041462556e-03,3.618774887715026090e-02,2.813409134459465832e-02,9.070900195388142961e-03,-5.239825727527258614e-02,5.080486704568198952e-02,3.690665559812900121e-02,4.233483187448205953e-03,4.110559866193241874e-03,2.073154437012014739e-02,1.426956371094645348e-02,2.092354234557425308e-02,2.441976651897159734e-02,1.191675315144413716e-02,5.235528766371455589e-03
2.597554084787101480e-02,1.598853229854046987e-02,8.897036449927675505e-03,1.697846549235570990e-02,1.893752267500903308e-02,1.848247635376409903e-02,2.749518419148411219e-02,1.586024880445680019e-02,-1.032999293129166496e-03,-6.385191821979718796e-03,1.102719262682083645e-02,6.864141315288119216e-03,3.604573241762110136e-02,2.805593155598229416e-02,9.155632158295956557e-03,-5.316595800052370535e-02,4.755338620073845668e-02,3.689297562069171477e-02,4.091612778915232340e-03,4.104162631565877462e-03,1.997067759486625960e-02,1.441135045354013933e-02,2.093066120783659834e-02,2.441771325147423788e-02,1.190604861933231007e-02,5.239208152137964092e-03
