2.656089135735584250e-02,2.097876951739863216e-02,9.541602134357951570e-03,1.752120077339713866e-02,1.959730301524609253e-02,1.873941217322494524e-02,2.852379784830172404e-02,1.594378287677655770e-02,-1.174067416425450538e-03,-6.040858841082408226e-03,1.120298428497945586e-02,7.166764955193638542e-03,3.616679770040742703e-02,2.839756505575419254e-02,9.573660029699171403e-03,-5.217378056224175609e-02,5.080117048237209332e-02,3.660072323857721521e-02,3.756408492948448696e-03,4.013780096514318885e-03,2.155663469792368225e-02,1.440228968709234003e-02,2.092669745435249418e-02,2.447326789108594802e-02,1.214437940429724527e-02,5.453690833660429504e-03
3.387581984485432685e-02,2.633189246300693398e-02,1.449739982601006005e-02,3.582359039028903958e-02,2.066354304407402864e-02,3.553275740284433937e-02,3.567619097014995688e-02,1.157517498467153239e-02,2.148822381906123624e-02,9.118593515343276223e-03,3.223092136897576232e-02,2.143663366297854367e-02,2.458220083787487908e-02,3.432566533458625280e-02,5.546734058781366272e-03,-2.008308343118625494e-02,2.855232457057521600e-02,1.606731617425261049e-02,6.117703852680289600e-03,3.985341625404759114e-03,1.816571401043787226e-02,1.908551977900141416e-02,1.246468994319460677e-02,1.615959683615320053e-02,1.737478281623316967e-02,1.628004228420198984e-02
2.966879966478419561e-02,3.118795870119628333e-02,3.326852471784924603e-02,4.072347434045275882e-02,4.391051430903170072e-02,4.777618222478174914e-02,3.956022926859614763e-02,2.184090418543305212e-02,2.987287346697176105e-03,1.608389912540975075e-03,1.865524143928953826e-02,1.928978171156159327e-02,3.259928580493354211e-02,3.593001639877901887e-02,2.061808684892851851e-02,-3.419693000880275058e-02,1.480299892606184997e-02,1.472601076233659434e-02,-9.366471584797864125e-03,-1.202048126688115559e-03,1.321134619180064362e-02,1.887389751660850656e-02,2.058658152106640493e-02,2.738730429741864647e-02,2.220513723120576266e-02,1.590314315803098566e-02
3.163026856685879906e-02,2.182429850795353232e-02,1.630317904976563703e-02,3.043119578890474131e-02,2.283849243503310866e-02,3.107467493735782682e-02,3.344955901947987975e-02,1.431464353905664844e-02,9.226362325142511978e-03,3.492782461910426406e-03,2.396410496180489957e-02,1.668919641160115930e-02,2.922308345199287061e-02,3.274032523156744645e-02,8.272573510250902373e-03,-3.216447041567105369e-02,3.743384846572750391e-02,2.228686762231157914e-02,3.624458487545112462e-03,3.563550381570967929e-03,1.554686233050839306e-02,1.776580201412758520e-02,1.618833991804136119e-02,1.994393088886292631e-02,1.625371367180927784e-02,1.277493778166416405e-02
2.829582070747460598e-02,2.554378691330949636e-02,1.480101185653404094e-02,1.728071598398583930e-02,2.810803411514850580e-02,1.787306998685145309e-02,2.761572493527908456e-02,1.582870145272186058e-02,-7.453978625258095292e-04,-6.218302228430228062e-03,1.110596381561723689e-02,7.059679280515540611e-03,3.592024652082059788e-02,2.799142380509400674e-02,9.049493326979130003e-03,-5.316347251228403792e-02,5.548095483950432616e-02,3.679498317083318426e-02,4.047806707954348937e-03,4.091340855589598036e-03,2.057181452199308147e-02,1.414497051259355764e-02,2.092279134390562234e-02,2.446928486535515646e-02,1.195182958088714109e-02,5.264039361514427640e-03
3.121738689599284911e-02,3.288358902589760824e-02,3.330245209429838482e-02,3.957035078053072752e-02,4.259866213194740681e-02,4.616532482892599099e-02,3.973932896269527504e-02,2.159138959137529845e-02,3.168377036584679729e-03,1.484016063061144308e-03,1.831232787969416798e-02,1.871203952283218008e-02,3.308136492115254512e-02,3.556516542546583892e-02,2.013514085383927288e-02,-3.484200990899966044e-02,2.509741642332841138e-02,1.594711312785190849e-02,-8.536655247907032340e-03,-9.379731385216194539e-04,1.472950790434635060e-02,1.864177289636836932e-02,2.059790869700739435e-02,2.715608503819022523e-02,2.163966699054764575e-02,1.523508648074645144e-02
3.169359091575740806e-02,2.229119958865632967e-02,1.384567022319194152e-02,1.840225253984995035e-02,2.464456310108298354e-02,2.370069627293602821e-02,2.820752493686429219e-02,1.541445281147768576e-02,1.613946833109336509e-03,-1.452460062246307970e-03,1.370468603586760814e-02,1.121814391522546472e-02,3.555312170600299915e-02,2.964955832098903343e-02,1.065920551487642420e-02,-4.932885170911760486e-02,4.493521650963838709e-02,3.631612380297033482e-02,5.704630341276661909e-03,3.528953549857272165e-03,1.648684437397762714e-02,1.342313564890851296e-02,2.052893409595868413e-02,2.404173028131695311e-02,1.413450888882583634e-02,6.680485343588893343e-03
2.956576589269910293e-02,2.187592864147069882e-02,1.146064261152823782e-02,1.818053147949072468e-02,2.209061081647467617e-02,1.820795408262254611e-02,2.875013385589886283e-02,1.585494114710672697e-02,-1.240821075346620894e-03,-5.782951856483919961e-03,1.107100796800453146e-02,6.920564270074258673e-03,3.604470618245136926e-02,2.825819246495342441e-02,9.151849402616152318e-03,-5.278445379971752338e-02,5.904199972297896615e-02,3.714371154162732225e-02,4.018700154016618953e-03,4.118515096978025980e-03,2.080341893671833198e-02,1.417398813894132914e-02,2.091572896598448139e-02,2.440532257638916569e-02,1.190156476459436341e-02,5.212928745547129594e-03
2.854250239088584884e-02,2.173036946532813651e-02,1.463314919371372369e-02,1.840639131745547274e-02,2.497055010567228450e-02,2.439378953609305789e-02,2.876976537754249996e-02,1.569279765111208924e-02,3.917574018167391259e-03,-3.081865308295350658e-04,1.494111571677358974e-02,1.209544574396326233e-02,3.566591488292103485e-02,3.029919518520918231e-02,1.096601705197697285e-02,-4.755329809462616186e-02,4.264890300125467881e-02,3.539563300136827628e-02,5.847029236216050307e-03,3.091721896168575512e-03,1.653175187869226903e-02,1.301818942788202094e-02,2.034670133728488928e-02,2.396790275931848235e-02,1.518534002734495125e-02,7.388496932489108104e-03
3.037622214076307614e-02,2.420516079311529900e-02,1.500955423472061234e-02,1.857894319715169829e-02,2.449671480968906856e-02,1.816448290898908802e-02,2.821110840365803618e-02,1.611792076585283340e-02,-1.535191205767172384e-03,-5.555473303856306444e-03,1.120076595384578155e-02,7.093072728587168641e-03,3.592355470166541664e-02,2.831462335426238042e-02,9.101379854962177163e-03,-5.300648184627887449e-02,6.353798315163960986e-02,3.688180975562582731e-02,4.008996615463722435e-03,4.111695739976717334e-03,2.142002195165626510e-02,1.418063218865839303e-02,2.093206604902331236e-02,2.440431691626909760e-02,1.190137100545474169e-02,5.230172383224873656e-03
3.016137155863130026e-02,2.759679554718919015e-02,9.359065197575677786e-03,1.710357282844920945e-02,2.217949485360870554e-02,1.802625116510059300e-02,2.784475493348148589e-02,1.577797148618520495e-02,1.861480440397178526e-02,-4.397446625308276680e-03,1.110124714704441296e-02,7.101087622945145839e-03,3.622110016253765608e-02,2.804559627551639345e-02,9.033056153961327439e-03,-5.321006758408630688e-02,5.657413639252650839e-02,3.695757523429787916e-02,4.469351773207730361e-03,4.396818029232862912e-03,2.256879737683692433e-02,1.411896046607341582e-02,2.091234999938573758e-02,2.440056819492064655e-02,1.190852359128102833e-02,5.211135693141910608e-03
