0.000000000000000000e+00,1.011732594800823559e+00,1.141537094714284661e+00,1.171732594800823701e+00,1.281928094887362368e+00,9.815370947142846303e-01,1.601928094887362430e+00,1.441928094887362510e+00,1.251732594800823994e+00,1.111341594627746066e+00,1.301537094714285026e+00,1.351341594627746279e+00,1.411732594800823470e+00,1.201928094887362519e+00
8.069559756502735492e-01,0.000000000000000000e+00,1.031341594627746217e+00,1.491732594800823541e+00,9.815370947142848523e-01,1.061537094714284812e+00,1.411732594800823692e+00,1.521928094887362137e+00,1.171732594800823701e+00,1.111341594627746288e+00,1.571732594800824057e+00,1.111341594627746288e+00,1.061537094714284812e+00,1.491732594800823541e+00
8.713415946277458524e-01,9.317325948008234882e-01,0.000000000000000000e+00,1.011732594800823559e+00,1.121928094887362226e+00,9.815370947142847413e-01,1.171732594800823701e+00,1.411732594800823470e+00,1.061537094714284812e+00,1.271341594627745986e+00,1.191341594627746359e+00,1.111341594627746288e+00,1.331732594800823177e+00,1.361928094887362439e+00
4.829613568458786532e-01,1.121928094887362226e+00,8.411460945412071455e-01,0.000000000000000000e+00,9.317325948008235992e-01,7.113415946277459323e-01,1.171732594800823701e+00,1.111341594627745843e+00,1.281928094887362590e+00,1.001146094541207399e+00,1.541537094714284795e+00,1.191341594627746137e+00,1.251732594800823550e+00,1.411732594800823692e+00
1.171732594800823479e+00,1.361928094887362661e+00,9.211460945412073276e-01,1.251732594800823994e+00,0.000000000000000000e+00,9.317325948008233771e-01,1.031341594627745994e+00,1.221537094714284510e+00,1.251732594800823550e+00,9.513415946277459234e-01,1.491732594800823763e+00,1.351341594627746057e+00,1.141537094714284661e+00,1.441928094887362066e+00
6.771514757368124471e-01,1.011732594800823559e+00,1.141537094714284661e+00,1.221537094714284954e+00,1.171732594800823701e+00,0.000000000000000000e+00,1.441928094887362732e+00,1.251732594800823994e+00,1.201928094887362519e+00,1.191341594627745915e+00,1.271341594627746652e+00,9.709505944546683587e-01,1.141537094714285105e+00,1.331732594800823621e+00
2.087712379549449548e-01,1.091732594800823852e+00,1.031341594627745994e+00,1.331732594800823399e+00,1.361928094887361995e+00,1.111341594627746066e+00,0.000000000000000000e+00,1.141537094714285105e+00,1.031341594627745994e+00,1.161146094541207319e+00,1.461537094714285390e+00,1.241146094541207390e+00,1.081146094541207248e+00,1.381537094714284875e+00
6.575424759098900118e-01,1.281928094887362590e+00,9.211460945412074386e-01,1.221537094714285177e+00,8.713415946277458524e-01,1.091732594800823630e+00,1.171732594800823479e+00,0.000000000000000000e+00,1.091732594800823852e+00,1.290950594454668421e+00,1.381537094714285319e+00,1.191341594627746359e+00,1.091732594800823630e+00,1.031341594627745994e+00
4.029613568458786932e-01,1.171732594800823479e+00,9.513415946277462565e-01,1.171732594800823701e+00,9.015370947142846703e-01,1.141537094714285105e+00,1.251732594800823550e+00,1.411732594800823914e+00,0.000000000000000000e+00,1.001146094541207177e+00,1.461537094714284946e+00,7.505595942815909138e-01,1.061537094714284812e+00,1.061537094714284590e+00
6.575424759098900118e-01,1.171732594800823701e+00,7.113415946277460433e-01,1.111341594627746288e+00,9.815370947142848523e-01,1.091732594800823408e+00,1.331732594800823621e+00,1.521928094887362581e+00,1.251732594800823772e+00,0.000000000000000000e+00,1.301537094714285248e+00,9.211460945412073276e-01,1.331732594800823843e+00,1.031341594627745994e+00
7.571514757368122961e-01,1.361928094887362661e+00,8.215370947142847102e-01,1.411732594800823026e+00,1.411732594800823470e+00,8.215370947142847102e-01,1.011732594800823337e+00,1.361928094887362439e+00,1.331732594800823621e+00,1.001146094541207177e+00,0.000000000000000000e+00,8.305595942815908739e-01,1.111341594627746288e+00,1.491732594800824208e+00
7.571514757368122961e-01,9.015370947142846703e-01,1.141537094714284661e+00,1.061537094714284812e+00,1.011732594800823559e+00,9.513415946277458124e-01,1.171732594800823479e+00,1.301537094714284803e+00,1.251732594800823550e+00,1.001146094541207399e+00,1.141537094714284883e+00,0.000000000000000000e+00,1.011732594800823559e+00,1.091732594800823630e+00
5.971514757368123760e-01,1.091732594800823630e+00,1.221537094714284954e+00,1.141537094714284883e+00,1.201928094887362297e+00,9.815370947142847413e-01,1.091732594800823852e+00,1.361928094887362439e+00,1.331732594800823621e+00,1.001146094541207399e+00,1.381537094714285319e+00,1.321146094541207239e+00,0.000000000000000000e+00,1.171732594800823479e+00
6.575424759098900118e-01,1.061537094714284812e+00,9.015370947142847813e-01,1.411732594800823248e+00,1.251732594800823328e+00,1.171732594800823701e+00,1.491732594800823763e+00,1.361928094887362217e+00,1.201928094887362519e+00,1.161146094541207319e+00,1.541537094714285017e+00,9.709505944546684697e-01,8.411460945412070345e-01,0.000000000000000000e+00
