,1,2,3,4,5,6,7,8,9,10,11,12,13
1,1.0,0.0,-0.9190861475045164,0.8938251711861089,-0.8799932095588948,0.0,0.0,0.0,0.0,0.9950081676178227,0.0,-0.9968393422207471,0.0
2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.9190861475045164,0.0,1.0,-0.9852639005433453,0.9806117977011841,0.0,0.9049336962956298,0.0,0.8500935197273454,-0.9273519636060663,0.0,0.9378879634742184,0.0
4,0.8938251711861089,0.0,-0.9852639005433453,1.0,-0.9984038399552724,0.0,-0.8805738402375127,0.0,0.0,0.9016242498757656,0.0,-0.908955998040887,0.0
5,-0.8799932095588948,0.0,0.9806117977011841,-0.9984038399552724,1.0,0.0,0.8677896684495051,0.0,0.0,-0.8899276455599541,0.0,0.8964525297971041,0.0
6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.9049336962956298,-0.8805738402375127,0.8677896684495051,0.0,1.0,-0.9490870093554261,0.948493842727368,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,-0.9490870093554261,1.0,-0.9683847544275987,0.0,0.0,0.0,0.0
9,0.0,0.0,0.8500935197273454,0.0,0.0,0.0,0.948493842727368,-0.9683847544275987,1.0,0.0,0.0,0.0,0.0
10,0.9950081676178227,0.0,-0.9273519636060663,0.9016242498757656,-0.8899276455599541,0.0,0.0,0.0,0.0,1.0,0.0,-0.9953166702347556,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,-0.9968393422207471,0.0,0.9378879634742184,-0.908955998040887,0.8964525297971041,0.0,0.0,0.0,0.0,-0.9953166702347556,0.0,1.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
