Region Code,annual_ntl_sum
IDN,2333450.8
MYS,1047309.25
CHL,774054.4
BOL,226271.45
PER,551151.2
ARG,2949416.0
GB1,2575.03
CYP,94263.8
IND,15394691.0
CH1,1981.65
IS1,193508.45
LBN,311201.66
ETH,51287.38
SDS,2307.25
SOM,4083.43
KEN,106430.01
MWI,46796.95
TZA,86956.61
SYR,1202961.4
SOL,3250.85
FR1,0.0
SUR,27123.18
GUY,19318.07
KOR,2559906.8
PRK,47227.94
MAR,620166.0
SAH,332.53
CRI,253016.64
NIC,91297.66
COG,25479.04
COD,78260.06
BTN,7326.89
UKR,3504807.8
BLR,859798.56
NAM,71771.82
ZAF,2416738.8
NL1,8087.57
OMN,597628.56
UZB,1313553.1
KA1,8885.83
TJK,193881.81
LTU,340227.53
BRA,8443858.0
URY,235519.12
MNG,68041.92
CZE,1706039.5
DEU,8593938.0
EST,326567.2
LVA,237047.58
SWE,4738098.0
FI1,13420.19
VNM,642396.44
KHM,18035.4
LUX,100804.19
ARE,824882.2
BEL,1707585.1
GEO,74794.64
MKD,185463.16
ALB,106251.68
AZE,305462.2
KOS,84899.68
TUR,3422515.0
ESP,6063202.5
LAO,26248.81
KGZ,174576.02
ARM,59687.43
DN1,18610.7
LBY,1129647.2
TUN,584015.4
ROU,1566556.8
HUN,1060282.5
SVK,793727.75
POL,4556896.0
IRL,1017010.5
GRC,1313312.6
ZMB,111949.7
SLE,1992.09
GIN,20024.41
LBR,2774.15
CAF,5617.59
SDN,202576.1
DJI,3768.91
ERI,8985.62
AUT,1104650.9
IRQ,1318112.1
ITA,7745590.5
CHE,913240.9
IRN,5913421.0
LIE,5591.47
CIV,202806.31
SRB,667486.9
MLI,30251.37
SEN,47112.39
NGA,1375186.8
BEN,25500.78
AGO,83760.16
HRV,601892.9
SVN,292182.47
QAT,212497.31
SAU,3557057.0
BWA,62314.78
ZWE,188788.4
PAK,3268741.8
BGR,643031.94
THA,1782787.6
SMR,4547.58
HTI,13320.63
DOM,262949.12
TCD,7197.19
KWT,389492.75
SLV,134615.28
GTM,252743.95
TLS,3652.78
BRN,47555.52
MCO,1755.56
DZA,1899502.8
MOZ,50310.46
SWZ,39847.42
BDI,5550.89
RWA,8564.06
MMR,173491.52
BGD,494881.1
AND,14932.09
AFG,35730.44
MNE,53619.32
BIH,337343.03
UGA,37816.68
CU1,306555.06
HND,155488.48
ECU,594455.0
COL,1406617.5
PRY,232345.4
BRI,0.0
PRT,1357051.6
MDA,132842.12
TKM,492216.1
JOR,300519.44
NPL,77803.34
LSO,15232.47
CMR,50413.14
GAB,105878.42
NER,25739.81
BFA,27664.87
TGO,19402.54
GHA,197086.23
GNB,1113.15
US1,7895.7
MEX,6264673.5
BLZ,20931.22
PAN,106406.62
VEN,1911285.2
PNG,58336.92
EGY,2540780.8
YEM,323054.6
MRT,19076.86
GNQ,9366.92
GMB,4205.25
VAT,0.0
CYN,34876.94
CNM,9477.16
KAS,91.18
SPI,0.0
BRT,0.0
AU1,0.0
FJI,16458.74
NZ1,141.0
MDG,25928.94
PHL,504894.8
LKA,339152.72
BHS,33802.87
TWN,787678.25
JPN,7925060.0
ISL,209875.0
SYC,3305.84
MHL,309.71
TTO,83167.16
GRD,3500.97
VCT,3208.09
BRB,15855.32
LCA,9091.34
DMA,2942.97
ATG,7151.35
KNA,4066.78
JAM,148621.42
MUS,37155.88
COM,1864.44
STP,1506.74
CPV,9480.53
MLT,22606.12
SGP,37329.6
TON,2300.44
WSM,3766.08
SLB,939.86
TUV,39.06
MDV,1235.45
NRU,430.12
FSM,2285.57
VUT,2403.15
PLW,1133.3
BHR,38573.7
PGA,0.0
BJN,0.0
SER,0.0
SCR,0.0
