Region Code,annual_ntl_sum,annual_ntl_sum_sq,calibrated_ntl_sum,avg_ntl,avg_calibrated,rescaled_calibrated_ntl_sum,avg_rescaled_calibrated
IDN,7894774.0,67333690.0,7641033.1294,0.7081889256354328,0.6854274793242383,28554972.279307466,2.561481195032602
MYS,1673143.0,22414764.0,1640358.494,0.907750977390089,0.8899639936327226,5073377.57753846,2.7525223215705408
PRK,635683.5,2519019.8,643202.28106,1.2714178567142687,1.2864560203608144,1561364.3786661015,3.1228536714790622
MAR,3068095.2,23089364.0,3033643.39736,0.9177950389153364,0.9074890700703401,9256120.47892496,2.768891087590755
SAH,397133.1,1417187.4,370078.47245999996,0.47394204330641,0.4416548190553932,1955568.9505322431,2.333792736595925
CHL,1623283.2,12035894.0,265137.7691599998,0.06817466973812139,0.011135259606940583,45994532.628525265,1.9316790019812673
CRI,354303.8,5323047.5,347594.52608999994,0.9469616301570501,0.9290294912441065,1043502.612462936,2.789010264555566
NIC,552688.06,3064492.2,565711.5072280001,1.7867610014095254,1.8288639330540148,1122683.2077995685,3.629473328288683
COG,1653089.2,11372504.0,1687823.6913599998,1.744884060663379,1.7815473334796998,3396664.352289683,3.5852786938138417
BOL,5099999.0,29385236.0,5250920.864399999,2.193590413577897,2.2585042998251574,9371349.28572996,4.0307658796535675
COD,9519309.0,49006708.0,9757647.9508,1.8385243226226367,1.8845562308288057,19061619.28899458,3.681491029589369
BTN,167810.38,566544.8,173035.344384,2.0768611386138613,2.1415265394059406,316857.7131668901,3.9215063510753723
PER,7110214.5,47117324.0,7306481.0944,2.1272272384576723,2.1859460922428853,13246231.818153787,3.9629950869276067
UKR,6194857.5,71805540.0,6389917.4032000005,3.3325824315338948,3.437516759159837,9539726.912184363,5.131986701740387
BLR,2340684.5,27742836.0,2415010.5096,3.4471307347015716,3.556590797379769,3560261.485310688,5.243204195007375
ARG,8485424.0,78939120.0,8352185.0288,0.8887807950823183,0.8748250706825611,26144055.724612463,2.738382269830889
GB1,0.0,0.0,-4376.2016,0.0,-0.06080000000000001,134200.40068257565,1.864490054914426
CYP,91553.6,2697155.8,93070.40274,6.1198930481283424,6.221283605614974,115671.91199192299,7.732079678604477
NAM,3092803.8,11154313.0,3136159.6057399996,1.3190661289414558,1.3375571741363044,7434040.956519458,3.1705831540003797
MNG,10038783.0,40866300.0,10338666.1852,2.051597599421559,2.112883875144743,19057628.860341825,3.8947535394025663
CZE,1972142.8,48268052.0,2022427.67544,8.122900637593292,8.33001497372193,2355450.5719865267,9.701676244239941
DEU,9467910.0,258670910.0,9682444.8874,9.179027642049421,9.387016697884189,11025338.85430183,10.68893664035653
EST,712413.06,11109405.0,732073.6957880001,3.591153644520617,3.6902595815505603,1064914.446980952,5.368053467995524
LVA,742222.3,8986184.0,763278.79384,2.9384468902173486,3.0218092317193874,1198213.1270076977,4.743707696297152
SWE,9452109.0,164776240.0,9693666.797600001,3.666746192089975,3.7604534413948065,14006731.632737542,5.433615913439696
FI1,17935.19,279178.16,17921.562704,1.3414502617801045,1.3404310175018699,42426.58487350706,3.173267380217432
IND,21630278.0,251555940.0,21969055.746799998,1.7872338280759341,1.8152258422923162,43772104.173368886,3.616735083326652
CH1,1998.83,119541.97,1965.2888229999996,15.863730158730158,15.597530341269838,2077.6994925011563,16.48967851191394
IS1,193636.1,7094096.5,195336.45302999998,7.2452331063383975,7.308854786724537,233796.17625529278,8.747892548652727
LBN,344236.84,14138808.0,345994.99123200006,9.654116723224051,9.703424046666855,391673.1514507847,10.984467326213217
VNM,1651778.5,13064591.0,1646321.0040999998,1.0515068739066555,1.0480326826315132,4555771.029472027,2.9001615854877856
ZAF,6918112.5,85433680.0,6787211.3467999995,0.8985117131916207,0.8815105124420678,21132318.407784097,2.74462660390228
NL1,8053.0,399009.16,8018.365692,12.967793880837359,12.91202204830918,8682.425153831558,13.981360956250496
KHM,700027.25,3100317.0,721405.5029,2.1330848386231778,2.1982274843376723,1304324.4028011695,3.9744661486555066
LUX,113854.84,4034744.8,115473.401392,13.465977528089887,13.657409981312833,124098.83696310178,14.677567943595717
ETH,6385564.0,32899142.0,6605661.9026,2.5725420997502217,2.661212594714366,10938815.486102382,4.406903346266369
ARE,869762.75,26852632.0,876605.6266,3.619713049087542,3.6481912170963646,1280421.2860235078,5.328760788328476
BEL,1924369.8,87231110.0,1928856.12324,17.174819270656695,17.214859283151565,2016861.1149840478,18.000295548114593
OMN,1667930.4,17535950.0,1685992.0349199998,1.5085518925518924,1.5248876542486318,3699011.234180376,3.345553506245535
GEO,443227.97,2734179.2,453448.245496,1.8029856811617784,1.8445602469023308,895837.4597667028,3.6441339940882025
MKD,257270.27,3583319.2,265845.010936,4.549671423771376,4.701310607742232,356947.000551042,6.312395008595363
ALB,201616.78,1440998.8,208116.43450399998,2.6126993054115695,2.69692663414887,342646.0578699608,4.440260961408366
KGZ,1284127.6,8263834.0,1317202.24428,1.9819077825365592,2.0329548084732028,2475137.138766264,3.820098219340609
AZE,694637.06,6896185.0,712689.9505880001,2.3470402043498684,2.408037324219582,1234293.762824891,4.170432664978024
ARM,201671.81,1443827.4,206099.04606799997,1.8127477258835796,1.8525423908603886,406246.63210720767,3.651589473512455
KOS,110043.76,1263965.1,113324.88741799998,3.0321767882728974,3.1225858982144823,175574.7108888013,4.837835084558616
SDS,3431417.0,18919846.0,3538888.0489999996,2.3106936221562595,2.383063919176628,6158520.268864232,4.1471070135703805
DN1,22025.03,233882.94,21924.300122,1.0941395926477893,1.0891356245404868,59153.06266065139,2.938552541512737
UZB,3585994.0,41173188.0,3638719.4491999997,1.7287130755717874,1.7541306232440468,7384081.742311389,3.5596709473090598
KA1,49263.38,287691.2,51224.368464,3.4938567375886525,3.6329339336170214,74934.59361593112,5.3145101855270305
TJK,887636.9,6537948.0,906651.63872,1.798656332320162,1.8371867045997974,1794981.375045367,3.6372469605782514
