Region Code,annual_ntl_sum
IDN,1818473.1
MYS,657603.7
CHL,532084.3
BOL,234879.1
PER,400972.4
ARG,2337211.5
GB1,2201.7
CYP,77559.48
IND,12062659.0
CH1,1781.97
IS1,147096.64
LBN,151690.6
ETH,38659.55
SDS,942.2
SOM,6686.28
KEN,86865.24
MWI,38408.87
TZA,74846.99
SYR,916797.75
SOL,1038.16
FR1,0.0
SUR,20208.03
GUY,14343.17
KOR,2167115.5
PRK,47172.56
MAR,421141.44
SAH,546.22
CRI,180681.22
NIC,71543.74
COG,25930.51
COD,81694.51
BTN,3680.14
UKR,5231661.0
BLR,841709.6
NAM,54360.78
ZAF,2047623.6
NL1,7240.31
OMN,511783.0
UZB,1513228.4
KA1,13154.19
TJK,225444.45
LTU,268206.53
BRA,6889970.0
URY,184243.73
MNG,75830.26
CZE,1537432.4
DEU,7822849.5
EST,313351.47
LVA,203060.72
SWE,4947822.0
FI1,8813.2
VNM,276440.8
KHM,9393.8
LUX,93168.26
ARE,645154.2
BEL,1744030.4
GEO,188954.72
MKD,118761.94
ALB,40112.53
AZE,428041.56
KOS,65894.9
TUR,2739394.0
ESP,4937871.5
LAO,12970.28
KGZ,279977.38
ARM,55106.14
DN1,9781.52
LBY,1178446.4
TUN,460744.72
ROU,880723.1
HUN,875480.3
SVK,789095.25
POL,2943828.2
IRL,682879.06
GRC,952509.25
ZMB,96769.82
SLE,5112.39
GIN,15333.93
LBR,672.93
CAF,5523.03
SDN,182479.1
DJI,5193.64
ERI,4813.47
AUT,918290.06
IRQ,1293350.0
ITA,6863515.0
CHE,751117.6
IRN,4930699.0
LIE,4543.12
CIV,91410.39
SRB,491323.62
MLI,21440.99
SEN,40613.26
NGA,1728568.4
BEN,21575.08
AGO,60591.88
HRV,338220.72
SVN,230625.31
QAT,163916.53
SAU,3485479.0
BWA,40516.07
ZWE,146620.53
PAK,2887164.2
BGR,813107.25
THA,1238148.8
SMR,3862.0
HTI,12611.24
DOM,156514.39
TCD,6441.53
KWT,312364.88
SLV,109257.95
GTM,138267.9
TLS,2657.5
BRN,36780.81
MCO,1737.52
DZA,1874344.4
MOZ,35645.92
SWZ,29318.34
BDI,6429.43
RWA,9591.33
MMR,108626.27
BGD,448337.6
AND,14086.77
AFG,24656.87
MNE,29994.92
BIH,56878.08
UGA,25391.82
CU1,207643.84
HND,107256.05
ECU,454953.53
COL,1304944.4
PRY,162171.92
BRI,0.0
PRT,982720.4
MDA,389312.47
TKM,361591.8
JOR,240563.7
NPL,41555.39
LSO,11989.97
CMR,46804.65
GAB,81758.38
NER,24197.29
BFA,20276.74
TGO,19829.61
GHA,126795.77
GNB,2869.43
US1,7874.43
MEX,5381067.0
BLZ,15685.71
PAN,86484.27
VEN,1821963.4
PNG,36707.96
EGY,1913720.8
YEM,258999.27
MRT,14563.4
GNQ,11543.72
GMB,4080.28
VAT,0.0
CYN,34428.18
CNM,8181.6
KAS,0.0
SPI,0.0
BRT,0.0
AU1,0.0
FJI,15544.43
NZ1,131.17
MDG,20091.96
PHL,409120.47
LKA,245750.77
BHS,30758.42
TWN,639801.2
JPN,8090487.5
ISL,198274.36
SYC,3229.45
MHL,269.5
TTO,87141.26
GRD,2753.22
VCT,2919.28
BRB,15628.85
LCA,7905.62
DMA,2696.61
ATG,5948.74
KNA,3669.43
JAM,129195.95
MUS,27509.72
COM,1391.73
STP,945.37
CPV,4597.58
MLT,21749.54
SGP,36875.8
TON,2737.36
WSM,2071.38
SLB,1030.96
TUV,0.0
MDV,1069.45
NRU,478.87
FSM,2210.03
VUT,3993.26
PLW,779.57
BHR,38697.14
PGA,0.0
BJN,0.0
SER,0.0
SCR,0.0
