Region Code,annual_ntl_sum
IDN,2241663.2
MYS,1205716.9
CHL,801505.6
BOL,240087.72
PER,558733.2
ARG,2987027.5
GB1,1613.76
CYP,103821.48
IND,16304061.0
CH1,1855.01
IS1,189593.31
LBN,248452.5
ETH,88339.19
SDS,12432.59
SOM,3982.93
KEN,94980.34
MWI,43057.42
TZA,74721.02
SYR,1171770.9
SOL,4537.28
FR1,0.0
SUR,29436.18
GUY,17537.71
KOR,2608127.8
PRK,43230.37
MAR,894766.56
SAH,1207.6
CRI,255270.0
NIC,88999.74
COG,80085.69
COD,84070.23
BTN,11736.86
UKR,2565668.8
BLR,754619.5
NAM,71443.74
ZAF,2484180.0
NL1,7498.0
OMN,719803.8
UZB,1370705.9
KA1,7562.7
TJK,218397.02
LTU,336323.1
BRA,8747056.0
URY,182511.44
MNG,74192.94
CZE,1358056.8
DEU,7608947.0
EST,295138.03
LVA,205291.1
SWE,3769395.8
FI1,7634.3
VNM,1016634.25
KHM,26397.29
LUX,87717.73
ARE,933532.94
BEL,1466792.8
GEO,150760.17
MKD,153423.88
ALB,118748.39
AZE,392594.56
KOS,77198.35
TUR,3521501.5
ESP,6456442.0
LAO,38468.15
KGZ,235178.69
ARM,98419.47
DN1,14418.43
LBY,1304611.4
TUN,706738.4
ROU,1440467.6
HUN,928635.75
SVK,528195.2
POL,4517722.5
IRL,1030149.4
GRC,1349423.0
ZMB,108083.91
SLE,3587.89
GIN,17130.62
LBR,7513.8
CAF,4260.25
SDN,296989.3
DJI,5649.4
ERI,12243.76
AUT,1077696.4
IRQ,1378801.5
ITA,7919762.5
CHE,861157.94
IRN,7627664.0
LIE,5284.73
CIV,205359.81
SRB,760417.5
MLI,45438.6
SEN,59531.61
NGA,1074570.9
BEN,32369.33
AGO,120319.53
HRV,658960.75
SVN,276996.1
QAT,240985.64
SAU,4261113.0
BWA,83837.54
ZWE,106029.56
PAK,3661219.5
BGR,671206.06
THA,2030193.9
SMR,4022.58
HTI,13711.33
DOM,230413.31
TCD,17691.97
KWT,391407.0
SLV,152663.64
GTM,288510.72
TLS,3793.55
BRN,44241.9
MCO,1695.35
DZA,2067672.8
MOZ,74681.78
SWZ,49297.7
BDI,5678.29
RWA,7835.92
MMR,120103.94
BGD,424373.44
AND,14186.47
AFG,113107.6
MNE,55636.38
BIH,294645.5
UGA,31877.76
CU1,300570.9
HND,217609.12
ECU,662813.25
COL,1318820.8
PRY,211509.9
BRI,4.24
PRT,1737791.9
MDA,123142.78
TKM,550910.75
JOR,357521.8
NPL,80010.26
LSO,17108.01
CMR,47156.02
GAB,77395.38
NER,30625.67
BFA,36133.16
TGO,20552.66
GHA,160210.05
GNB,1288.11
US1,5782.41
MEX,6160862.5
BLZ,30027.26
PAN,129159.91
VEN,1824934.5
PNG,52941.9
EGY,3090026.5
YEM,534100.75
MRT,22980.61
GNQ,7722.73
GMB,8269.17
VAT,0.0
CYN,44429.15
CNM,10802.86
KAS,89.29
SPI,0.0
BRT,0.0
AU1,0.0
FJI,18732.79
NZ1,46.67
MDG,18270.02
PHL,564983.4
LKA,390992.88
BHS,34379.61
TWN,803770.4
JPN,7329229.0
ISL,245994.9
SYC,3123.71
MHL,306.35
TTO,131080.7
GRD,4344.45
VCT,3351.18
BRB,17310.54
LCA,9658.84
DMA,3019.05
ATG,7073.25
KNA,4244.89
JAM,125220.31
MUS,37902.08
COM,1033.92
STP,1761.34
CPV,11506.47
MLT,22696.92
SGP,36771.05
TON,2025.01
WSM,2037.16
SLB,920.33
TUV,20.44
MDV,1298.63
NRU,196.72
FSM,1635.24
VUT,4164.24
PLW,959.65
BHR,39948.08
PGA,0.0
BJN,0.0
SER,0.0
SCR,0.0
