Region Code,annual_ntl_sum
IDN,2164986.8
MYS,1276413.6
CHL,1133301.8
BOL,629843.94
PER,878015.44
ARG,5275492.0
GB1,5305.09
CYP,73855.69
IND,10979400.0
CH1,12158.0
IS1,167888.19
LBN,204558.06
ETH,439543.6
SDS,456897.53
SOM,213456.45
KEN,341405.9
MWI,39236.11
TZA,472787.75
SYR,336157.47
SOL,67342.14
FR1,-0.03
SUR,69200.14
GUY,69808.06
KOR,1908992.6
PRK,85805.73
MAR,1264793.6
SAH,54555.46
CRI,156463.42
NIC,95495.52
COG,181554.36
COD,1106064.1
BTN,37496.05
UKR,1734019.9
BLR,750511.4
NAM,144208.88
ZAF,2253371.2
NL1,3638.41
OMN,1304013.4
UZB,930365.7
KA1,9572.5
TJK,222600.98
LTU,281807.47
BRA,11041370.0
URY,321010.06
MNG,1867698.4
CZE,728564.94
DEU,3472837.0
EST,319870.2
LVA,292642.5
SWE,3805182.5
FI1,4813.76
VNM,1612313.1
KHM,57529.22
LUX,63757.3
ARE,1582211.0
BEL,1082170.2
GEO,190827.45
MKD,106166.48
ALB,105214.96
AZE,339159.3
KOS,57658.3
TUR,4400031.5
ESP,4624075.5
LAO,113996.94
KGZ,335121.03
ARM,53411.92
DN1,10101.12
LBY,2098956.5
TUN,557102.9
ROU,920433.5
HUN,504976.72
SVK,266616.06
POL,3031076.8
IRL,517726.44
GRC,834807.8
ZMB,271138.78
SLE,42340.84
GIN,152148.14
LBR,61652.05
CAF,269183.53
SDN,838139.5
DJI,10406.18
ERI,23478.58
AUT,427175.16
IRQ,6244054.0
ITA,5629816.5
CHE,354683.47
IRN,7468521.0
LIE,1985.2
CIV,313104.84
SRB,584502.75
MLI,737185.6
SEN,145400.38
NGA,1414331.5
BEN,64928.07
AGO,477531.28
HRV,400325.62
SVN,114222.25
QAT,743787.8
SAU,9203703.0
BWA,138777.08
ZWE,142302.69
PAK,1558220.1
BGR,373308.38
THA,1686714.5
SMR,3457.61
HTI,19080.71
DOM,188898.5
TCD,532127.0
KWT,860675.06
SLV,60736.57
GTM,191780.2
TLS,8371.57
BRN,56389.1
MCO,3017.5
DZA,5418646.0
MOZ,232961.69
SWZ,31124.86
BDI,18780.08
RWA,27502.14
MMR,421304.6
BGD,301453.6
AND,7750.28
AFG,616905.7
MNE,61501.58
BIH,188452.45
UGA,146111.61
CU1,251065.77
HND,182879.08
ECU,681072.2
COL,1253735.9
PRY,515607.38
BRI,2.73
PRT,1271024.0
MDA,79002.86
TKM,1180441.4
JOR,399167.8
NPL,154907.23
LSO,17439.32
CMR,259325.9
GAB,185194.56
NER,546878.6
BFA,150677.56
TGO,46068.87
GHA,290052.2
GNB,18536.05
US1,2036.76
MEX,5408398.5
BLZ,22067.08
PAN,113682.64
VEN,5010014.5
PNG,94205.21
EGY,3828009.0
YEM,315246.72
MRT,654618.4
GNQ,33846.26
GMB,9189.95
VAT,0.0
CYN,28574.54
CNM,8496.48
KAS,3273.31
SPI,905.42
BRT,577.78
AU1,-0.37
FJI,6611.38
NZ1,48.88
MDG,123284.23
PHL,338387.84
LKA,111001.45
BHS,34508.71
TWN,798692.4
JPN,3173300.2
ISL,1596873.1
SYC,1561.28
MHL,176.24
TTO,144618.81
GRD,1836.34
VCT,1020.94
BRB,8599.99
LCA,5603.26
DMA,1228.74
ATG,5161.53
KNA,2767.16
JAM,65607.14
MUS,16626.86
COM,227.82
STP,1986.36
CPV,6469.12
MLT,27177.33
SGP,113585.55
TON,660.23
WSM,1057.05
SLB,979.63
TUV,6.4
MDV,1429.48
NRU,435.55
FSM,544.09
VUT,19230.09
PLW,234.49
BHR,186315.55
PGA,2.88
BJN,0.0
SER,0.04
SCR,0.0
