Region Code,annual_ntl_sum
IDN,645149.7
MYS,492783.47
CHL,1088479.9
BOL,537551.6
PER,849612.4
ARG,5143746.0
GB1,3029.87
CYP,65754.98
IND,9179985.0
CH1,10450.5
IS1,161461.75
LBN,202587.05
ETH,226610.38
SDS,257267.44
SOM,87253.26
KEN,185347.62
MWI,74378.64
TZA,448723.62
SYR,452516.38
SOL,33419.86
FR1,0.28
SUR,86730.23
GUY,87982.26
KOR,1587623.6
PRK,92274.94
MAR,1135873.6
SAH,50836.98
CRI,164366.8
NIC,83517.93
COG,242490.42
COD,1032830.06
BTN,31915.44
UKR,1239051.6
BLR,528336.44
NAM,360497.2
ZAF,2522253.0
NL1,3311.37
OMN,1138628.5
UZB,995004.94
KA1,8831.3
TJK,226440.81
LTU,195479.84
BRA,10524209.0
URY,323725.7
MNG,1160431.6
CZE,377772.56
DEU,1589261.8
EST,181657.52
LVA,186467.7
SWE,1302684.1
FI1,2279.38
VNM,1009519.4
KHM,18325.46
LUX,38703.7
ARE,1499823.0
BEL,732015.06
GEO,142760.97
MKD,76548.93
ALB,85701.16
AZE,287629.4
KOS,42301.34
TUR,3196087.2
ESP,3501218.5
LAO,72943.96
KGZ,287330.44
ARM,62283.32
DN1,2990.69
LBY,2422112.2
TUN,459474.1
ROU,720911.25
HUN,359531.53
SVK,173626.12
POL,1590238.5
IRL,144289.55
GRC,673830.2
ZMB,400267.97
SLE,34112.0
GIN,138840.62
LBR,45458.86
CAF,175599.81
SDN,538540.4
DJI,6087.94
ERI,9448.15
AUT,285285.72
IRQ,5061319.0
ITA,3743789.8
CHE,214680.62
IRN,6682166.0
LIE,1124.05
CIV,236865.7
SRB,402190.47
MLI,590756.75
SEN,116054.87
NGA,1138051.1
BEN,54539.86
AGO,734702.9
HRV,274673.2
SVN,76823.69
QAT,658045.8
SAU,7681468.0
BWA,301958.9
ZWE,209116.19
PAK,1648333.2
BGR,291530.6
THA,1069510.6
SMR,2362.78
HTI,19350.75
DOM,171867.62
TCD,351636.8
KWT,821884.25
SLV,55741.81
GTM,173011.27
TLS,9464.9
BRN,37300.5
MCO,1993.17
DZA,4624342.0
MOZ,392233.8
SWZ,35900.39
BDI,17610.76
RWA,20265.04
MMR,327541.47
BGD,220691.84
AND,6148.75
AFG,655383.9
MNE,41939.96
BIH,127552.85
UGA,86904.06
CU1,219035.92
HND,167094.61
ECU,590333.3
COL,1338601.2
PRY,509590.44
BRI,2.78
PRT,896071.5
MDA,58229.72
TKM,1083487.4
JOR,355887.8
NPL,136862.5
LSO,26169.31
CMR,167932.6
GAB,191894.73
NER,445618.47
BFA,111018.77
TGO,33734.48
GHA,259596.62
GNB,9767.7
US1,2091.35
MEX,5495320.5
BLZ,21015.84
PAN,107443.03
VEN,4881036.0
PNG,79858.56
EGY,3994941.0
YEM,507385.75
MRT,571024.3
GNQ,28216.41
GMB,8346.17
VAT,0.0
CYN,23633.81
CNM,7342.6
KAS,2695.19
SPI,839.91
BRT,499.64
AU1,0.04
FJI,9215.78
NZ1,71.41
MDG,282956.56
PHL,253297.36
LKA,91114.66
BHS,36403.07
TWN,731449.1
JPN,2972339.0
ISL,227432.42
SYC,1466.83
MHL,149.16
TTO,146326.98
GRD,2049.14
VCT,1073.97
BRB,8792.12
LCA,5743.63
DMA,1189.35
ATG,4755.28
KNA,2481.71
JAM,65587.85
MUS,17423.64
COM,614.76
STP,1450.1
CPV,5793.05
MLT,23190.54
SGP,47852.34
TON,657.47
WSM,1094.89
SLB,1480.55
TUV,7.72
MDV,1148.85
NRU,250.45
FSM,380.53
VUT,13441.98
PLW,132.54
BHR,182632.95
PGA,-1.18
BJN,0.0
SER,0.04
SCR,0.0
