Region Code,annual_ntl_sum
IDN,2962008.2
MYS,1549549.1
CHL,1924476.4
BOL,1320993.4
PER,1570533.5
ARG,7801182.5
GB1,23706.42
CYP,84801.48
IND,14397935.0
CH1,13116.27
IS1,193561.84
LBN,263783.5
ETH,1240161.0
SDS,852407.6
SOM,516381.25
KEN,744429.4
MWI,129185.33
TZA,1001548.2
SYR,734484.4
SOL,170088.23
FR1,4.49
SUR,165251.03
GUY,224883.12
KOR,2205736.0
PRK,188043.27
MAR,1857599.6
SAH,116767.76
CRI,207686.4
NIC,191327.22
COG,398587.56
COD,2225814.0
BTN,60463.78
UKR,2613808.8
BLR,1112760.4
NAM,846751.1
ZAF,3333220.8
NL1,5032.62
OMN,1641292.0
UZB,1372585.2
KA1,18888.36
TJK,368619.28
LTU,391322.2
BRA,15931318.0
URY,471150.97
MNG,3193014.8
CZE,930822.75
DEU,4037289.5
EST,372946.1
LVA,370991.1
SWE,4075388.2
FI1,5059.54
VNM,1854275.5
KHM,195031.31
LUX,67906.84
ARE,1589125.2
BEL,1087068.8
GEO,273567.2
MKD,131169.36
ALB,131675.39
AZE,398228.8
KOS,76036.19
TUR,6082270.5
ESP,5016066.0
LAO,251885.36
KGZ,530994.44
ARM,95844.34
DN1,7608.62
LBY,3563053.8
TUN,761372.8
ROU,1229947.5
HUN,649580.5
SVK,356654.9
POL,3769899.2
IRL,563961.1
GRC,1039592.2
ZMB,697716.2
SLE,100942.95
GIN,395931.4
LBR,113627.23
CAF,762401.5
SDN,2140027.8
DJI,27014.38
ERI,113249.95
AUT,566849.75
IRQ,7381670.0
ITA,6112388.5
CHE,402558.25
IRN,11156115.0
LIE,2292.41
CIV,557055.9
SRB,707939.1
MLI,1562130.5
SEN,296351.47
NGA,2075699.0
BEN,168013.95
AGO,1335986.5
HRV,488391.8
SVN,141053.72
QAT,850975.8
SAU,11451558.0
BWA,595676.6
ZWE,388783.12
PAK,2524083.2
BGR,538029.2
THA,2269201.2
SMR,3665.91
HTI,38788.32
DOM,239636.78
TCD,1417553.6
KWT,869609.8
SLV,80828.98
GTM,281215.6
TLS,16105.03
BRN,45365.22
MCO,3224.22
DZA,7179612.0
MOZ,854207.25
SWZ,48927.46
BDI,27811.68
RWA,42661.82
MMR,921271.7
BGD,429210.6
AND,8485.41
AFG,1220157.0
MNE,73832.61
BIH,259947.2
UGA,305122.6
CU1,315508.38
HND,262462.84
ECU,847443.25
COL,2072034.9
PRY,846042.4
BRI,5.23
PRT,1353532.6
MDA,111208.95
TKM,1701747.2
JOR,579014.7
NPL,262346.44
LSO,42736.37
CMR,590078.4
GAB,326940.62
NER,1314970.2
BFA,348649.97
TGO,97358.91
GHA,563618.44
GNB,41191.26
US1,3626.01
MEX,7131054.5
BLZ,35847.68
PAN,185320.4
VEN,4307114.0
PNG,315881.84
EGY,4827354.5
YEM,593529.7
MRT,1320738.8
GNQ,48797.3
GMB,16913.9
VAT,0.0
CYN,32064.55
CNM,9251.67
KAS,4967.06
SPI,3101.22
BRT,2088.43
AU1,1.59
FJI,21711.56
NZ1,201.67
MDG,582763.44
PHL,574798.6
LKA,163864.08
BHS,39687.61
TWN,885341.44
JPN,3758224.8
ISL,1296611.2
SYC,1694.87
MHL,271.58
TTO,140297.69
GRD,1975.02
VCT,1309.95
BRB,9209.1
LCA,6038.87
DMA,1504.0
ATG,5284.97
KNA,3086.2
JAM,75287.26
MUS,19797.48
COM,1644.22
STP,2817.04
CPV,10138.79
MLT,27697.46
SGP,112359.57
TON,1215.91
WSM,3000.02
SLB,18074.3
TUV,21.48
MDV,1942.92
NRU,458.93
FSM,988.13
VUT,28068.52
PLW,812.78
BHR,197922.19
PGA,15.23
BJN,0.0
SER,0.31
SCR,0.0
