Region Code,annual_ntl_sum
IDN,2350202.2
MYS,1070048.5
CHL,768946.6
BOL,211726.95
PER,531636.5
ARG,2828639.2
GB1,3885.13
CYP,94844.11
IND,15017102.0
CH1,1969.55
IS1,178819.23
LBN,296887.53
ETH,57432.88
SDS,2114.13
SOM,4719.68
KEN,100570.62
MWI,42425.96
TZA,81179.84
SYR,1120536.2
SOL,3228.23
FR1,0.0
SUR,28537.24
GUY,20405.45
KOR,2827282.2
PRK,54003.46
MAR,611333.2
SAH,527.8
CRI,252783.44
NIC,101584.54
COG,31712.34
COD,79033.69
BTN,6935.59
UKR,3560493.5
BLR,1010154.06
NAM,70858.1
ZAF,2398933.2
NL1,8213.84
OMN,635120.5
UZB,1323806.8
KA1,10260.31
TJK,177812.9
LTU,299174.78
BRA,7425791.5
URY,226697.19
MNG,71713.66
CZE,2121716.8
DEU,9149713.0
EST,295469.94
LVA,226958.81
SWE,2973269.8
FI1,7580.22
VNM,754498.75
KHM,18999.78
LUX,110656.5
ARE,806403.94
BEL,1760637.9
GEO,52231.97
MKD,168077.95
ALB,81426.6
AZE,223512.06
KOS,86064.02
TUR,2499943.0
ESP,6032468.0
LAO,25248.31
KGZ,210825.84
ARM,52860.98
DN1,6847.05
LBY,1015096.94
TUN,673511.06
ROU,1650144.4
HUN,1301475.9
SVK,916290.6
POL,5693501.0
IRL,989269.8
GRC,1214984.5
ZMB,100967.81
SLE,2055.6
GIN,17357.75
LBR,3114.26
CAF,5198.34
SDN,208863.62
DJI,3609.46
ERI,11145.97
AUT,1352724.4
IRQ,1274875.9
ITA,7825447.5
CHE,902117.25
IRN,5480552.5
LIE,5531.04
CIV,207602.7
SRB,715371.06
MLI,32087.55
SEN,49521.72
NGA,1377679.9
BEN,25802.02
AGO,76286.42
HRV,637843.3
SVN,316885.4
QAT,185536.1
SAU,3339640.8
BWA,61584.68
ZWE,156215.34
PAK,3503409.0
BGR,756853.5
THA,1791296.4
SMR,3718.04
HTI,17218.07
DOM,236794.1
TCD,9486.0
KWT,336339.38
SLV,158491.69
GTM,267250.3
TLS,3715.06
BRN,44323.7
MCO,1767.87
DZA,1716958.5
MOZ,53578.6
SWZ,38800.28
BDI,4514.4
RWA,8047.16
MMR,134941.83
BGD,448698.56
AND,17641.21
AFG,23153.22
MNE,45948.62
BIH,366707.47
UGA,36986.17
CU1,257805.81
HND,169023.38
ECU,565304.44
COL,1418028.1
PRY,220282.9
BRI,0.0
PRT,1424519.0
MDA,168219.69
TKM,479677.47
JOR,286731.3
NPL,88653.68
LSO,14032.52
CMR,54973.8
GAB,110300.29
NER,26723.67
BFA,29933.34
TGO,19876.87
GHA,171016.86
GNB,958.89
US1,7440.06
MEX,6061518.5
BLZ,24965.79
PAN,121838.2
VEN,2001137.0
PNG,52153.29
EGY,2533988.2
YEM,298143.34
MRT,19134.33
GNQ,8083.63
GMB,4347.41
VAT,0.0
CYN,35022.87
CNM,9767.99
KAS,93.21
SPI,0.0
BRT,0.0
AU1,0.0
FJI,19814.06
NZ1,141.69
MDG,24203.0
PHL,517415.38
LKA,334674.97
BHS,32054.92
TWN,803401.75
JPN,8312332.0
ISL,0.0
SYC,3434.54
MHL,389.81
TTO,86270.96
GRD,3486.72
VCT,3420.08
BRB,16469.91
LCA,8819.85
DMA,2698.31
ATG,6758.14
KNA,4133.17
JAM,140820.73
MUS,37778.23
COM,1749.2
STP,2132.47
CPV,9522.11
MLT,22678.77
SGP,37379.28
TON,1979.54
WSM,3376.24
SLB,848.99
TUV,21.58
MDV,1192.63
NRU,317.72
FSM,2105.09
VUT,3413.1
PLW,1155.14
BHR,37508.71
PGA,0.0
BJN,0.0
SER,0.0
SCR,0.0
