Region Code,annual_ntl_sum
IDN,1335862.4
MYS,1126525.6
CHL,1350989.6
BOL,400901.6
PER,550756.94
ARG,5183409.5
GB1,14108.7
CYP,74122.61
IND,10014054.0
CH1,11053.93
IS1,170325.5
LBN,201669.3
ETH,141775.66
SDS,284906.44
SOM,50318.32
KEN,155905.8
MWI,37352.74
TZA,211132.84
SYR,408339.1
SOL,13659.94
FR1,-0.68
SUR,51679.24
GUY,50703.32
KOR,1803139.6
PRK,73689.18
MAR,1184103.5
SAH,39227.48
CRI,164382.5
NIC,74185.1
COG,110375.59
COD,418571.72
BTN,25925.04
UKR,2269122.2
BLR,883445.8
NAM,123889.98
ZAF,2227913.5
NL1,3587.46
OMN,1197592.8
UZB,1147818.2
KA1,15127.49
TJK,250339.81
LTU,292302.53
BRA,9406369.0
URY,295019.22
MNG,2214285.5
CZE,741977.94
DEU,3479157.5
EST,295003.1
LVA,239310.05
SWE,3326462.8
FI1,4319.53
VNM,1224742.0
KHM,65577.39
LUX,61551.5
ARE,1561408.8
BEL,1069108.5
GEO,208080.19
MKD,113054.03
ALB,120343.88
AZE,358021.3
KOS,60568.46
TUR,4283738.5
ESP,4753989.5
LAO,105487.13
KGZ,391953.72
ARM,66102.22
DN1,7286.6
LBY,1916442.8
TUN,567344.0
ROU,1124759.8
HUN,581499.94
SVK,301790.94
POL,3381606.5
IRL,541984.3
GRC,880531.7
ZMB,92622.05
SLE,45006.2
GIN,146638.83
LBR,39145.01
CAF,88696.27
SDN,305385.94
DJI,5163.87
ERI,-6793.81
AUT,465470.75
IRQ,5467661.0
ITA,5700955.5
CHE,355952.53
IRN,7469038.5
LIE,1893.77
CIV,233149.06
SRB,618810.4
MLI,422506.2
SEN,105653.59
NGA,1045275.8
BEN,49576.7
AGO,338230.12
HRV,447153.28
SVN,129657.98
QAT,705249.25
SAU,8012075.5
BWA,50421.0
ZWE,84338.93
PAK,1542887.6
BGR,428075.4
THA,1327103.8
SMR,3685.8
HTI,15443.31
DOM,171380.98
TCD,154866.97
KWT,891608.06
SLV,54123.9
GTM,162562.69
TLS,6735.13
BRN,57090.12
MCO,3105.34
DZA,5080478.0
MOZ,201530.78
SWZ,32997.54
BDI,9368.6
RWA,17193.72
MMR,362574.9
BGD,251833.88
AND,8200.89
AFG,685039.44
MNE,61269.88
BIH,200650.95
UGA,64200.19
CU1,215827.69
HND,156371.89
ECU,573779.6
COL,1140542.6
PRY,450745.97
BRI,2.55
PRT,1247601.6
MDA,108239.28
TKM,1416518.8
JOR,387009.1
NPL,123203.26
LSO,17224.91
CMR,97274.47
GAB,100248.93
NER,267249.78
BFA,94807.91
TGO,34088.32
GHA,258204.9
GNB,8713.86
US1,2288.41
MEX,5363014.5
BLZ,17606.59
PAN,105427.28
VEN,5491362.0
PNG,-340.79
EGY,3702480.0
YEM,439986.47
MRT,415455.62
GNQ,19880.67
GMB,7002.96
VAT,0.0
CYN,28883.58
CNM,8655.52
KAS,3218.93
SPI,1835.23
BRT,121.76
AU1,-0.63
FJI,5321.45
NZ1,68.26
MDG,70499.84
PHL,278802.16
LKA,96737.48
BHS,34059.24
TWN,757209.6
JPN,3336697.2
ISL,1598678.9
SYC,1271.03
MHL,126.89
TTO,143969.6
GRD,1841.83
VCT,952.09
BRB,8741.49
LCA,5491.78
DMA,1095.23
ATG,5063.57
KNA,2655.19
JAM,62726.2
MUS,16506.36
COM,233.05
STP,1136.82
CPV,19848.91
MLT,27767.02
SGP,115475.07
TON,722.32
WSM,753.92
SLB,-5825.06
TUV,-0.38
MDV,1263.09
NRU,394.78
FSM,320.26
VUT,16593.67
PLW,167.04
BHR,180006.28
PGA,-0.19
BJN,0.0
SER,-0.01
SCR,0.0
