Region Code,annual_ntl_sum
IDN,2343522.0
MYS,1367822.5
CHL,1058608.25
BOL,792012.75
PER,1335055.625
ARG,4323151.0
GB1,6128.72021484375
CYP,66097.9609375
IND,10976687.0
CH1,11022.0703125
IS1,158287.21875
LBN,175859.921875
ETH,1125142.0
SDS,630813.875
SOM,630764.5625
KEN,763034.5
MWI,89532.15625
TZA,595271.5625
SYR,496195.53125
SOL,167891.4375
FR1,4.869999885559082
SUR,307014.40625
GUY,324094.9375
KOR,1907737.625
PRK,105065.15625
MAR,1069132.5
SAH,54226.4609375
CRI,198907.3125
NIC,137662.15625
COG,556443.0625
COD,1459172.5
BTN,32768.421875
UKR,2291877.25
BLR,1160057.5
NAM,383434.6875
ZAF,2403222.5
NL1,3059.300048828125
OMN,1183646.75
UZB,1264078.25
KA1,14157.51953125
TJK,340873.625
LTU,343565.5625
BRA,13245496.0
URY,258306.234375
MNG,2479249.25
CZE,745871.9375
DEU,3977228.25
EST,543081.9375
LVA,327839.59375
SWE,2392348.75
FI1,8171.97998046875
VNM,1484591.625
KHM,203940.6875
LUX,81437.421875
ARE,1483524.0
BEL,1364106.5
GEO,221518.6875
MKD,104230.65625
ALB,113825.7265625
AZE,347923.625
KOS,53117.8203125
TUR,4071055.75
ESP,4531860.5
LAO,142896.21875
KGZ,431032.1875
ARM,74051.4296875
DN1,645.1199951171875
LBY,2533387.25
TUN,510364.375
ROU,1030503.0625
HUN,594891.3125
SVK,287751.0625
POL,4561096.5
IRL,364727.28125
GRC,887678.375
ZMB,509426.90625
SLE,74732.671875
GIN,282728.03125
LBR,124587.40625
CAF,427831.90625
SDN,1013417.0625
DJI,21156.23046875
ERI,50905.3203125
AUT,427649.25
IRQ,5336793.5
ITA,5174317.0
CHE,341648.59375
IRN,6926839.5
LIE,2081.7900390625
CIV,420820.90625
SRB,584625.5
MLI,897371.25
SEN,220533.234375
NGA,1329570.625
BEN,96995.046875
AGO,712527.0625
HRV,435526.375
SVN,125112.0625
QAT,655458.875
SAU,7730372.5
BWA,303310.96875
ZWE,248265.71875
PAK,1856422.75
BGR,388176.59375
THA,1773059.5
SMR,3423.820068359375
HTI,24547.5
DOM,184186.546875
TCD,765366.9375
KWT,764533.375
SLV,75680.8984375
GTM,225571.265625
TLS,12402.169921875
BRN,54159.890625
MCO,3316.68994140625
DZA,4748007.5
MOZ,472164.25
SWZ,31477.439453125
BDI,14697.849609375
RWA,36454.5390625
MMR,768553.8125
BGD,301123.5
AND,8304.2900390625
AFG,868278.375
MNE,58326.80078125
BIH,210190.59375
UGA,259078.40625
CU1,262453.96875
HND,206602.71875
ECU,640857.75
COL,1963882.125
PRY,440693.375
BRI,1.2100000381469727
PRT,1147285.75
MDA,86322.1171875
TKM,1431020.0
JOR,342836.1875
NPL,145499.28125
LSO,25900.75
CMR,443457.46875
GAB,459372.625
NER,615763.625
BFA,190320.546875
TGO,50680.05859375
GHA,331773.625
GNB,28589.859375
US1,2214.260009765625
MEX,6251086.5
BLZ,23520.259765625
PAN,158654.09375
VEN,5560920.5
PNG,77450.921875
EGY,3936513.25
YEM,727095.1875
MRT,739270.75
GNQ,56212.87890625
GMB,14903.900390625
VAT,
CYN,26950.1796875
CNM,8346.849609375
KAS,2922.969970703125
SPI,1332.010009765625
BRT,574.1900024414062
AU1,0.8600000143051147
FJI,11933.8701171875
NZ1,77.69000244140625
MDG,327788.9375
PHL,428630.46875
LKA,122325.4375
BHS,40661.05859375
TWN,742080.3125
JPN,3400128.75
ISL,7960.419921875
SYC,1755.3800048828125
MHL,184.92999267578125
TTO,155555.140625
GRD,2378.60009765625
VCT,1280.52001953125
BRB,9534.83984375
LCA,6451.580078125
DMA,1484.9200439453125
ATG,5165.39990234375
KNA,2729.860107421875
JAM,67689.7109375
MUS,17140.3203125
COM,1036.0400390625
STP,2467.14990234375
CPV,7486.31005859375
MLT,27138.0
SGP,112348.65625
TON,628.6699829101562
WSM,1449.5400390625
SLB,2910.360107421875
TUV,6.349999904632568
MDV,1055.949951171875
NRU,192.1199951171875
FSM,652.6400146484375
VUT,5841.68017578125
PLW,340.3800048828125
BHR,177095.40625
PGA,5.840000152587891
BJN,
SER,0.17000000178813934
SCR,0.0
