Region Code,annual_ntl_sum
IDN,2342764.5
MYS,940780.8
CHL,646411.44
BOL,214489.3
PER,489586.88
ARG,2580184.2
GB1,2643.38
CYP,86445.88
IND,13401492.0
CH1,2012.27
IS1,185978.23
LBN,270686.5
ETH,45569.64
SDS,1178.55
SOM,2582.38
KEN,103027.21
MWI,38937.57
TZA,74765.2
SYR,1100470.9
SOL,1411.84
FR1,0.0
SUR,23724.98
GUY,19199.31
KOR,2617160.0
PRK,42135.01
MAR,500744.44
SAH,313.41
CRI,220265.1
NIC,72004.25
COG,18464.04
COD,73206.78
BTN,3628.86
UKR,3752295.0
BLR,1040215.7
NAM,61087.03
ZAF,2238586.5
NL1,7255.84
OMN,554002.1
UZB,1323856.0
KA1,7695.18
TJK,158030.02
LTU,299626.06
BRA,7799550.5
URY,213612.16
MNG,51258.99
CZE,1739849.6
DEU,8763233.0
EST,384285.44
LVA,254282.6
SWE,5441943.5
FI1,14104.47
VNM,440792.4
KHM,13253.62
LUX,111009.62
ARE,696880.94
BEL,1812222.9
GEO,57919.44
MKD,133462.28
ALB,74440.04
AZE,289087.03
KOS,82177.94
TUR,2545194.5
ESP,5641050.0
LAO,21187.14
KGZ,241756.38
ARM,57177.4
DN1,12006.77
LBY,1031321.6
TUN,510643.9
ROU,1229266.9
HUN,1153687.9
SVK,846395.94
POL,4057366.0
IRL,921549.2
GRC,1115378.9
ZMB,111149.16
SLE,2316.7
GIN,14330.18
LBR,1307.76
CAF,6107.84
SDN,168190.58
DJI,3684.96
ERI,9970.65
AUT,1009036.0
IRQ,1112633.5
ITA,7549830.0
CHE,793474.9
IRN,5051814.0
LIE,4866.94
CIV,158505.62
SRB,687174.06
MLI,26568.08
SEN,42104.49
NGA,1521627.2
BEN,24869.81
AGO,70153.84
HRV,565317.2
SVN,301329.6
QAT,206326.23
SAU,3327862.0
BWA,49080.21
ZWE,170528.84
PAK,2956731.8
BGR,477081.53
THA,1773760.1
SMR,4267.6
HTI,15955.94
DOM,203427.14
TCD,6834.14
KWT,410410.4
SLV,117270.8
GTM,171833.92
TLS,4849.47
BRN,52996.59
MCO,1715.49
DZA,1869299.6
MOZ,41987.76
SWZ,29011.22
BDI,4133.66
RWA,6538.81
MMR,153231.42
BGD,347399.62
AND,15132.74
AFG,23825.22
MNE,40136.21
BIH,235550.6
UGA,32579.3
CU1,231506.1
HND,124036.35
ECU,543613.3
COL,1346324.1
PRY,212563.5
BRI,0.0
PRT,1234410.0
MDA,220343.69
TKM,344817.75
JOR,285649.66
NPL,57271.99
LSO,11216.64
CMR,48136.18
GAB,76430.8
NER,23330.63
BFA,24180.73
TGO,19875.46
GHA,178671.05
GNB,2248.83
US1,7910.3
MEX,5234218.5
BLZ,17443.0
PAN,98355.77
VEN,1703987.2
PNG,44227.38
EGY,2313158.8
YEM,230100.9
MRT,19619.82
GNQ,9636.79
GMB,4511.95
VAT,0.0
CYN,33479.24
CNM,9190.54
KAS,0.0
SPI,0.0
BRT,0.0
AU1,0.0
FJI,17202.9
NZ1,78.49
MDG,21135.24
PHL,570582.5
LKA,228954.45
BHS,30603.52
TWN,793298.5
JPN,7872471.0
ISL,116563.95
SYC,3003.87
MHL,284.06
TTO,81425.44
GRD,2590.79
VCT,2837.18
BRB,14707.47
LCA,7592.27
DMA,2453.84
ATG,6400.22
KNA,4171.24
JAM,132667.25
MUS,33422.36
COM,855.2
STP,1628.27
CPV,6699.03
MLT,23868.88
SGP,37411.53
TON,1866.51
WSM,2337.76
SLB,1505.94
TUV,0.0
MDV,1007.18
NRU,375.89
FSM,1893.19
VUT,4676.77
PLW,882.13
BHR,39657.67
PGA,0.0
BJN,0.0
SER,0.0
SCR,0.0
