Region Code,annual_ntl_sum
IDN,3480429.0
MYS,1682351.6
CHL,1797918.1
BOL,1096809.2
PER,1550799.6
ARG,7324522.0
GB1,22318.36
CYP,82840.34
IND,14342193.0
CH1,10221.39
IS1,220193.72
LBN,272257.8
ETH,853552.2
SDS,583858.44
SOM,384546.53
KEN,622118.94
MWI,117137.13
TZA,840188.4
SYR,591540.0
SOL,127826.39
FR1,3.56
SUR,150810.31
GUY,191616.84
KOR,2311242.5
PRK,183697.1
MAR,1761129.6
SAH,85688.64
CRI,202542.9
NIC,168211.81
COG,407563.88
COD,1801066.2
BTN,51266.93
UKR,2562935.0
BLR,1075816.9
NAM,633182.4
ZAF,3009360.2
NL1,5351.28
OMN,1553299.2
UZB,1285525.1
KA1,16671.77
TJK,339567.47
LTU,445083.62
BRA,15324571.0
URY,435909.2
MNG,2988797.8
CZE,893949.4
DEU,3913936.8
EST,480804.2
LVA,436621.7
SWE,3794496.8
FI1,6999.3
VNM,2454245.0
KHM,161107.94
LUX,66422.4
ARE,1711321.8
BEL,1109732.5
GEO,276899.78
MKD,132913.94
ALB,144287.53
AZE,402574.0
KOS,88824.85
TUR,6579009.5
ESP,4988780.5
LAO,203074.92
KGZ,532184.7
ARM,95373.48
DN1,8596.75
LBY,3197958.5
TUN,778980.8
ROU,1288746.6
HUN,671621.8
SVK,352237.53
POL,3715052.2
IRL,562228.94
GRC,1068363.8
ZMB,652823.8
SLE,64955.1
GIN,266647.6
LBR,77548.2
CAF,546674.2
SDN,1475572.5
DJI,22124.76
ERI,72684.44
AUT,567605.9
IRQ,7404678.0
ITA,6077398.0
CHE,379817.84
IRN,9380248.0
LIE,2057.2
CIV,447507.56
SRB,772645.06
MLI,1101397.5
SEN,243339.88
NGA,1676043.4
BEN,116169.6
AGO,1149060.4
HRV,470350.38
SVN,134934.22
QAT,977975.1
SAU,11189553.0
BWA,468918.38
ZWE,347029.38
PAK,2278876.5
BGR,513012.9
THA,2093882.2
SMR,3499.5
HTI,30559.03
DOM,278379.0
TCD,912459.2
KWT,897147.6
SLV,75023.32
GTM,254453.92
TLS,17200.33
BRN,49378.56
MCO,2968.35
DZA,6504825.0
MOZ,699616.4
SWZ,40220.11
BDI,23607.06
RWA,38452.46
MMR,719331.06
BGD,430589.53
AND,8437.89
AFG,1014819.94
MNE,76143.78
BIH,268298.53
UGA,234879.6
CU1,293921.88
HND,241724.16
ECU,883935.1
COL,1844818.5
PRY,713691.7
BRI,4.74
PRT,1303266.8
MDA,126210.96
TKM,1487043.9
JOR,651848.5
NPL,230203.22
LSO,38280.18
CMR,363973.62
GAB,313135.4
NER,928408.8
BFA,238667.19
TGO,77434.52
GHA,556389.94
GNB,28050.76
US1,3585.41
MEX,6920188.0
BLZ,33867.44
PAN,179634.19
VEN,4882384.5
PNG,263028.3
EGY,4608045.5
YEM,548042.75
MRT,967620.25
GNQ,41088.19
GMB,13724.71
VAT,0.0
CYN,30022.86
CNM,9186.51
KAS,4329.24
SPI,2818.09
BRT,1494.31
AU1,1.54
FJI,17529.62
NZ1,161.94
MDG,480100.84
PHL,543994.8
LKA,159612.36
BHS,35110.86
TWN,867616.06
JPN,3679762.2
ISL,580767.75
SYC,1602.38
MHL,252.14
TTO,148688.5
GRD,1857.29
VCT,1281.89
BRB,9580.13
LCA,5879.84
DMA,1438.28
ATG,4715.46
KNA,3237.75
JAM,77483.5
MUS,20648.42
COM,1557.49
STP,2265.53
CPV,10163.19
MLT,27646.27
SGP,125827.73
TON,1160.14
WSM,2627.17
SLB,13246.19
TUV,22.68
MDV,2220.21
NRU,361.67
FSM,915.68
VUT,8014.75
PLW,646.69
BHR,225420.14
PGA,12.38
BJN,0.0
SER,0.26
SCR,0.0
