Region Code,annual_ntl_sum
IDN,2908334.5
MYS,1447543.9
CHL,973519.44
BOL,325309.78
PER,790622.5
ARG,3661435.5
GB1,2431.62
CYP,107044.16
IND,18660670.0
CH1,2306.38
IS1,213929.45
LBN,227754.45
ETH,114691.45
SDS,23164.86
SOM,5968.89
KEN,158649.0
MWI,52778.06
TZA,105979.85
SYR,1190352.0
SOL,6158.97
FR1,0.0
SUR,45153.36
GUY,22579.32
KOR,2732577.0
PRK,46765.69
MAR,1005044.94
SAH,642.57
CRI,280709.7
NIC,105154.73
COG,90023.03
COD,109806.16
BTN,16449.64
UKR,3572370.5
BLR,1642950.9
NAM,86387.43
ZAF,2718421.0
NL1,6844.23
OMN,995588.75
UZB,1116999.9
KA1,9482.57
TJK,129226.95
LTU,615525.94
BRA,10719959.0
URY,261802.95
MNG,141428.2
CZE,1621794.2
DEU,8363006.5
EST,390439.72
LVA,334402.3
SWE,4421881.0
FI1,12299.41
VNM,1243373.2
KHM,79386.22
LUX,95687.7
ARE,1081505.5
BEL,1501139.5
GEO,202070.92
MKD,153638.2
ALB,143200.78
AZE,363535.56
KOS,104104.34
TUR,4367829.5
ESP,6446086.5
LAO,70920.22
KGZ,243044.72
ARM,128247.68
DN1,18309.95
LBY,1148439.8
TUN,725407.6
ROU,2097807.2
HUN,935289.8
SVK,611706.06
POL,6619568.0
IRL,929085.6
GRC,1286907.5
ZMB,138936.84
SLE,6540.75
GIN,20870.81
LBR,10977.25
CAF,5724.18
SDN,407130.75
DJI,7775.41
ERI,14129.38
AUT,1217707.6
IRQ,1857218.1
ITA,8148958.5
CHE,899095.44
IRN,7025641.5
LIE,6812.44
CIV,222997.34
SRB,931394.2
MLI,57516.65
SEN,73932.17
NGA,1303597.8
BEN,45006.53
AGO,236810.05
HRV,725128.3
SVN,288887.5
QAT,304127.94
SAU,5611862.0
BWA,87276.51
ZWE,134332.67
PAK,3095449.5
BGR,772554.8
THA,2913521.0
SMR,4231.18
HTI,39223.12
DOM,266834.78
TCD,30302.64
KWT,382287.38
SLV,146291.38
GTM,325019.78
TLS,6009.14
BRN,56508.94
MCO,1573.4
DZA,2488768.5
MOZ,127365.56
SWZ,50451.96
BDI,7542.04
RWA,16732.01
MMR,408088.8
BGD,498198.88
AND,14549.7
AFG,160459.97
MNE,77484.34
BIH,381399.7
UGA,46168.64
CU1,427327.2
HND,257996.12
ECU,803301.4
COL,1505934.1
PRY,294040.84
BRI,0.0
PRT,1767350.1
MDA,179529.1
TKM,634461.4
JOR,460629.8
NPL,71492.78
LSO,22197.48
CMR,63937.38
GAB,91964.27
NER,42256.16
BFA,49266.01
TGO,27340.69
GHA,232687.94
GNB,1860.32
US1,5120.16
MEX,6895175.5
BLZ,37858.93
PAN,157223.16
VEN,2097614.0
PNG,45163.9
EGY,3324442.2
YEM,526972.94
MRT,27474.58
GNQ,21015.09
GMB,10655.65
VAT,0.0
CYN,48265.4
CNM,9899.77
KAS,0.0
SPI,0.0
BRT,0.0
AU1,0.0
FJI,12713.1
NZ1,83.62
MDG,26237.32
PHL,620589.7
LKA,409233.47
BHS,35688.38
TWN,836077.4
JPN,7110615.5
ISL,273003.62
SYC,3502.89
MHL,196.65
TTO,145630.58
GRD,4870.03
VCT,2967.71
BRB,15436.6
LCA,11095.75
DMA,3768.67
ATG,9314.48
KNA,4852.72
JAM,129426.45
MUS,37297.86
COM,1860.09
STP,2178.48
CPV,14308.68
MLT,21491.06
SGP,37108.6
TON,2464.11
WSM,3570.5
SLB,1912.88
TUV,56.92
MDV,1312.29
NRU,329.12
FSM,2007.91
VUT,5848.62
PLW,357.86
BHR,46680.84
PGA,0.0
BJN,0.0
SER,0.0
SCR,0.0
