Region Code,annual_ntl_sum
IDN,2478062.5
MYS,1147970.4
CHL,825471.6
BOL,214776.02
PER,570624.5
ARG,2854033.5
GB1,1985.67
CYP,99409.61
IND,14332023.0
CH1,2036.82
IS1,189402.94
LBN,340320.9
ETH,63556.6
SDS,4502.38
SOM,3842.02
KEN,98106.27
MWI,50740.54
TZA,83890.58
SYR,1160949.6
SOL,4037.0
FR1,0.0
SUR,30169.29
GUY,18062.38
KOR,2695296.0
PRK,49102.14
MAR,666418.7
SAH,430.97
CRI,239316.81
NIC,84727.09
COG,40055.82
COD,81134.82
BTN,8471.9
UKR,3217136.8
BLR,684338.75
NAM,73931.31
ZAF,2381176.0
NL1,7591.34
OMN,772873.44
UZB,1381378.5
KA1,10939.57
TJK,180551.73
LTU,363424.75
BRA,7913004.0
URY,196764.55
MNG,71854.42
CZE,1773622.1
DEU,8570777.0
EST,303953.1
LVA,234759.23
SWE,4622748.0
FI1,15724.23
VNM,878855.75
KHM,20409.51
LUX,112394.52
ARE,929299.2
BEL,1611497.9
GEO,85954.18
MKD,166966.62
ALB,116506.61
AZE,366213.38
KOS,90047.99
TUR,2830131.0
ESP,6093127.5
LAO,26454.29
KGZ,202521.28
ARM,68454.96
DN1,11393.17
LBY,1231777.8
TUN,603005.5
ROU,1577528.5
HUN,1379894.2
SVK,737512.56
POL,5459443.0
IRL,1022059.06
GRC,1366540.1
ZMB,119334.38
SLE,3689.29
GIN,16129.18
LBR,1997.85
CAF,4099.2
SDN,221791.69
DJI,4863.34
ERI,12438.25
AUT,1207144.4
IRQ,1314472.0
ITA,8024913.5
CHE,1018861.06
IRN,6424385.5
LIE,6710.8
CIV,220929.1
SRB,808245.8
MLI,37415.42
SEN,50381.54
NGA,1385457.6
BEN,28574.58
AGO,83851.54
HRV,698939.25
SVN,328034.72
QAT,216140.19
SAU,3901308.2
BWA,74174.28
ZWE,158226.75
PAK,3195704.0
BGR,597758.2
THA,1831137.5
SMR,4515.38
HTI,11517.27
DOM,272426.3
TCD,10933.14
KWT,436611.7
SLV,132298.19
GTM,259107.55
TLS,4361.84
BRN,46747.35
MCO,1720.55
DZA,1851644.4
MOZ,57983.68
SWZ,35884.9
BDI,4368.09
RWA,7364.09
MMR,119521.76
BGD,453612.62
AND,15540.36
AFG,59240.1
MNE,56745.5
BIH,363309.6
UGA,43714.82
CU1,329528.16
HND,187080.31
ECU,631371.7
COL,1313394.9
PRY,200847.14
BRI,0.0
PRT,1486487.2
MDA,110844.22
TKM,592955.8
JOR,315784.94
NPL,76010.44
LSO,16400.18
CMR,48892.58
GAB,115100.4
NER,23877.79
BFA,31994.66
TGO,19590.81
GHA,206572.81
GNB,1292.98
US1,7923.22
MEX,6169351.5
BLZ,27645.11
PAN,110256.42
VEN,1812651.6
PNG,52691.7
EGY,2778529.0
YEM,366902.47
MRT,20225.39
GNQ,7746.02
GMB,3992.09
VAT,0.0
CYN,37608.1
CNM,9695.49
KAS,101.23
SPI,0.0
BRT,0.0
AU1,0.0
FJI,20326.31
NZ1,182.63
MDG,21324.92
PHL,607494.3
LKA,319959.56
BHS,34381.77
TWN,828239.06
JPN,7367238.5
ISL,210777.56
SYC,3189.47
MHL,273.1
TTO,90536.73
GRD,3852.2
VCT,2990.25
BRB,16340.89
LCA,9316.59
DMA,2754.85
ATG,7224.68
KNA,4003.9
JAM,137101.95
MUS,37975.53
COM,869.74
STP,2028.33
CPV,10633.95
MLT,22335.85
SGP,37187.17
TON,2350.24
WSM,2440.55
SLB,933.64
TUV,52.78
MDV,1350.04
NRU,287.22
FSM,2102.04
VUT,5947.77
PLW,1079.38
BHR,39641.11
PGA,0.0
BJN,0.0
SER,0.0
SCR,0.0
