Region Code,annual_ntl_sum
IDN,1980823.4
MYS,1332958.0
CHL,1486248.5
BOL,1549963.5
PER,1872413.2
ARG,6778855.5
GB1,0.0
CYP,71895.38
IND,17300012.0
CH1,13274.08
IS1,225031.4
LBN,124252.94
ETH,1518119.6
SDS,1156923.8
SOM,617514.0
KEN,947519.7
MWI,227136.5
TZA,1538286.9
SYR,679970.4
SOL,213676.06
FR1,4.1
SUR,174962.6
GUY,219794.05
KOR,2741456.0
PRK,269961.44
MAR,2326976.2
SAH,148710.86
CRI,211112.19
NIC,206428.81
COG,639031.1
COD,2929065.5
BTN,86127.82
UKR,2909763.0
BLR,1527916.4
NAM,1053891.6
ZAF,3400502.0
NL1,6013.07
OMN,1582297.0
UZB,1820420.8
KA1,26107.28
TJK,470021.8
LTU,737761.6
BRA,16901484.0
URY,595372.8
MNG,3892088.0
CZE,1031953.2
DEU,3653609.5
EST,848288.94
LVA,799545.6
SWE,6714288.0
FI1,10044.99
VNM,2941824.8
KHM,237570.92
LUX,42533.28
ARE,1966147.4
BEL,895835.8
GEO,387029.8
MKD,157962.02
ALB,188534.95
AZE,498894.2
KOS,116273.59
TUR,7464782.5
ESP,5382779.0
LAO,280979.28
KGZ,707381.8
ARM,200757.58
DN1,10558.55
LBY,4515728.0
TUN,958420.5
ROU,1477460.0
HUN,750587.25
SVK,450844.3
POL,5191882.0
IRL,469917.62
GRC,1193473.0
ZMB,1347406.2
SLE,102904.8
GIN,420463.3
LBR,123689.37
CAF,839869.2
SDN,2572753.5
DJI,32263.84
ERI,123891.63
AUT,755885.4
IRQ,7483842.0
ITA,6467623.5
CHE,436515.84
IRN,10849436.0
LIE,2370.4
CIV,692388.2
SRB,746231.25
MLI,2006703.0
SEN,404872.97
NGA,2254922.0
BEN,208777.48
AGO,1747356.4
HRV,495762.9
SVN,184514.31
QAT,1099665.0
SAU,11487916.0
BWA,813187.5
ZWE,770423.44
PAK,3139219.8
BGR,642820.2
THA,2980115.8
SMR,3848.95
HTI,39621.9
DOM,360846.7
TCD,1624284.5
KWT,836406.4
SLV,91678.85
GTM,333716.44
TLS,6482.49
BRN,4241.88
MCO,4897.16
DZA,7712503.0
MOZ,1336437.1
SWZ,43453.38
BDI,28953.0
RWA,50623.2
MMR,1048733.2
BGD,582985.6
AND,11970.72
AFG,1420388.4
MNE,95272.03
BIH,318625.12
UGA,441961.25
CU1,330792.9
HND,266949.8
ECU,720792.9
COL,1955795.0
PRY,1184252.0
BRI,6.34
PRT,1045759.06
MDA,174918.1
TKM,1784360.0
JOR,653169.44
NPL,395641.6
LSO,51303.98
CMR,631343.44
GAB,325785.34
NER,1645641.8
BFA,470235.1
TGO,118280.38
GHA,856232.4
GNB,39703.13
US1,3851.59
MEX,9426537.0
BLZ,45968.36
PAN,194741.05
VEN,4069440.8
PNG,225611.19
EGY,5080135.5
YEM,748800.4
MRT,1569566.1
GNQ,47633.5
GMB,22513.01
VAT,0.0
CYN,30114.09
CNM,8255.36
KAS,6127.27
SPI,0.0
BRT,2393.91
AU1,0.0
FJI,28990.32
NZ1,323.22
MDG,879304.2
PHL,687146.6
LKA,190715.19
BHS,44816.4
TWN,958190.25
JPN,3919014.5
ISL,1117175.8
SYC,1985.82
MHL,277.37
TTO,146700.67
GRD,1822.38
VCT,1249.76
BRB,9727.03
LCA,5897.45
DMA,1710.53
ATG,4859.91
KNA,3080.66
JAM,80730.42
MUS,25984.06
COM,2756.9
STP,2601.96
CPV,10951.67
MLT,26506.97
SGP,21161.66
TON,2080.64
WSM,4033.46
SLB,18310.87
TUV,36.92
MDV,3295.68
NRU,573.29
FSM,829.4
VUT,11380.15
PLW,690.35
BHR,212492.34
PGA,6.45
BJN,0.0
SER,0.37
SCR,0.0
