Region Code,annual_ntl_sum
IDN,2206512.8
MYS,851401.06
CHL,638362.5
BOL,216084.31
PER,528690.6
ARG,2657022.2
GB1,3050.11
CYP,84521.73
IND,14613140.0
CH1,1909.52
IS1,181467.22
LBN,233334.77
ETH,46032.4
SDS,1382.6
SOM,2638.48
KEN,104186.12
MWI,45093.38
TZA,84523.23
SYR,1134742.5
SOL,1328.82
FR1,0.0
SUR,21038.47
GUY,18632.33
KOR,2763808.8
PRK,50310.35
MAR,473861.8
SAH,566.62
CRI,235547.55
NIC,75327.98
COG,24827.42
COD,84315.59
BTN,4166.61
UKR,4876906.5
BLR,919362.4
NAM,66055.4
ZAF,2410620.0
NL1,6931.31
OMN,560224.4
UZB,1576382.8
KA1,8670.75
TJK,236118.05
LTU,406713.47
BRA,7803661.0
URY,217049.72
MNG,64486.55
CZE,1850410.2
DEU,9246440.0
EST,267993.7
LVA,250283.19
SWE,5266866.5
FI1,8935.14
VNM,338769.2
KHM,8884.18
LUX,120924.15
ARE,703509.1
BEL,1826328.5
GEO,61939.76
MKD,137313.22
ALB,67028.92
AZE,333411.38
KOS,76958.01
TUR,2600499.2
ESP,5489959.5
LAO,20416.09
KGZ,235675.55
ARM,50424.22
DN1,23806.89
LBY,1145729.1
TUN,526109.94
ROU,1326490.1
HUN,1083235.6
SVK,896984.3
POL,4488353.0
IRL,786859.6
GRC,983777.6
ZMB,110560.52
SLE,3466.55
GIN,13708.39
LBR,934.11
CAF,5947.74
SDN,182557.78
DJI,4650.96
ERI,8716.19
AUT,1075524.1
IRQ,1158155.8
ITA,7434026.0
CHE,851878.25
IRN,5129614.5
LIE,4939.15
CIV,136349.22
SRB,652678.06
MLI,24716.67
SEN,45085.82
NGA,1691828.4
BEN,21972.01
AGO,67271.4
HRV,538100.06
SVN,305910.6
QAT,197023.6
SAU,3443167.0
BWA,53014.06
ZWE,176588.94
PAK,3335673.5
BGR,697649.6
THA,1756236.0
SMR,4207.15
HTI,15852.39
DOM,206824.55
TCD,7843.75
KWT,385577.56
SLV,123477.91
GTM,170908.34
TLS,4648.18
BRN,51735.49
MCO,1696.95
DZA,1930319.6
MOZ,44533.66
SWZ,33406.45
BDI,3914.0
RWA,7373.4
MMR,159611.78
BGD,431587.1
AND,14552.64
AFG,32102.01
MNE,38180.74
BIH,194454.7
UGA,38845.7
CU1,239942.66
HND,129929.99
ECU,580012.5
COL,1367967.0
PRY,207288.81
BRI,0.0
PRT,1180585.4
MDA,316033.72
TKM,404584.03
JOR,288365.8
NPL,64241.25
LSO,14431.81
CMR,50875.35
GAB,80689.0
NER,24833.32
BFA,23703.27
TGO,21011.58
GHA,180070.64
GNB,2024.11
US1,7947.45
MEX,5687182.5
BLZ,18135.77
PAN,100918.3
VEN,1829918.5
PNG,41643.85
EGY,2284303.0
YEM,217120.42
MRT,19926.48
GNQ,10659.36
GMB,5179.88
VAT,0.0
CYN,35103.36
CNM,9399.45
KAS,0.0
SPI,0.0
BRT,0.0
AU1,0.0
FJI,19560.49
NZ1,104.55
MDG,22458.81
PHL,475753.6
LKA,234206.06
BHS,33363.02
TWN,769230.2
JPN,8454962.0
ISL,255441.3
SYC,3224.36
MHL,334.79
TTO,81301.08
GRD,2617.9
VCT,3077.7
BRB,14957.44
LCA,8156.79
DMA,2794.56
ATG,6219.06
KNA,4231.32
JAM,137412.33
MUS,35086.36
COM,1731.66
STP,1860.29
CPV,6920.96
MLT,23313.91
SGP,37236.68
TON,3312.56
WSM,2721.39
SLB,1379.28
TUV,11.56
MDV,1167.49
NRU,507.04
FSM,2483.88
VUT,9911.78
PLW,776.43
BHR,40016.8
PGA,0.0
BJN,0.0
SER,0.0
SCR,0.0
