Unnamed: 0,0,1,4,5,6,7,8,9,10,11
2012_8,602.41,815.93,791.1,886.17,1204.82,1173.47,1287.5,800.33,1206.1,886.41
2012_9,604.89,820.9,791.54,888.94,1214.57,1183.14,1297.69,805.04,1215.75,892.33
2012_10,607.1,825.63,791.84,891.66,1224.04,1192.48,1307.54,809.5,1224.97,898.04
2012_11,609.36,830.25,792.17,893.97,1233.32,1201.66,1316.96,813.87,1233.96,903.51
2012_12,612.69,836.13,793.11,897.76,1244.38,1212.54,1328.48,819.69,1246.57,910.2
2013_1,638.84,919.21,866.21,1014.14,1493.89,1456.82,1602.13,894.86,1501.76,1029.7
2013_2,636.33,923.33,862.8,1011.34,1496.66,1458.2,1593.55,898.9,1491.0,1030.15
2013_3,639.09,927.84,865.66,1015.23,1503.19,1464.81,1602.64,905.59,1498.84,1034.81
2013_4,641.03,934.02,867.78,1020.74,1508.51,1471.02,1605.42,909.8,1499.94,1042.22
2013_5,642.32,939.44,868.84,1020.6,1515.39,1476.21,1609.73,913.62,1505.77,1045.62
2013_6,644.27,946.74,871.6,1024.27,1520.82,1483.04,1616.74,920.42,1512.42,1051.11
2013_7,652.82,956.92,881.44,1033.93,1532.38,1493.45,1639.02,933.67,1537.31,1065.21
2013_8,649.62,957.13,878.25,1032.07,1535.82,1497.46,1633.66,931.18,1527.84,1064.56
2013_9,651.65,962.61,878.85,1034.17,1539.61,1501.09,1634.99,937.1,1531.01,1069.06
2013_10,653.01,967.37,881.12,1036.79,1545.15,1507.13,1640.37,941.34,1534.25,1073.85
2013_11,655.63,973.33,884.15,1039.34,1550.76,1512.08,1650.81,948.8,1546.81,1079.08
2013_12,659.59,978.55,892.4,1048.62,1558.7,1521.82,1670.87,953.97,1567.37,1089.5
2014_1,659.59,982.73,892.14,1047.86,1565.06,1526.06,1674.17,958.03,1570.11,1089.55
2014_2,661.6,984.42,894.04,1051.05,1570.39,1531.48,1665.62,960.1,1560.89,1091.75
2014_3,664.3,988.77,900.1,1058.32,1580.17,1541.62,1677.74,962.46,1571.1,1099.14
2014_4,666.84,992.06,903.88,1063.55,1586.28,1547.87,1684.48,965.37,1576.65,1103.17
2014_5,668.02,996.64,912.97,1069.41,1591.95,1552.64,1700.64,969.75,1598.52,1105.31
2014_6,674.9,1003.61,918.86,1077.38,1602.76,1565.16,1709.94,979.79,1605.46,1116.23
2014_7,673.13,1004.68,922.83,1078.37,1605.05,1567.18,1709.38,979.9,1600.25,1114.45
2014_8,673.6,1003.87,919.42,1079.32,1609.98,1570.63,1705.44,976.96,1598.49,1115.89
2014_9,675.12,1006.42,922.83,1083.45,1614.39,1575.97,1709.24,979.68,1602.26,1118.78
2014_10,677.15,1010.21,928.09,1088.96,1620.97,1583.39,1727.34,983.91,1615.88,1123.83
2014_11,684.52,1018.51,939.05,1100.14,1634.45,1595.55,1743.91,994.06,1638.51,1133.39
2014_12,682.91,1018.52,941.91,1101.69,1637.51,1599.37,1747.75,992.19,1642.15,1134.53
2015_1,677.96,1009.74,930.41,1091.3,1628.56,1589.91,1722.05,984.41,1614.9,1124.32
2015_2,675.94,1003.64,926.48,1087.42,1624.84,1586.39,1721.1,976.54,1614.25,1119.5
2015_3,673.41,995.7,922.13,1083.99,1618.83,1581.46,1713.59,969.45,1607.07,1112.87
2015_4,670.91,990.36,923.98,1082.95,1613.38,1576.5,1720.88,966.63,1616.7,1108.87
2015_5,670.33,987.01,913.89,1076.34,1610.92,1571.97,1703.76,962.76,1604.43,1102.63
2015_6,665.45,979.41,910.77,1069.49,1603.18,1565.92,1694.93,955.58,1590.27,1094.1
2015_7,662.8,973.5,908.19,1064.38,1598.73,1561.12,1691.31,948.94,1588.22,1088.96
2015_8,657.36,963.25,898.11,1057.84,1591.5,1555.21,1682.05,939.31,1580.35,1078.58
2015_9,654.53,955.34,894.91,1053.71,1586.71,1550.05,1677.06,927.78,1575.07,1073.7
2015_10,651.5,947.72,891.24,1048.79,1578.95,1543.08,1671.09,920.89,1568.8,1066.28
2015_11,647.67,939.79,884.4,1042.61,1570.95,1534.61,1658.74,912.71,1558.3,1057.06
