Unnamed: 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28
1992_4,195.86,198.74,347.73,528.5,317.04,235.98,241.52,257.91,213.37,529.82,356.56,340.93,354.7,387.56,216.9,211.03,226.31,463.94,195.12,348.17,232.67,200.02,215.43,210.42,411.39,226.74,211.78
1992_5,194.22,197.86,347.35,526.55,316.12,235.03,240.73,257.24,212.44,528.7,356.01,340.09,354.35,386.82,215.94,210.14,225.24,462.63,193.56,347.83,231.14,199.54,214.49,209.48,410.66,225.32,210.86
1992_6,192.74,197.03,347.05,524.78,315.65,234.05,239.9,256.5,211.5,527.77,355.85,340.19,353.89,386.22,215.03,209.25,224.16,461.45,192.07,347.47,230.09,199.14,213.57,208.6,410.05,224.02,209.96
1992_7,191.08,196.06,346.35,522.61,314.54,232.92,238.91,255.59,210.43,526.45,354.82,338.91,353.22,385.34,213.95,208.21,222.93,459.95,190.41,346.81,228.39,198.58,212.49,207.54,409.16,222.48,208.91
1992_8,189.44,195.08,345.78,520.49,313.7,231.8,237.95,254.7,209.38,525.16,354.27,338.44,352.58,384.49,212.87,207.18,221.73,458.5,188.75,346.22,227.05,198.02,211.42,206.51,408.29,220.97,207.86
1992_9,187.74,194.06,345.12,518.27,312.77,230.63,236.92,253.75,208.28,523.75,353.62,337.85,351.87,383.54,211.74,206.1,220.46,456.94,187.13,345.55,225.63,197.49,210.3,205.43,407.31,219.4,206.77
1992_10,186.01,192.92,344.42,515.89,311.76,229.37,235.83,252.71,207.1,522.19,352.84,337.28,351.03,382.43,210.55,204.94,219.12,455.2,185.37,344.75,224.11,196.86,209.12,204.28,406.24,217.81,205.62
1992_11,184.24,191.88,343.52,513.34,310.78,228.16,234.72,251.71,205.96,520.2,351.97,336.21,350.1,381.5,209.36,203.8,217.77,453.12,183.62,343.88,222.61,196.18,207.91,203.12,404.98,216.12,204.48
1992_12,182.17,190.55,342.33,510.57,309.23,226.58,233.35,250.39,204.44,518.19,350.64,335.02,348.97,379.69,207.9,202.39,216.09,451.18,181.53,342.8,220.71,195.21,206.44,201.88,403.38,214.16,203.07
1993_1,182.86,189.36,337.39,502.03,305.47,224.99,231.44,247.97,203.36,510.37,345.56,330.63,343.94,374.01,206.77,201.23,214.96,443.99,182.05,337.83,219.9,194.33,205.31,200.67,397.41,213.88,201.89
1993_2,183.43,188.41,332.63,493.92,301.98,223.63,229.59,245.68,202.27,503.0,340.69,325.65,339.07,368.66,205.71,200.21,214.04,437.24,182.72,333.07,219.26,193.53,204.24,199.55,391.79,213.77,200.83
1993_3,184.07,187.53,327.95,485.93,298.45,222.36,227.89,243.45,201.36,495.44,335.87,321.15,334.29,363.22,204.64,199.26,213.2,430.43,183.44,328.32,218.59,192.87,203.26,198.64,385.97,213.46,199.91
1993_4,184.73,186.63,323.05,477.67,294.77,220.99,226.07,241.12,200.38,487.68,330.8,316.48,329.25,357.57,203.6,198.27,212.28,423.39,184.12,323.41,217.82,192.16,202.24,197.69,380.07,213.24,198.96
1993_5,185.26,185.55,317.89,468.96,290.87,219.53,224.13,238.68,199.28,479.45,325.67,311.88,324.0,351.71,202.49,197.26,211.17,416.06,184.66,318.3,217.02,191.26,201.18,196.61,373.77,212.83,197.86
1993_6,185.83,184.52,312.72,460.23,286.96,218.02,222.17,236.2,198.16,471.25,320.18,306.51,318.67,345.73,201.39,196.17,210.16,408.64,185.24,313.14,216.1,190.45,200.07,195.54,367.48,212.48,196.78
1993_7,186.44,183.55,307.69,451.81,283.0,216.49,220.24,233.8,197.09,463.15,314.82,301.66,313.43,339.94,200.31,195.17,209.19,401.38,185.85,307.79,215.24,189.67,199.0,194.49,361.22,212.16,195.74
1993_8,187.07,182.55,302.14,442.88,278.96,215.03,218.28,231.14,196.01,454.49,309.34,296.68,307.79,333.62,199.2,194.02,208.23,393.66,186.52,302.52,214.57,188.91,197.91,193.46,354.68,211.8,194.65
1993_9,187.65,181.53,296.67,434.01,274.86,213.52,216.24,228.56,194.9,446.14,303.67,291.05,302.23,327.46,198.05,192.94,207.11,386.13,187.01,297.01,213.45,188.08,196.78,192.34,348.22,211.38,193.57
1993_10,188.19,180.38,290.97,424.82,270.51,211.93,214.11,225.85,193.75,437.22,297.79,285.66,296.44,321.04,196.87,191.81,205.96,378.21,187.53,291.29,212.44,187.24,195.61,191.19,341.39,210.89,192.41
1993_11,188.67,179.25,285.14,415.49,266.15,210.29,211.95,223.08,192.54,428.24,291.87,279.98,290.51,314.5,195.61,190.61,204.79,370.2,188.02,285.48,211.4,186.28,194.38,189.98,334.48,210.38,191.21
1993_12,189.11,178.14,279.18,406.0,261.56,208.63,209.74,220.26,191.32,418.88,285.72,274.24,284.44,307.75,194.41,189.43,203.67,361.98,188.49,279.5,210.26,185.37,193.15,188.93,327.27,209.8,190.03
1994_1,191.05,178.35,282.01,409.3,264.18,209.1,210.59,221.47,191.62,422.85,288.6,276.94,287.27,310.74,194.74,189.72,204.1,365.18,190.24,282.36,212.31,183.37,193.48,189.14,330.44,211.85,190.33
1994_2,192.85,178.61,284.89,412.56,266.77,209.6,211.44,222.69,191.95,426.75,291.45,279.6,290.15,313.65,195.08,190.14,204.56,368.33,192.01,285.17,214.32,181.45,193.83,189.49,333.62,213.78,190.66
1994_3,194.43,178.92,287.63,415.85,269.34,210.19,212.33,223.87,192.36,430.61,294.3,282.38,292.97,316.57,195.5,190.49,205.04,371.49,193.7,287.94,216.27,179.43,194.19,189.84,336.71,215.71,191.03
1994_4,196.03,179.09,290.27,418.9,271.75,210.62,213.08,224.93,192.62,434.21,296.96,284.89,295.64,319.3,195.64,190.73,205.42,374.42,195.35,290.57,218.13,177.28,194.43,190.11,339.63,217.57,191.29
1994_5,197.56,179.23,292.76,421.68,274.01,210.97,213.75,225.93,192.81,437.64,299.47,287.22,298.15,321.91,195.84,190.93,205.72,377.19,196.91,293.1,219.9,175.01,194.62,190.32,342.41,219.3,191.51
1994_6,199.12,179.3,295.23,424.39,276.31,211.28,214.41,226.91,192.96,441.08,302.03,289.64,300.62,324.49,196.01,191.13,206.0,379.89,198.44,295.57,221.65,172.64,194.8,190.48,345.19,221.08,191.66
1994_7,200.58,179.41,297.57,427.04,278.42,211.54,214.99,227.82,193.09,444.19,304.35,291.86,303.02,326.9,196.16,191.28,206.25,382.43,199.91,297.94,223.3,170.23,194.93,190.63,347.75,222.71,191.83
1994_8,202.01,179.46,300.04,429.55,280.53,211.8,215.56,228.67,193.2,447.36,306.68,294.07,305.36,329.35,196.24,191.37,206.47,384.99,201.34,300.34,224.93,167.71,195.02,190.75,350.31,224.33,191.92
1994_9,203.29,179.42,302.09,432.13,282.58,212.01,216.11,229.54,193.28,450.39,308.98,296.14,307.69,331.6,196.34,191.48,206.62,387.46,202.64,302.45,226.47,165.05,195.14,190.8,352.77,225.89,191.94
1994_10,204.67,179.42,304.09,434.34,284.52,212.09,216.44,230.14,193.28,453.13,311.04,298.16,309.71,333.79,196.36,191.4,206.75,389.67,204.01,304.41,228.02,162.28,195.09,190.77,354.98,227.4,191.97
1994_11,205.89,179.31,306.18,436.17,286.29,212.21,216.91,230.88,193.26,455.77,313.11,300.17,311.68,335.69,196.28,191.41,206.78,391.59,205.22,306.5,229.36,159.36,195.06,190.74,357.23,228.74,191.95
1994_12,207.04,179.04,307.97,438.04,287.96,212.18,217.16,231.43,193.1,458.14,314.9,301.8,313.54,337.56,196.1,191.3,206.7,393.51,206.3,308.31,230.64,156.19,194.92,190.63,359.21,230.08,191.82
1995_1,211.84,180.89,312.63,443.84,292.65,214.52,219.8,234.41,195.19,464.71,319.63,306.29,318.26,342.53,198.21,193.35,209.13,399.01,210.93,312.98,235.25,160.12,197.0,192.7,364.45,234.92,193.89
1995_2,216.47,182.68,317.37,449.94,297.47,216.94,222.44,237.42,197.27,471.61,324.49,310.96,323.1,347.76,200.36,195.46,211.58,404.76,215.56,317.71,239.94,163.87,199.13,194.8,369.95,239.7,196.0
1995_3,221.04,184.54,322.17,455.91,302.25,219.44,225.11,240.44,199.46,478.31,329.39,315.68,327.92,352.7,202.52,197.54,214.12,410.33,220.21,322.45,244.56,167.65,201.27,197.01,375.35,244.44,198.19
1995_4,225.53,186.32,326.78,461.62,306.95,221.78,227.78,243.41,201.57,484.87,334.14,320.48,332.65,357.58,204.65,199.65,216.52,415.61,224.72,327.11,249.21,171.23,203.41,199.06,380.56,249.13,200.25
1995_5,229.93,188.04,331.35,467.3,311.44,224.11,230.35,246.33,203.61,491.22,338.7,324.58,337.26,362.42,206.73,201.7,218.86,421.05,229.15,331.71,253.51,174.7,205.46,201.03,385.69,253.66,202.27
1995_6,234.39,189.77,335.96,472.99,316.07,226.43,232.95,249.28,205.64,497.7,343.39,329.06,341.93,367.29,208.82,203.79,221.26,426.42,233.63,336.31,257.96,178.13,207.56,203.08,390.89,258.3,204.33
1995_7,238.88,191.56,340.56,478.68,320.67,228.75,235.53,252.21,207.71,504.16,348.06,333.57,346.56,372.2,210.91,205.83,223.66,431.8,238.1,340.94,262.45,181.55,209.63,205.14,396.12,262.93,206.39
1995_8,243.32,193.31,345.27,484.61,325.32,231.11,238.17,255.17,209.79,510.77,352.81,338.09,351.32,377.18,212.99,207.84,226.03,437.32,242.54,345.61,266.94,184.86,211.72,207.2,401.39,267.57,208.44
1995_9,247.74,195.08,349.82,490.18,329.92,233.45,240.75,258.09,211.86,517.16,357.47,342.58,355.95,381.97,215.09,209.92,228.4,442.59,246.93,350.17,271.39,188.13,213.82,209.24,406.52,272.13,210.5
1995_10,252.25,196.77,354.46,495.84,334.55,235.78,243.33,261.01,213.91,523.64,362.21,347.25,360.62,386.84,217.16,211.97,230.8,447.97,251.36,354.74,275.89,191.36,215.88,211.28,411.74,276.76,212.54
1995_11,256.55,198.5,358.89,501.25,339.01,238.04,245.84,263.83,215.91,529.87,366.76,351.51,365.09,391.56,219.2,213.92,233.1,453.1,255.68,359.2,280.17,194.49,217.89,213.24,416.77,281.2,214.54
1995_12,260.85,200.3,363.32,506.55,343.49,240.27,248.37,266.72,217.86,536.1,371.25,355.72,369.65,396.21,221.19,215.94,235.37,458.22,259.97,363.72,284.47,197.54,219.9,215.18,421.96,285.74,216.52
1996_1,261.93,202.05,368.85,513.12,347.89,243.28,251.64,270.4,220.53,543.81,376.78,361.11,375.26,402.02,223.9,218.54,238.04,464.48,260.93,369.27,286.52,197.98,222.58,217.85,427.97,287.49,219.16
1996_2,262.87,204.13,374.3,519.54,352.38,246.25,254.82,273.98,223.17,551.56,382.41,366.57,380.75,407.79,226.55,221.19,240.65,470.65,261.89,374.66,288.64,198.4,225.27,220.47,434.21,289.28,221.77
1996_3,263.96,206.07,379.82,525.98,356.9,249.13,258.1,277.6,225.79,559.14,387.96,372.19,386.34,413.53,229.38,224.1,243.32,476.82,262.92,380.14,290.67,198.89,227.89,223.33,440.24,290.97,224.47
1996_4,264.56,207.58,385.08,532.19,361.01,252.1,261.24,281.12,228.38,566.61,393.3,376.96,391.67,419.05,231.84,226.35,245.8,482.81,263.72,385.45,292.49,199.17,230.47,225.62,446.24,292.58,226.95
1996_5,265.55,209.38,390.45,538.4,365.73,255.0,264.41,284.65,230.96,574.04,398.74,382.2,397.11,424.6,234.43,228.91,248.36,488.8,264.68,390.76,294.62,199.55,233.07,228.17,452.25,294.31,229.53
1996_6,266.35,211.14,395.54,544.27,369.53,257.81,267.48,288.1,233.45,581.3,403.89,387.1,402.34,430.01,236.97,231.43,250.83,494.55,265.51,395.94,296.32,199.83,235.6,230.63,458.08,295.92,232.02
