Unnamed: 0,0,1,2,3,4,5,6,7,9,10,11
1992_4,216.03,276.4,345.48,554.36,369.57,195.9,222.72,241.12,260.97,198.09,426.51
1992_5,215.08,275.78,344.95,552.09,369.12,194.27,221.26,240.35,259.78,197.34,425.47
1992_6,214.16,275.1,344.7,550.09,368.67,192.79,219.93,239.56,259.08,196.67,424.56
1992_7,213.09,274.25,343.81,547.65,367.96,191.13,218.33,238.59,257.64,195.84,423.36
1992_8,212.02,273.42,343.22,545.26,367.28,189.48,216.81,237.63,256.6,195.01,422.2
1992_9,210.9,272.52,342.54,542.77,366.52,187.79,215.22,236.62,255.49,194.21,420.93
1992_10,209.71,271.54,341.78,539.96,365.62,186.06,213.58,235.54,254.32,193.3,419.49
1992_11,208.52,270.53,340.88,536.47,364.58,184.29,211.92,234.42,252.97,192.35,417.99
1992_12,207.04,269.25,339.61,534.04,363.37,182.2,209.89,233.1,251.43,191.09,416.07
1993_1,205.91,266.35,334.81,524.8,358.1,182.86,209.68,231.16,249.45,190.54,409.61
1993_2,204.82,263.57,330.17,516.25,352.99,183.47,209.7,229.36,247.35,190.08,403.57
1993_3,203.83,260.87,325.6,507.65,348.0,184.12,209.45,227.6,245.48,189.74,397.41
1993_4,202.82,258.05,320.82,498.8,342.76,184.77,209.28,225.77,243.5,189.36,391.04
1993_5,201.72,255.1,315.85,489.67,337.24,185.3,208.94,223.88,241.51,188.79,384.43
1993_6,200.61,252.12,310.76,480.38,331.66,185.87,208.68,221.94,239.2,188.3,377.71
1993_7,199.52,249.05,305.74,471.32,326.21,186.48,208.42,220.04,237.12,187.86,371.17
1993_8,198.43,246.03,300.51,461.88,320.27,187.12,208.2,218.0,235.04,187.45,364.13
1993_9,197.3,242.87,295.1,452.46,314.53,187.69,207.84,215.98,232.57,186.93,357.26
1993_10,196.13,239.58,289.53,442.77,308.43,188.23,207.46,213.85,230.22,186.41,350.08
1993_11,194.88,236.23,283.89,433.0,302.23,188.71,207.04,211.68,227.73,185.8,342.78
1993_12,193.67,232.79,278.06,422.91,295.86,189.15,206.55,209.47,225.22,185.23,335.28
1994_1,193.98,234.31,280.87,426.15,298.81,191.07,208.61,210.37,227.06,184.2,338.38
1994_2,194.33,235.82,283.7,429.47,301.74,192.87,210.55,211.24,228.89,183.23,341.4
1994_3,194.7,237.32,286.44,432.78,304.69,194.46,212.37,212.11,230.76,182.19,344.43
1994_4,194.93,238.69,289.05,435.79,307.45,196.06,214.17,212.86,232.47,181.03,347.26
1994_5,195.12,239.99,291.51,438.58,310.05,197.59,215.85,213.55,234.07,179.77,349.95
1994_6,195.28,241.25,293.98,441.38,312.59,199.16,217.58,214.23,235.67,178.43,352.59
1994_7,195.44,242.43,296.29,443.89,315.05,200.61,219.17,214.85,237.17,177.06,355.05
1994_8,195.52,243.59,298.69,446.47,317.49,202.05,220.76,215.42,238.63,175.6,357.56
1994_9,195.6,244.68,300.75,448.93,319.86,203.33,222.26,216.0,240.0,174.01,359.9
1994_10,195.62,245.55,302.78,451.18,321.92,204.71,223.74,216.34,241.34,172.36,362.08
1994_11,195.56,246.55,304.81,452.95,324.03,205.92,225.02,216.78,242.6,170.56,364.0
1994_12,195.4,247.33,306.59,454.78,325.87,207.07,226.32,217.09,243.66,168.54,365.9
1995_1,197.49,250.65,311.26,460.67,330.72,211.84,231.12,219.72,247.68,172.61,371.14
1995_2,199.63,253.99,316.03,466.86,335.74,216.5,235.93,222.4,251.79,176.55,376.64
1995_3,201.8,257.35,320.86,473.06,340.73,221.08,240.57,225.08,255.94,180.51,381.88
1995_4,203.93,260.68,325.51,478.76,345.63,225.57,245.18,227.72,260.08,184.29,386.96
1995_5,205.99,263.93,330.05,484.59,350.44,229.97,249.69,230.31,263.83,187.98,392.09
1995_6,208.08,267.21,334.66,490.36,355.22,234.43,254.26,232.95,267.77,191.65,397.21
1995_7,210.16,270.48,339.28,496.09,360.02,238.92,258.84,235.55,271.74,195.3,402.36
1995_8,212.24,273.79,343.98,502.08,364.98,243.36,263.42,238.17,275.71,198.88,407.6
1995_9,214.34,277.05,348.56,507.8,369.74,247.78,267.93,240.78,279.65,202.41,412.62
1995_10,216.41,280.28,353.22,513.55,374.58,252.28,272.51,243.36,283.67,205.92,417.75
1995_11,218.44,283.45,357.67,519.03,379.2,256.59,276.9,245.88,287.46,209.34,422.68
1995_12,220.43,286.66,362.12,524.6,383.83,260.88,281.35,248.44,291.22,212.7,427.56
1996_1,223.12,290.71,367.5,530.91,389.61,261.93,282.98,251.73,294.38,213.25,433.58
1996_2,225.8,294.66,372.85,537.32,395.31,262.88,284.65,254.96,297.59,213.81,439.56
1996_3,228.51,298.67,378.26,544.18,401.07,263.97,286.29,258.21,300.86,214.43,445.51
1996_4,231.04,302.58,383.36,550.04,406.61,264.59,287.7,261.35,303.64,214.82,451.25
1996_5,233.64,306.47,388.69,556.39,412.28,265.6,289.32,264.52,306.74,215.33,457.0
1996_6,236.17,310.29,393.58,562.29,417.58,266.39,290.78,267.63,309.57,215.74,462.59
1996_7,238.73,314.13,398.76,568.21,423.07,267.29,292.35,270.74,312.58,216.21,468.23
1996_8,241.27,317.93,403.76,574.24,428.39,268.17,293.82,273.82,315.51,216.67,473.72
1996_9,243.81,321.73,408.77,580.09,433.79,269.02,295.3,276.9,318.39,217.05,479.23
1996_10,246.33,325.45,413.83,586.16,439.14,269.92,296.9,279.91,321.37,217.54,484.85
1996_11,248.77,329.14,418.69,591.71,444.35,270.74,298.33,282.91,324.2,217.82,490.19
