Unnamed: 0,0,2,3,4,5,6,7,8,9
2009_6,926.61,974.25,458.48,795.33,643.82,787.12,668.82,1162.13,587.08
2009_7,931.34,978.93,458.72,797.88,643.96,796.19,674.94,1166.58,599.55
2009_8,936.19,983.63,458.99,800.68,644.19,805.03,681.0,1171.27,611.7
2009_9,940.65,988.16,459.1,803.02,644.16,813.75,686.88,1175.43,623.64
2009_10,945.14,992.46,459.22,805.3,644.1,822.22,692.51,1179.47,635.35
2009_11,949.55,996.99,459.56,808.17,644.52,830.66,698.41,1183.78,646.79
2009_12,955.09,1003.3,459.94,811.19,644.7,839.31,704.58,1187.67,658.67
2010_1,960.48,1007.77,462.9,815.91,649.13,844.28,708.43,1194.6,662.32
2010_2,967.38,1014.65,466.74,822.02,654.59,850.17,713.58,1201.76,666.97
2010_3,974.54,1021.91,470.67,828.35,660.21,856.19,718.85,1209.39,671.04
2010_4,981.41,1028.88,474.57,834.48,665.68,861.92,723.97,1216.59,675.28
2010_5,988.15,1035.61,478.33,840.52,671.1,867.43,728.95,1223.58,679.39
2010_6,994.76,1042.25,482.0,846.4,676.34,873.08,733.84,1230.31,683.61
2010_7,1001.56,1049.09,485.81,852.57,681.76,878.73,738.88,1237.34,687.81
2010_8,1008.22,1055.84,489.61,858.51,687.15,884.35,743.88,1244.36,692.01
2010_9,1015.08,1062.65,493.33,864.49,692.53,890.21,748.94,1251.44,696.33
2010_10,1021.64,1069.2,496.92,870.31,697.81,895.63,753.74,1258.05,700.27
2010_11,1028.12,1075.83,500.62,876.23,703.04,901.18,758.55,1264.88,704.41
2010_12,1034.45,1081.97,504.08,882.0,708.04,906.35,763.15,1271.29,708.26
2011_1,1039.91,1087.13,507.92,887.14,713.14,911.05,767.87,1275.94,712.65
2011_2,1045.57,1092.81,511.91,892.32,718.37,916.07,772.72,1281.48,716.7
2011_3,1051.21,1098.29,515.67,897.52,723.57,920.98,777.52,1286.59,720.37
2011_4,1056.39,1103.32,519.45,902.4,728.55,925.49,781.99,1291.44,724.11
2011_5,1061.53,1108.3,523.17,907.42,733.55,929.86,786.38,1295.89,727.72
2011_6,1066.71,1113.4,526.88,912.4,738.51,934.51,790.88,1300.45,731.52
2011_7,1071.99,1118.62,530.65,917.39,743.56,939.21,795.48,1305.35,735.41
2011_8,1077.49,1123.93,534.5,922.42,748.73,944.04,800.18,1310.59,739.42
2011_9,1082.67,1129.09,538.25,927.29,753.69,948.63,804.77,1315.22,743.3
2011_10,1087.76,1133.95,541.95,932.17,758.7,953.06,809.09,1319.97,746.87
2011_11,1092.77,1138.72,545.54,936.95,763.5,957.42,813.47,1324.17,750.51
2011_12,1097.76,1143.6,549.11,941.75,768.31,961.81,817.81,1328.66,754.21
2012_1,1107.53,1153.32,552.26,949.15,773.17,966.68,821.54,1338.77,754.37
2012_2,1117.74,1163.8,555.0,956.76,778.36,971.8,825.61,1349.79,754.34
2012_3,1127.6,1173.72,557.92,964.13,783.26,976.62,829.44,1360.24,753.88
2012_4,1137.19,1183.26,560.78,971.4,788.19,981.22,833.15,1370.37,753.23
2012_5,1146.82,1193.12,563.66,978.65,793.09,985.91,836.89,1380.54,752.97
2012_6,1156.23,1202.58,566.41,985.8,797.85,990.4,840.41,1390.25,752.43
2012_7,1165.92,1212.37,569.3,993.0,802.74,995.15,844.15,1400.47,752.19
2012_8,1175.18,1221.79,572.08,1000.03,807.5,999.47,847.63,1410.2,751.66
2012_9,1184.85,1231.48,574.94,1007.18,812.39,1004.18,851.32,1420.28,751.32
2012_10,1194.18,1240.78,577.55,1014.16,817.03,1008.66,854.86,1429.97,750.79
2012_11,1203.34,1249.82,580.14,1021.0,821.55,1012.8,858.15,1439.4,750.32
2012_12,1214.18,1262.29,583.75,1029.48,827.23,1018.06,862.88,1449.5,750.47
2013_1,1458.48,1519.85,603.78,1196.09,907.12,1176.72,966.84,1748.12,807.34
2013_2,1459.75,1510.14,603.9,1199.49,910.84,1171.82,964.47,1741.99,803.65
2013_3,1466.41,1518.19,607.4,1204.57,915.43,1177.58,968.15,1750.87,807.34
2013_4,1472.64,1519.45,609.96,1210.41,921.64,1180.13,973.35,1751.82,809.38
2013_5,1477.74,1525.16,611.7,1216.86,926.84,1182.19,974.33,1755.33,809.35
2013_6,1484.51,1531.8,614.86,1222.57,933.75,1187.37,978.02,1762.11,811.56
2013_7,1495.22,1554.74,623.88,1232.16,944.49,1202.9,988.58,1782.59,820.72
2013_8,1499.04,1547.43,621.34,1234.89,944.55,1198.6,986.45,1776.71,817.27
2013_9,1502.65,1549.86,624.37,1239.42,950.01,1199.44,988.98,1779.05,818.58
2013_10,1508.67,1553.9,626.6,1244.19,954.83,1203.45,991.71,1783.06,820.0
2013_11,1513.63,1565.0,630.51,1249.51,960.76,1208.5,994.73,1787.43,823.04
2013_12,1523.57,1584.64,633.86,1256.08,966.21,1222.72,1003.46,1801.48,829.3
2014_1,1527.64,1587.91,635.39,1260.58,970.07,1221.97,1002.69,1813.72,829.55
2014_2,1532.96,1580.04,636.94,1264.57,971.68,1221.28,1005.73,1805.51,831.41
2014_3,1543.15,1590.37,639.15,1270.72,976.33,1230.01,1011.94,1819.97,837.45
2014_4,1549.43,1596.07,641.29,1275.35,979.53,1236.52,1016.48,1825.22,840.99
2014_5,1554.12,1615.2,643.28,1280.58,983.55,1246.45,1020.29,1832.21,848.34
2014_6,1566.78,1623.14,650.28,1287.75,990.95,1255.24,1028.96,1849.72,854.8
2014_7,1568.71,1618.9,648.94,1289.68,991.69,1257.23,1028.39,1851.06,858.13
2014_8,1572.05,1617.61,648.41,1292.96,990.87,1253.95,1029.54,1843.19,856.03
2014_9,1577.35,1621.47,649.96,1296.23,993.29,1256.57,1032.78,1843.44,860.29
2014_10,1584.94,1635.32,652.65,1301.22,997.22,1267.73,1037.28,1852.87,863.94
2014_11,1597.18,1656.29,659.51,1310.08,1005.58,1280.88,1047.71,1877.93,874.36
2014_12,1600.92,1659.65,657.91,1312.13,1005.56,1283.88,1048.18,1881.71,876.65
2015_1,1591.23,1634.08,653.53,1303.71,996.6,1267.4,1039.09,1856.02,865.92
2015_2,1587.72,1632.95,650.32,1298.39,990.62,1264.69,1035.46,1855.77,862.11
2015_3,1582.74,1625.71,646.82,1291.87,982.67,1259.43,1031.74,1845.35,858.15
2015_4,1577.89,1634.12,645.53,1286.4,977.14,1262.39,1029.35,1838.77,858.53
2015_5,1573.32,1620.39,644.58,1282.7,973.52,1251.73,1024.37,1837.78,850.61
2015_6,1566.98,1608.57,640.18,1275.11,966.04,1245.12,1017.11,1820.41,847.19
2015_7,1562.21,1605.67,637.15,1269.92,960.28,1242.24,1012.27,1820.67,844.18
2015_8,1556.2,1598.11,631.0,1261.46,949.65,1231.85,1005.58,1807.01,834.61
2015_9,1551.1,1592.47,626.13,1255.18,942.22,1228.95,1001.52,1801.94,831.07
2015_10,1544.12,1586.09,622.59,1247.41,934.55,1224.2,996.38,1792.56,827.9
2015_11,1535.5,1575.32,618.33,1239.77,926.31,1215.52,990.05,1778.03,822.01
2015_12,1531.32,1571.14,616.4,1234.17,921.1,1216.79,986.41,1771.37,817.59
2016_1,1537.84,1591.02,618.83,1237.36,923.84,1219.64,989.55,1790.88,817.95
2016_2,1538.16,1586.06,615.88,1237.29,923.08,1215.51,984.29,1787.59,810.35
2016_3,1539.54,1581.98,613.26,1238.21,921.3,1210.6,980.94,1776.98,803.34
2016_4,1542.47,1581.3,613.54,1238.81,921.67,1206.02,981.04,1782.68,799.91
2016_5,1544.14,1581.44,611.88,1240.04,922.02,1202.93,978.61,1777.61,794.44
2016_6,1546.76,1589.6,613.85,1243.02,925.66,1201.01,977.52,1792.2,789.38
2016_7,1551.83,1598.9,615.49,1245.7,927.42,1207.86,979.0,1799.98,788.02
2016_8,1552.83,1591.06,614.48,1244.62,926.58,1206.34,977.18,1792.23,784.43
2016_9,1552.11,1588.68,609.66,1243.19,922.51,1195.12,971.62,1778.9,774.07
2016_10,1553.02,1588.87,609.66,1243.68,922.51,1192.71,970.16,1780.22,769.44
2016_11,1556.63,1607.79,609.19,1244.95,922.98,1197.45,970.0,1786.46,767.38
2016_12,1560.2,1610.87,610.17,1246.62,924.26,1198.45,969.88,1798.85,764.42
2017_1,1566.69,1600.17,609.57,1250.65,926.22,1194.37,970.28,1791.25,762.3
2017_2,1575.39,1611.51,612.84,1256.5,930.77,1200.72,974.74,1803.6,764.8
2017_3,1586.11,1623.28,615.55,1263.54,935.27,1208.85,980.42,1817.51,768.77
2017_4,1595.55,1633.15,618.29,1269.46,939.11,1215.47,985.16,1826.85,772.0
2017_5,1603.25,1640.36,619.88,1275.55,942.73,1218.83,987.75,1832.3,773.18
2017_6,1611.89,1648.14,622.25,1281.77,945.97,1223.85,991.78,1839.45,775.53
2017_7,1620.65,1656.29,624.77,1287.78,950.0,1228.58,996.15,1847.3,778.33
2017_8,1628.32,1663.7,626.63,1292.78,952.99,1232.96,998.85,1853.94,779.19
2017_9,1638.1,1674.76,630.0,1299.03,957.78,1240.96,1004.13,1867.08,783.44
2017_10,1646.1,1682.88,632.04,1304.26,961.21,1245.72,1007.96,1875.32,785.82
2017_11,1654.94,1690.48,634.47,1310.61,965.15,1250.32,1012.01,1883.25,788.13
2017_12,1664.29,1699.13,637.18,1316.56,968.99,1255.55,1016.1,1890.89,790.32
2018_1,1675.1,1709.7,640.59,1323.73,972.58,1262.15,1020.41,1900.82,793.6
2018_2,1685.14,1718.81,640.89,1330.61,976.1,1267.69,1024.5,1910.87,796.22
2018_3,1697.55,1733.65,644.21,1338.23,980.74,1277.36,1031.24,1928.77,800.76
2018_4,1715.47,1754.2,646.47,1345.65,984.91,1288.12,1039.84,1940.14,805.7
2018_5,1718.58,1754.79,647.95,1352.24,988.16,1290.33,1039.49,1949.38,805.81
2018_6,1730.12,1765.28,649.72,1359.47,991.42,1296.79,1044.25,1958.05,809.02
2018_7,1741.04,1777.35,651.74,1366.2,994.98,1304.22,1048.94,1970.37,812.19
2018_8,1751.34,1786.58,653.66,1372.76,998.62,1309.08,1052.76,1981.27,814.24
