Unnamed: 0,0,1,2,3,4,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21
1992_4,313.76,212.14,210.68,320.05,195.66,196.52,235.1,419.94,240.24,214.95,238.48,509.47,566.96,416.38,348.6,344.49,195.45,215.65,382.99,201.23
1992_5,313.3,211.21,209.79,319.2,194.79,194.88,234.28,419.11,239.21,214.01,237.01,507.57,565.74,415.39,348.24,343.83,193.87,214.71,382.43,200.66
1992_6,312.75,210.3,208.9,318.47,193.96,193.4,233.41,418.3,238.44,213.1,236.01,505.86,564.78,414.51,347.88,343.81,192.38,213.8,381.99,200.16
1992_7,312.0,209.24,207.86,317.44,193.0,191.73,232.39,417.23,237.21,212.02,234.38,503.72,563.36,413.36,347.24,342.7,190.72,212.73,381.15,199.5
1992_8,311.28,208.2,206.82,316.45,192.04,190.08,231.39,416.2,236.19,210.95,233.07,501.64,561.99,412.24,346.65,342.21,189.05,211.67,380.42,198.84
1992_9,310.49,207.1,205.74,315.38,191.03,188.38,230.34,415.07,235.12,209.84,231.69,499.47,560.48,411.03,345.98,341.61,187.44,210.55,379.61,198.22
1992_10,309.58,205.95,204.6,314.29,189.93,186.61,229.22,413.8,233.94,208.66,230.2,497.09,558.8,409.64,345.2,341.02,185.69,209.36,378.68,197.49
1992_11,308.67,204.81,203.44,313.05,188.89,184.87,228.1,412.44,232.69,207.45,228.72,494.15,556.68,408.17,344.32,340.01,183.93,208.18,377.62,196.7
1992_12,307.47,203.39,202.03,311.44,187.56,182.78,226.68,410.76,231.36,205.99,226.87,491.92,554.53,406.34,343.18,338.83,181.81,206.75,376.2,195.62
1993_1,303.56,202.24,200.88,308.06,186.41,183.46,224.97,404.52,229.62,204.86,225.84,483.58,546.17,400.04,338.22,334.21,182.36,205.62,370.69,194.89
1993_2,299.79,201.15,199.88,304.96,185.46,184.15,223.31,398.53,227.87,203.79,224.95,475.83,538.27,394.15,333.46,329.25,183.01,204.59,365.44,194.24
1993_3,296.09,200.24,198.97,301.71,184.6,184.72,221.8,392.69,226.34,202.82,224.09,468.06,530.17,388.16,328.73,324.64,183.74,203.5,360.2,193.73
1993_4,292.21,199.27,197.95,298.4,183.71,185.36,220.2,386.56,224.77,201.81,223.13,460.06,521.86,381.96,323.82,319.85,184.42,202.47,354.71,193.16
