Unnamed: 0,0,1,2,3,4,5,7
1992_4,203.44,243.56,233.47,195.68,420.49,234.82,344.77
1992_5,202.19,242.64,232.02,195.02,419.47,233.99,344.15
1992_6,201.06,241.95,230.76,194.39,418.52,233.14,343.96
1992_7,199.72,240.82,229.15,193.62,417.33,232.14,342.99
1992_8,198.41,239.9,227.68,192.85,416.17,231.14,342.42
1992_9,197.12,238.91,226.14,192.05,414.91,230.09,341.75
1992_10,195.71,237.86,224.53,191.2,413.48,228.97,341.01
1992_11,194.28,236.73,222.9,190.31,412.0,227.83,340.06
1992_12,192.5,235.4,220.91,189.17,410.13,226.43,338.83
1993_1,192.68,233.46,220.34,188.13,403.74,224.72,334.12
1993_2,192.96,231.4,219.96,187.19,397.75,223.11,329.42
1993_3,193.3,229.62,219.46,186.34,391.72,221.58,324.86
1993_4,193.6,227.77,218.96,185.47,385.44,219.99,320.11
1993_5,193.75,225.79,218.29,184.45,378.88,218.32,315.27
1993_6,193.97,223.68,217.68,183.49,372.27,216.61,310.1
1993_7,194.22,221.7,217.07,182.55,365.8,214.94,305.11
1993_8,194.52,219.66,216.53,181.62,358.92,213.18,299.99
1993_9,194.69,217.5,215.77,180.64,352.1,211.41,294.51
1993_10,194.88,215.29,214.99,179.6,345.03,209.56,289.01
1993_11,195.0,213.03,214.2,178.5,337.82,207.65,283.35
1993_12,195.11,210.77,213.31,177.46,330.44,205.73,277.55
1994_1,195.57,211.62,215.38,176.71,333.47,206.43,280.36
1994_2,196.02,212.49,217.39,176.05,336.46,207.16,283.15
1994_3,196.4,213.47,219.34,175.33,339.47,207.88,285.91
1994_4,196.69,214.24,221.21,174.49,342.26,208.48,288.52
1994_5,196.88,214.94,222.96,173.6,344.9,209.02,290.99
1994_6,197.04,215.63,224.75,172.64,347.48,209.55,293.45
1994_7,197.12,216.25,226.4,171.69,349.93,210.02,295.76
1994_8,197.14,216.86,228.05,170.65,352.38,210.45,298.11
1994_9,197.03,217.41,229.62,169.55,354.74,210.89,300.21
