Unnamed: 0,0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32,33,34,35,37,38,39
1997_9,510.61,338.35,316.9,435.32,450.85,267.47,276.81,286.9,499.25,266.83,464.05,262.03,447.88,706.35,438.28,826.27,179.81,545.83,274.49,266.81,429.14,501.71,421.57,261.2,439.16,270.22,591.06,436.07,380.55,275.77,245.49,447.28,436.51,266.09,481.18,272.43,276.18
1997_10,511.89,339.84,318.48,436.54,452.03,269.22,277.01,288.61,500.25,268.59,465.34,263.79,449.09,707.96,439.54,827.75,180.82,547.14,274.67,268.5,430.45,503.0,422.93,262.9,440.4,271.93,591.61,437.31,381.88,275.99,246.48,448.47,437.76,267.83,482.43,273.98,276.38
1997_11,512.92,341.22,319.97,437.69,453.03,270.87,277.18,290.19,501.14,270.22,466.44,265.43,450.26,709.32,440.69,828.82,181.81,548.28,274.86,270.08,431.6,504.17,424.19,264.52,441.55,273.55,591.95,438.43,383.15,276.17,247.48,449.5,438.91,269.47,483.55,275.48,276.57
1997_12,514.21,342.66,321.52,438.95,454.26,272.58,277.37,291.84,502.17,271.9,467.68,267.1,451.5,710.88,441.98,830.2,182.85,549.54,275.04,271.82,432.89,505.55,425.51,266.17,442.82,275.27,592.52,439.74,384.5,276.42,248.48,450.65,440.18,271.14,484.81,277.01,276.78
1998_1,513.92,345.72,325.41,438.83,454.11,278.19,277.03,296.73,501.7,277.52,467.51,272.64,451.37,710.33,441.86,829.02,183.81,549.15,274.72,277.43,433.3,505.3,426.07,271.68,442.71,280.93,591.3,439.63,386.3,276.05,249.15,450.45,440.07,276.74,484.6,282.0,276.41
1998_2,513.65,348.8,329.26,438.85,454.01,283.69,276.88,301.56,501.27,283.01,467.43,278.0,451.34,709.84,441.81,828.02,184.79,548.87,274.54,282.87,433.82,505.15,426.66,277.11,442.71,286.49,590.22,439.65,388.16,275.73,249.84,450.37,440.07,282.28,484.43,286.96,276.16
1998_3,513.36,351.69,333.0,438.77,453.83,289.05,276.53,306.22,500.85,288.39,467.24,283.27,451.24,709.39,441.71,826.89,185.68,548.57,274.1,288.27,434.24,504.99,427.17,282.36,442.64,291.92,589.03,439.56,389.85,275.4,250.45,450.21,439.99,287.61,484.21,291.76,275.85
1998_4,513.05,354.4,336.44,438.29,453.54,294.19,275.83,310.65,500.2,293.58,466.99,288.36,450.73,708.65,441.41,825.59,186.52,547.82,273.54,293.49,434.12,504.69,427.59,287.44,442.07,297.18,587.71,438.94,391.35,274.94,250.99,449.66,439.4,292.76,483.86,296.32,275.29
1998_5,512.35,357.03,339.87,438.24,453.12,299.21,275.37,314.97,499.56,298.52,466.64,293.28,450.6,707.66,441.2,824.03,187.24,547.33,273.06,298.41,434.58,504.13,427.95,292.29,442.09,302.15,586.2,439.01,392.87,274.5,251.43,449.45,439.45,297.67,483.42,300.78,274.84
1998_6,511.9,359.64,343.24,438.06,452.88,304.13,274.98,319.25,498.98,303.43,466.38,298.12,450.34,706.91,441.03,822.79,188.0,546.86,272.66,303.31,434.86,503.79,428.33,297.1,441.9,307.12,585.05,438.8,394.36,274.1,251.93,449.18,439.28,302.57,483.08,305.14,274.44
1998_7,511.35,362.12,346.43,437.73,452.47,308.89,274.46,323.3,498.3,308.16,466.01,302.77,450.07,706.04,440.64,821.18,188.68,546.23,272.15,308.02,434.98,503.29,428.54,301.73,441.55,311.9,583.57,438.5,395.7,273.6,252.35,448.78,438.94,307.26,482.62,309.32,273.94
1998_8,510.82,364.55,349.56,437.4,452.1,313.49,273.97,327.29,497.62,312.75,465.62,307.26,449.67,705.18,440.35,819.76,189.36,545.61,271.65,312.63,435.11,502.86,428.79,306.27,441.2,316.54,582.23,438.15,397.03,273.1,252.75,448.39,438.59,311.86,482.17,313.41,273.44
1998_9,510.15,366.67,352.57,437.0,451.63,317.92,273.46,331.13,496.79,317.23,465.15,311.64,449.29,704.12,439.95,818.12,189.97,544.87,271.16,317.11,435.06,502.3,428.94,310.69,440.84,321.06,580.72,437.8,398.08,272.58,253.07,447.92,438.19,316.31,481.61,317.36,272.94
1998_10,509.46,368.9,355.39,436.54,451.08,322.19,272.89,334.79,495.92,321.56,464.55,315.86,448.79,702.91,439.43,816.22,190.43,543.99,270.56,321.36,435.03,501.64,428.99,314.88,440.32,325.38,579.1,437.35,399.24,271.99,253.28,447.38,437.73,320.57,480.97,321.14,272.36
1998_11,508.68,370.95,358.12,436.01,450.52,326.33,272.27,338.34,495.02,325.7,463.93,319.94,448.2,701.74,438.91,814.28,190.9,543.14,269.98,325.48,434.84,500.96,428.98,318.94,439.79,329.56,577.41,436.77,400.36,271.39,253.49,446.76,437.12,324.69,480.32,324.79,271.76
1998_12,507.61,372.81,360.65,435.34,449.7,330.29,271.59,341.68,493.82,329.59,463.06,323.86,447.4,700.12,438.23,811.92,191.28,541.93,269.33,329.39,434.56,500.02,428.82,322.76,439.08,333.47,575.5,436.13,401.11,270.71,253.6,445.9,436.52,328.57,479.41,328.29,271.07
1999_1,505.18,372.04,360.21,433.37,447.67,330.45,270.34,341.6,491.32,329.73,460.97,324.04,445.43,696.64,436.31,807.47,190.89,539.32,268.16,329.52,432.75,497.73,427.11,322.88,437.21,333.6,572.07,434.18,399.85,269.4,253.37,443.89,434.63,328.73,477.2,328.22,269.8
1999_2,502.6,371.25,359.69,431.42,445.55,330.54,269.17,341.51,488.75,329.82,458.79,324.14,443.31,693.03,434.25,802.78,190.53,536.56,266.81,329.63,430.86,495.28,425.33,323.06,435.19,333.72,568.54,432.23,398.58,268.09,253.16,441.73,432.6,328.85,474.85,328.19,268.58
1999_3,500.06,370.74,359.07,429.66,443.34,330.57,267.37,341.37,486.12,329.89,456.65,324.26,441.08,689.36,432.16,798.28,190.09,533.85,265.15,329.71,428.78,492.8,423.53,323.18,433.1,333.85,564.99,430.02,397.69,266.56,252.86,439.38,430.65,328.86,472.49,328.07,266.84
1999_4,497.4,369.37,358.67,427.15,441.17,330.74,266.06,341.2,483.41,330.09,454.39,324.35,438.95,685.54,430.12,793.46,189.69,530.83,263.85,329.85,426.91,490.36,421.66,323.29,431.0,333.96,561.48,427.81,395.69,265.27,252.56,437.22,428.37,329.15,469.98,327.84,265.52
1999_5,494.63,368.59,357.98,425.58,439.0,330.77,264.7,340.92,480.78,330.13,451.83,324.41,436.58,681.81,427.84,788.67,189.25,527.97,262.53,329.91,424.87,487.82,419.71,323.35,428.55,334.0,557.86,425.77,394.31,263.98,252.32,434.84,426.16,329.12,467.45,327.75,264.25
1999_6,492.01,367.61,357.32,422.71,436.6,330.79,263.11,340.64,477.93,330.13,449.54,324.44,434.45,677.81,425.74,783.62,188.76,525.03,260.95,329.91,422.91,485.05,417.74,323.36,426.55,333.98,553.91,423.6,392.88,262.42,251.92,432.77,424.05,329.11,465.11,327.7,262.71
1999_7,489.21,366.62,356.73,420.72,434.27,330.88,261.7,340.49,475.13,330.2,447.24,324.57,432.21,673.91,423.57,778.18,188.33,522.13,259.54,330.0,421.0,482.49,415.84,323.48,424.39,334.08,550.0,421.49,391.46,261.02,251.67,430.44,421.96,329.2,462.56,327.62,261.3
