Unnamed: 0,0,1,2,3,4,6,7,8,10,11,12,13,14,15
1992_4,197.74,291.08,345.37,564.27,216.55,195.89,218.48,247.64,373.79,268.14,502.36,212.62,422.49,210.1
1992_5,196.99,290.52,344.85,561.94,215.6,194.25,217.01,246.92,373.33,266.91,501.28,211.69,421.47,209.18
1992_6,196.32,289.91,344.59,559.81,214.68,192.77,215.67,246.17,372.83,266.24,500.41,210.78,420.57,208.3
1992_7,195.49,289.12,343.72,557.24,213.6,191.12,214.06,245.22,372.1,264.75,499.16,209.72,419.4,207.26
1992_8,194.65,288.34,343.13,554.73,212.53,189.47,212.53,244.29,371.39,263.72,497.94,208.67,418.25,206.23
1992_9,193.86,287.5,342.45,552.12,211.41,187.77,210.93,243.3,370.61,262.6,496.6,207.57,417.01,205.14
1992_10,192.95,286.56,341.69,549.29,210.22,186.04,209.29,242.25,369.66,261.43,495.14,206.42,415.59,203.97
1992_11,192.0,285.6,340.79,545.57,209.0,184.27,207.62,241.19,368.61,260.07,493.29,205.25,414.09,202.84
1992_12,190.73,284.36,339.53,543.14,207.51,182.19,205.59,239.92,367.39,258.48,491.35,203.88,412.22,201.45
1993_1,190.25,281.04,334.72,533.73,206.38,182.86,205.5,237.73,362.05,256.39,483.94,202.67,405.83,200.29
1993_2,189.85,277.85,330.08,525.0,205.29,183.46,205.62,235.69,356.86,254.14,476.96,201.59,399.84,199.29
1993_3,189.59,274.73,325.51,516.22,204.31,184.1,205.49,233.68,351.8,252.12,469.77,200.68,393.75,198.28
1993_4,189.26,271.48,320.73,507.21,203.3,184.76,205.43,231.58,346.48,249.99,462.43,199.72,387.45,197.3
1993_5,188.77,268.08,315.75,497.83,202.21,185.29,205.21,229.45,340.89,247.87,454.62,198.6,380.91,196.2
1993_6,188.35,264.66,310.66,488.38,201.09,185.86,205.07,227.26,335.22,245.38,446.85,197.52,374.26,195.13
1993_7,187.97,261.11,305.65,479.04,200.01,186.47,204.93,225.12,329.71,243.14,439.18,196.46,367.78,194.1
1993_8,187.64,257.63,300.39,469.47,198.93,187.1,204.84,222.75,323.7,240.9,430.95,195.38,360.82,193.03
1993_9,187.17,253.98,294.99,459.92,197.78,187.68,204.61,220.45,317.86,238.23,423.04,194.29,354.02,191.94
1993_10,186.73,250.19,289.42,450.02,196.62,188.22,204.35,218.03,311.7,235.69,414.6,193.12,346.91,190.77
1993_11,186.2,246.33,283.77,440.02,195.37,188.69,204.07,215.58,305.42,233.02,406.09,191.91,339.69,189.55
1993_12,185.7,242.36,277.94,429.76,194.15,189.13,203.71,213.08,298.98,230.3,397.22,190.75,332.26,188.39
1994_1,184.59,244.17,280.75,433.09,194.47,191.07,205.75,214.13,301.95,232.35,400.98,191.03,335.34,188.67
1994_2,183.56,245.95,283.58,436.39,194.82,192.87,207.66,215.18,304.91,234.37,404.7,191.36,338.34,189.0
1994_3,182.44,247.73,286.32,439.7,195.18,194.45,209.45,216.18,307.87,236.45,408.34,191.72,341.36,189.4
1994_4,181.21,249.37,288.93,442.73,195.42,196.05,211.23,217.07,310.64,238.34,411.76,191.99,344.17,189.55
1994_5,179.87,250.93,291.4,445.54,195.61,197.58,212.88,217.92,313.24,240.13,415.01,192.2,346.84,189.72
1994_6,178.45,252.44,293.86,448.29,195.79,199.15,214.59,218.74,315.79,241.92,418.28,192.35,349.46,189.86
1994_7,176.99,253.88,296.17,450.88,195.91,200.6,216.16,219.52,318.28,243.59,421.26,192.51,351.91,190.01
1994_8,175.43,255.29,298.57,453.41,196.01,202.04,217.73,220.21,320.72,245.23,424.25,192.61,354.4,190.09
1994_9,173.74,256.61,300.63,455.95,196.14,203.32,219.21,220.91,323.13,246.77,427.12,192.65,356.73,190.13
1994_10,171.99,257.71,302.66,458.18,196.11,204.7,220.67,221.36,325.22,248.3,429.73,192.65,358.91,190.15
1994_11,170.09,258.96,304.69,459.93,196.06,205.91,221.93,221.95,327.28,249.73,432.23,192.63,360.81,190.07
1994_12,167.95,259.95,306.47,461.76,195.91,207.06,223.21,222.39,329.16,250.94,434.51,192.49,362.7,189.86
1995_1,172.24,263.56,311.14,467.73,197.99,211.84,227.99,225.17,334.05,255.21,440.73,194.57,367.9,191.89
1995_2,176.38,267.19,315.91,474.0,200.13,216.49,232.78,227.98,339.1,259.57,447.28,196.68,373.36,193.93
1995_3,180.56,270.85,320.72,480.2,202.29,221.07,237.39,230.79,344.14,263.97,453.64,198.88,378.56,195.98
1995_4,184.53,274.46,325.38,485.95,204.44,225.56,241.99,233.56,349.06,268.4,459.86,200.95,383.6,197.99
1995_5,188.41,278.0,329.91,491.86,206.5,229.95,246.47,236.3,353.88,272.36,465.89,202.97,388.71,199.95
1995_6,192.28,281.56,334.52,497.64,208.6,234.42,251.03,239.08,358.72,276.56,472.05,205.03,393.79,201.92
1995_7,196.12,285.12,339.13,503.54,210.68,238.91,255.59,241.82,363.55,280.78,478.2,207.09,398.9,203.92
1995_8,199.89,288.72,343.84,509.55,212.78,243.34,260.14,244.57,368.54,285.0,484.45,209.16,404.11,205.89
1995_9,203.6,292.25,348.41,515.33,214.9,247.77,264.63,247.29,373.34,289.18,490.52,211.22,409.1,207.88
1995_10,207.3,295.78,353.07,521.1,216.97,252.27,269.2,250.0,378.21,293.46,496.66,213.27,414.18,209.82
1995_11,210.9,299.22,357.51,526.61,219.0,256.58,273.56,252.66,382.86,297.48,502.59,215.27,419.08,211.75
1995_12,214.42,302.71,361.96,532.17,221.0,260.87,278.0,255.37,387.53,301.47,508.56,217.25,423.93,213.69
1996_1,214.84,307.09,367.35,538.6,223.69,261.93,279.53,258.79,393.38,304.72,515.84,219.89,429.91,216.08
1996_2,215.23,311.35,372.69,545.1,226.4,262.88,281.1,262.15,399.11,308.02,523.19,222.52,435.85,218.55
1996_3,215.71,315.67,378.11,551.52,229.05,263.97,282.66,265.53,404.91,311.37,530.37,225.24,441.76,221.12
1996_4,215.98,319.89,383.22,557.92,231.63,264.58,283.97,268.81,410.48,314.23,537.46,227.71,447.47,223.24
1996_5,216.34,324.09,388.55,564.24,234.25,265.59,285.5,272.1,416.18,317.41,544.53,230.29,453.18,225.58
1996_6,216.6,328.21,393.45,570.17,236.78,266.38,286.87,275.36,421.53,320.3,551.42,232.78,458.73,227.87
1996_7,216.94,332.35,398.63,576.13,239.34,267.29,288.36,278.58,427.03,323.39,558.45,235.32,464.34,230.18
1996_8,217.25,336.45,403.62,582.1,241.89,268.17,289.74,281.77,432.41,326.39,565.11,237.84,469.8,232.48
1996_9,217.49,340.54,408.65,588.02,244.44,269.01,291.13,284.97,437.84,329.33,571.88,240.33,475.28,234.76
1996_10,217.85,344.56,413.71,594.1,246.95,269.91,292.65,288.09,443.21,332.39,578.78,242.85,480.86,237.01
1996_11,217.98,348.53,418.56,599.63,249.43,270.73,294.0,291.2,448.44,335.31,585.38,245.22,486.16,239.18
1996_12,218.2,352.43,423.32,605.22,251.78,271.53,295.22,294.26,453.59,338.0,591.75,247.6,491.33,241.4
1997_1,219.47,354.08,424.8,605.64,253.76,272.02,295.7,296.04,454.94,339.18,593.07,249.6,492.34,243.44
1997_2,220.46,356.3,426.77,605.95,255.95,272.32,296.36,298.23,456.67,340.64,594.43,251.58,493.61,245.4
1997_3,221.37,357.42,427.56,607.15,257.51,272.56,296.75,299.43,457.95,341.09,596.48,253.26,494.88,246.82
1997_4,222.36,359.0,428.78,607.31,259.44,272.71,296.99,301.14,459.35,342.02,597.93,255.12,495.7,248.58
1997_5,223.27,360.55,430.05,608.14,261.21,272.89,297.34,302.75,460.6,342.78,599.34,256.83,497.04,250.29
1997_6,224.29,362.05,431.24,608.45,262.98,273.1,297.65,304.39,461.79,343.65,600.67,258.59,497.99,252.01
1997_7,225.33,363.61,432.6,609.07,264.8,273.4,298.08,306.01,463.22,344.6,602.22,260.41,499.16,253.78
1997_8,226.29,365.17,433.87,609.65,266.62,273.58,298.44,307.63,464.5,345.49,603.57,262.19,500.23,255.52
1997_9,227.32,366.7,435.15,610.29,268.4,273.9,298.87,309.2,465.88,346.41,605.14,263.96,501.4,257.22
1997_10,228.24,368.19,436.37,610.7,270.17,274.08,299.18,310.78,467.17,347.23,606.51,265.67,502.37,258.83
1997_11,229.15,369.6,437.46,611.08,271.81,274.28,299.46,312.31,468.28,348.01,607.65,267.29,503.26,260.37
1997_12,230.09,371.1,438.7,611.48,273.5,274.45,299.78,313.88,469.52,348.85,609.0,268.95,504.25,262.02
1998_1,230.2,373.36,438.58,610.17,279.14,274.12,299.46,317.82,469.33,349.31,608.51,274.51,503.76,267.11
1998_2,230.34,375.61,438.56,608.93,284.66,273.93,299.28,321.65,469.26,349.85,608.08,280.0,503.31,272.11
1998_3,230.43,377.78,438.45,607.64,290.07,273.54,298.97,325.37,469.07,350.32,607.65,285.3,502.86,276.99
1998_4,230.46,379.73,437.96,606.12,295.25,272.96,298.36,328.96,468.8,350.52,607.04,290.42,502.2,281.72
1998_5,230.41,381.67,437.88,604.6,300.26,272.48,297.9,332.46,468.42,350.9,606.17,295.31,501.52,286.18
1998_6,230.42,383.61,437.67,603.25,305.2,272.08,297.52,335.86,468.17,351.23,605.52,300.17,500.92,290.63
1998_7,230.36,385.32,437.33,601.72,309.98,271.57,297.02,339.08,467.72,351.43,604.74,304.85,500.22,294.92
1998_8,230.3,387.06,436.97,600.25,314.6,271.08,296.54,342.22,467.34,351.62,604.0,309.42,499.51,299.1
1998_9,230.18,388.66,436.59,598.56,319.08,270.58,296.03,345.23,466.87,351.72,603.07,313.87,498.67,303.15
1998_10,229.96,390.14,436.07,596.9,323.39,269.99,295.45,348.13,466.26,351.78,602.06,318.08,497.77,306.98
1998_11,229.75,391.53,435.51,595.02,327.54,269.39,294.85,350.92,465.62,351.78,601.04,322.19,496.84,310.71
1998_12,229.45,392.77,434.81,592.98,331.49,268.74,294.17,353.58,464.76,351.64,599.64,326.03,495.62,314.23
1999_1,229.13,391.72,432.9,589.31,331.63,267.58,292.79,353.17,462.65,350.2,596.65,326.17,493.09,314.33
1999_2,228.83,390.58,430.89,585.63,331.72,266.3,291.48,352.69,460.47,348.75,593.52,326.32,490.49,314.41
1999_3,228.44,389.34,428.77,581.9,331.77,264.58,289.65,352.2,458.27,347.29,590.41,326.44,487.84,314.46
1999_4,228.08,388.28,426.67,578.13,331.96,263.26,288.23,351.66,456.01,345.56,587.09,326.54,485.11,314.53
1999_5,227.73,386.99,424.35,574.44,332.0,261.98,286.77,351.11,453.63,344.26,583.91,326.61,482.44,314.55
1999_6,227.26,385.75,422.31,570.25,332.0,260.38,285.12,350.54,451.15,342.37,580.49,326.61,479.56,314.51
