Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1992_4,356.61,196.08,195.63,210.58,196.36,375.51,406.55,217.35,254.84,245.85,212.95,248.15,352.06,429.47,212.72,513.53,216.57,467.6,237.79,370.21,501.17,195.04,230.12,213.13,347.07,195.05,218.16,266.04,346.28,210.35,183.18,350.96,510.5,610.56,410.48,427.2,412.69,420.92
1992_5,356.05,194.52,194.04,209.65,194.67,374.95,405.93,216.38,253.37,245.07,212.2,247.44,350.96,428.73,211.8,512.52,215.62,466.42,236.42,369.63,500.16,193.43,228.75,212.22,346.72,193.48,217.2,265.12,345.5,209.47,182.47,350.63,509.34,609.2,409.53,425.94,411.97,419.89
1992_6,355.87,193.09,192.57,208.75,193.18,374.51,405.22,215.46,252.57,244.24,211.57,246.66,350.67,428.22,210.89,511.72,214.7,465.35,235.17,369.28,499.13,191.96,227.46,211.31,346.38,191.98,216.24,264.71,345.59,208.58,181.79,350.21,508.37,608.26,408.61,424.86,411.35,419.01
1992_7,354.92,191.34,190.91,207.7,191.53,373.72,404.33,214.38,250.89,243.26,210.74,245.73,349.22,427.33,209.83,510.54,213.62,463.89,233.67,368.45,497.9,190.31,225.93,210.24,345.72,190.34,215.16,263.42,344.38,207.55,180.98,349.56,507.02,606.79,407.51,423.4,410.46,417.84
1992_8,354.34,189.72,189.27,206.66,189.87,373.01,403.48,213.31,249.73,242.29,209.91,244.82,348.43,426.46,208.78,509.38,212.55,462.48,232.22,367.76,496.69,188.67,224.43,209.18,345.14,188.7,214.08,262.66,343.91,206.53,180.17,348.93,505.71,605.36,406.42,421.99,409.58,416.69
1992_9,353.68,188.02,187.57,205.58,188.18,372.2,402.54,212.18,248.47,241.27,209.18,243.85,347.54,425.5,207.68,508.12,211.43,460.97,230.7,366.97,495.37,186.98,222.86,208.06,344.48,187.01,212.95,261.79,343.34,205.46,179.32,348.23,504.27,603.79,405.24,420.51,408.6,415.45
1992_10,352.96,186.31,185.81,204.44,186.41,371.33,401.45,210.99,247.08,240.18,208.27,242.79,346.4,424.38,206.53,506.67,210.22,459.31,229.15,366.14,493.8,185.36,221.33,206.89,343.7,185.27,211.76,260.83,342.8,204.3,178.41,347.4,502.75,601.97,403.86,418.92,407.51,414.04
1992_11,352.03,184.57,184.07,203.28,184.67,370.31,400.15,209.78,245.73,239.08,207.33,241.76,345.26,423.25,205.38,504.83,209.05,457.39,227.59,365.21,492.1,183.49,219.61,205.69,342.84,183.5,210.6,259.75,341.75,203.17,177.48,346.55,500.82,599.6,402.38,416.83,406.24,412.59
1992_12,350.71,182.43,181.99,202.0,182.59,368.91,398.75,208.24,243.95,237.69,206.0,240.42,343.87,421.51,203.95,503.03,207.6,455.47,225.63,363.76,490.13,181.44,217.62,204.3,341.72,181.45,209.05,258.56,340.53,201.76,176.35,345.42,498.77,597.45,400.65,415.21,404.62,410.67
1993_1,345.65,183.01,182.67,200.83,183.26,363.51,392.85,207.14,242.34,235.67,205.75,238.3,339.49,415.33,202.78,495.5,206.45,448.29,224.79,358.47,482.74,182.09,217.3,203.14,336.77,181.97,207.88,255.99,335.97,200.6,175.33,340.44,491.2,588.41,394.41,408.49,398.62,404.32
1993_2,340.77,183.9,183.43,199.69,183.83,358.43,387.14,206.02,240.85,233.71,205.62,236.28,335.07,409.45,201.7,488.4,205.41,441.43,224.22,353.51,475.56,182.65,217.21,202.12,332.04,182.65,206.74,253.21,330.88,199.6,174.41,335.63,484.0,580.03,388.63,402.29,392.99,398.35
1993_3,335.95,184.42,183.95,198.79,184.49,353.23,381.65,205.03,239.41,231.9,205.62,234.35,330.98,403.43,200.78,481.15,204.34,434.68,223.62,348.34,468.61,183.33,217.01,201.15,327.33,183.35,205.77,250.77,326.22,198.64,173.62,330.87,476.66,571.26,382.75,396.02,387.14,392.28
1993_4,330.89,185.02,184.59,197.84,185.15,347.87,375.78,204.02,237.84,229.98,205.55,232.32,326.63,397.26,199.82,473.68,203.3,427.68,222.93,343.17,461.3,184.0,216.79,200.14,322.44,184.0,204.71,248.26,321.38,197.65,172.78,325.89,469.18,562.38,376.6,389.57,381.21,386.01
1993_5,325.64,185.53,185.1,196.74,185.69,342.21,369.61,202.93,236.22,227.92,205.29,230.15,322.39,390.81,198.72,465.83,202.19,420.32,222.1,337.56,453.62,184.51,216.42,199.1,317.32,184.58,203.56,245.45,316.64,196.65,171.79,320.75,461.15,552.91,370.27,382.78,374.89,379.5
1993_6,320.25,186.12,185.68,195.67,186.25,336.56,363.35,201.8,234.44,225.85,205.12,227.96,317.32,384.23,197.64,457.92,201.09,412.87,221.3,331.98,445.67,185.09,216.08,198.02,312.17,185.17,202.36,242.68,311.11,195.57,170.86,315.5,453.22,543.45,363.84,375.94,368.57,372.87
