Unnamed: 0,0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29
1998_7,650.05,420.85,478.85,270.02,308.15,272.01,307.2,222.55,285.69,438.71,304.16,441.16,442.02,328.97,548.81,491.26,304.72,330.1,456.24,333.33,290.87,270.94,443.92,270.87,271.25,472.1,584.91,637.01
1998_8,648.23,421.17,478.48,269.54,312.76,271.53,311.77,222.66,285.22,438.41,307.98,440.81,441.7,332.72,548.19,490.59,309.29,329.64,455.88,337.94,290.39,270.42,443.54,270.37,270.75,471.69,584.01,636.22
1998_9,646.22,421.33,478.0,269.03,317.23,271.03,316.2,222.7,284.73,438.02,311.61,440.45,441.3,336.33,547.53,489.76,313.74,329.15,455.45,342.37,289.88,269.89,443.17,269.88,270.21,471.17,582.92,635.22
1998_10,644.16,421.5,477.37,268.46,321.5,270.44,320.47,222.64,284.12,437.52,315.1,439.96,440.8,339.76,546.74,488.9,317.94,328.59,454.89,346.6,289.3,269.31,442.7,269.29,269.62,470.58,581.67,634.14
1998_11,641.95,421.58,476.72,267.92,325.63,269.82,324.6,222.57,283.57,437.0,318.58,439.42,440.25,343.08,545.96,488.0,322.04,327.98,454.29,350.71,288.68,268.72,442.11,268.7,269.04,469.97,580.36,633.05
1998_12,639.51,421.49,475.8,267.22,329.53,269.15,328.53,222.44,282.92,436.34,321.73,438.68,439.57,346.2,544.86,486.81,325.9,327.28,453.48,354.54,287.99,268.02,441.42,268.06,268.31,469.08,578.81,631.56
1999_1,635.31,419.81,473.64,266.08,329.68,267.99,328.68,222.32,281.66,434.44,321.68,436.63,437.6,346.03,542.33,484.33,326.02,325.72,451.45,354.59,286.63,266.73,439.47,266.91,267.05,466.94,575.74,628.39
1999_2,631.11,418.1,471.43,264.86,329.78,266.79,328.78,222.21,280.25,432.39,321.59,434.6,435.58,345.78,539.65,481.8,326.19,324.21,449.34,354.55,285.3,265.41,437.47,265.58,265.8,464.66,572.56,625.09
1999_3,626.91,416.74,469.18,262.99,329.86,265.01,328.85,222.02,278.55,430.28,321.47,432.51,433.53,345.43,536.95,479.2,326.3,322.38,447.26,354.35,283.51,263.91,435.26,263.92,264.31,462.35,569.39,621.78
1999_4,622.68,414.34,466.91,261.82,330.06,263.67,329.0,221.87,277.25,428.28,321.28,430.38,431.42,345.29,534.12,476.52,326.34,320.76,445.04,354.56,282.14,262.67,433.07,262.61,262.85,459.96,566.17,618.29
1999_5,618.44,412.93,464.44,260.44,330.08,262.39,329.03,221.71,275.85,426.0,321.17,428.3,429.21,344.91,531.38,473.93,326.44,319.31,442.56,354.29,280.67,261.32,430.76,261.31,261.64,457.54,562.76,614.86
1999_6,613.72,410.62,461.89,259.0,330.07,260.76,329.05,221.46,274.25,423.93,320.88,426.08,426.99,344.54,528.42,471.11,326.47,317.33,440.37,354.19,279.11,259.82,428.7,259.73,260.07,455.19,559.24,611.29
1999_7,608.84,408.83,459.5,257.58,330.15,259.42,329.14,221.3,272.75,421.78,320.79,423.86,424.87,344.24,525.53,468.34,326.59,315.7,438.14,354.11,277.55,258.42,426.55,258.34,258.73,452.71,555.39,607.72
1999_8,605.04,406.85,456.96,256.12,330.06,257.88,329.06,221.0,271.21,419.48,320.43,421.66,422.52,343.79,522.6,465.67,326.5,313.9,435.74,353.86,275.96,256.89,424.23,256.84,257.25,450.25,552.45,604.17
1999_9,600.8,405.01,454.57,254.72,330.16,256.52,329.15,220.84,269.78,417.32,320.27,419.39,420.33,343.47,519.78,462.96,326.61,312.22,433.46,353.82,274.5,255.49,422.07,255.47,255.82,447.88,549.09,600.74
1999_10,596.36,403.0,452.01,253.23,330.14,254.95,329.11,220.59,268.25,415.02,320.0,417.1,418.01,343.04,516.78,460.16,326.53,310.43,431.03,353.59,272.92,253.98,419.73,253.95,254.29,445.38,545.57,597.16
1999_11,591.98,401.02,449.46,251.7,330.08,253.47,329.07,220.31,266.64,412.71,319.69,414.69,415.69,342.63,513.73,457.31,326.52,308.56,428.62,353.39,271.28,252.47,417.34,252.45,252.73,442.79,542.13,593.43
1999_12,587.4,399.0,446.82,250.19,329.94,251.96,328.95,220.06,265.13,410.41,319.41,412.37,413.33,342.15,510.7,454.47,326.41,306.79,426.15,353.16,269.68,250.98,415.03,250.99,251.2,440.24,538.52,589.77
2000_1,586.4,399.18,446.74,250.85,330.84,252.7,329.86,220.47,265.75,410.45,320.24,412.41,413.39,342.93,510.58,454.23,327.29,307.16,426.11,354.02,270.29,251.46,415.07,251.68,251.75,440.17,538.07,589.43
2000_2,585.55,399.42,446.85,251.48,331.83,253.26,330.85,220.89,266.16,410.54,321.17,412.49,413.52,343.74,510.56,454.1,328.29,307.52,426.22,354.97,270.72,251.99,415.18,252.2,252.3,440.23,537.81,589.28
2000_3,584.57,399.49,446.86,251.9,332.79,253.63,331.74,221.26,266.58,410.57,322.04,412.51,413.51,344.52,510.5,453.9,329.22,307.81,426.27,355.9,271.09,252.45,415.2,252.6,252.78,440.21,537.39,589.03
2000_4,583.43,399.64,446.79,252.02,333.67,253.87,332.61,221.61,266.9,410.5,322.87,412.35,413.42,345.24,510.25,453.55,330.11,307.95,426.18,356.76,271.37,252.86,415.09,252.89,253.13,440.06,536.89,588.56
2000_5,581.85,399.36,446.29,252.42,334.36,254.11,333.34,221.83,267.17,410.22,323.45,412.05,413.13,345.75,509.69,452.91,330.78,308.01,425.77,357.36,271.6,253.15,414.75,253.12,253.44,439.63,535.93,587.71
2000_6,580.43,399.26,445.89,252.71,335.03,254.41,334.01,222.05,267.45,409.92,324.1,411.82,412.83,346.27,509.16,452.33,331.47,308.08,425.43,357.94,271.82,253.47,414.45,253.44,253.72,439.21,535.08,586.92
2000_7,579.12,399.17,445.61,252.97,335.76,254.73,334.74,222.3,267.75,409.62,324.79,411.52,412.56,346.82,508.75,451.86,332.18,308.2,425.17,358.63,272.11,253.79,414.19,253.74,254.02,438.89,534.35,586.25
2000_8,577.79,399.02,445.26,253.31,336.46,255.05,335.42,222.51,268.07,409.34,325.4,411.21,412.27,347.32,508.26,451.33,332.89,308.3,424.85,359.27,272.39,254.08,413.92,254.06,254.35,438.56,533.57,585.55
2000_9,576.25,398.78,444.76,253.59,337.06,255.32,336.02,222.68,268.28,408.94,325.95,410.83,411.84,347.75,507.62,450.62,333.5,308.29,424.41,359.81,272.55,254.34,413.49,254.32,254.62,438.04,532.61,584.64
2000_10,574.59,398.42,444.19,253.74,337.59,255.44,336.6,222.74,268.41,408.54,326.38,410.36,411.41,348.14,506.91,449.88,334.0,308.19,423.9,360.28,272.61,254.51,413.03,254.48,254.73,437.49,531.56,583.67
2000_11,572.98,398.12,443.62,253.97,338.08,255.71,337.08,222.85,268.61,408.06,326.89,409.91,410.91,348.5,506.24,449.16,334.52,308.18,423.39,360.76,272.79,254.74,412.56,254.71,254.97,436.95,530.46,582.74
2000_12,571.27,397.59,442.86,254.06,338.53,255.78,337.55,222.9,268.75,407.49,327.26,409.32,410.33,348.76,505.3,448.23,334.97,307.97,422.69,361.13,272.81,254.84,411.92,254.89,255.06,436.24,529.22,581.48
2001_1,569.37,397.41,442.62,253.37,338.24,254.93,337.44,222.43,268.03,407.28,326.98,409.18,410.24,348.63,505.0,447.73,334.57,307.32,422.54,360.79,271.9,253.97,411.4,254.17,254.09,435.94,527.97,580.87
2001_2,567.72,397.24,442.29,252.47,338.04,254.1,337.17,221.9,267.01,407.06,326.64,408.92,410.03,348.38,504.57,447.14,334.32,306.67,422.25,360.44,271.06,253.03,411.18,253.17,253.14,435.63,527.04,580.1
2001_3,566.23,397.15,442.14,251.44,337.91,253.01,336.99,221.43,266.06,406.92,326.39,408.85,409.88,348.21,504.27,446.68,334.21,306.0,422.14,360.25,270.1,252.12,411.06,252.12,252.25,435.44,526.31,579.59
2001_4,564.54,396.83,441.83,250.48,337.68,251.95,336.75,220.89,265.13,406.68,326.02,408.55,409.62,347.97,503.84,446.1,333.98,305.18,421.86,359.96,269.18,251.1,410.8,251.14,251.29,435.13,525.36,578.88
2001_5,562.62,396.6,441.34,249.36,337.34,250.96,336.43,220.29,264.1,406.38,325.57,408.2,409.27,347.65,503.2,445.31,333.65,304.47,421.45,359.54,268.17,250.12,410.47,250.06,250.18,434.63,524.26,577.86
2001_6,560.92,396.26,440.94,248.32,337.0,249.89,336.11,219.67,263.11,406.07,325.12,407.93,408.97,347.35,502.66,444.62,333.33,303.65,421.08,359.15,267.16,249.09,410.13,249.01,249.17,434.19,523.23,577.0
2001_7,559.21,395.89,440.48,247.25,336.64,248.8,335.78,219.06,262.06,405.72,324.68,407.55,408.61,347.01,502.05,443.95,332.98,302.79,420.69,358.69,266.13,248.03,409.76,247.94,248.1,433.71,522.17,576.1
