Unnamed: 0,0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2001_6,469.79,432.9,339.43,400.91,334.13,448.87,267.09,223.57,521.75,333.59,271.39,408.83,356.26,407.04,454.48,265.12,337.9,337.07,412.47,249.45,248.84,405.76
2001_7,468.85,432.46,339.06,400.53,333.8,448.32,266.04,222.86,521.11,333.18,271.09,408.45,355.91,406.68,453.72,264.1,337.56,336.69,412.08,248.37,247.78,405.42
2001_8,467.88,432.01,338.74,400.17,333.44,447.72,265.0,222.14,520.4,332.75,270.8,408.03,355.55,406.32,452.88,263.11,337.23,336.36,411.67,247.29,246.71,405.06
2001_9,466.92,431.53,338.35,399.84,333.07,447.27,264.06,221.38,519.74,332.35,270.5,407.67,355.18,405.94,452.06,262.14,336.86,336.02,411.31,246.28,245.64,404.66
2001_10,466.0,431.06,337.9,399.41,332.66,446.63,262.96,220.67,519.0,331.81,270.11,407.17,354.78,405.51,451.23,261.12,336.46,335.62,410.86,245.18,244.55,404.24
2001_11,464.85,430.4,337.35,398.88,332.17,445.91,261.79,219.77,518.13,331.23,269.67,406.71,354.28,404.99,450.25,259.98,335.97,335.09,410.22,243.98,243.32,403.74
2001_12,463.66,429.67,336.84,398.34,331.62,445.13,260.71,219.03,517.2,330.68,269.29,406.1,353.72,404.42,449.25,258.9,335.36,334.58,409.69,242.84,242.21,403.14
2002_1,463.27,429.72,337.23,398.43,332.11,445.13,261.33,219.08,517.11,331.13,269.47,406.22,354.12,404.55,448.98,259.35,335.73,335.01,409.78,243.44,242.71,403.29
2002_2,463.19,430.01,337.98,398.84,332.8,445.41,261.97,219.3,517.36,331.86,269.84,406.51,354.71,404.85,448.99,260.04,336.49,335.73,410.12,244.18,243.38,403.59
2002_3,462.98,430.16,338.53,399.01,333.33,445.5,262.38,219.44,517.49,332.45,270.17,406.72,355.17,405.02,448.92,260.48,337.06,336.32,410.31,244.56,243.88,403.73
2002_4,462.7,430.27,339.13,399.2,333.88,445.55,262.88,219.59,517.45,333.0,270.48,406.8,355.62,405.19,448.69,260.95,337.68,336.88,410.44,245.04,244.41,403.86
2002_5,462.19,430.19,339.58,399.14,334.35,445.32,263.24,219.6,517.16,333.43,270.67,406.82,355.96,405.16,448.28,261.3,338.16,337.31,410.32,245.43,244.84,403.91
2002_6,461.64,430.02,339.96,399.16,334.77,445.12,263.6,219.61,516.79,333.8,270.81,406.45,356.2,405.13,447.8,261.64,338.54,337.65,410.27,245.82,245.25,403.87
2002_7,461.13,429.9,340.38,399.15,335.16,444.7,263.86,219.65,516.32,334.25,270.99,406.49,356.5,405.11,447.3,261.96,338.95,338.03,410.13,246.11,245.68,403.85
2002_8,460.74,429.91,340.85,399.21,335.58,444.82,264.42,219.7,516.47,334.68,271.18,406.74,356.81,405.09,447.2,262.41,339.43,338.49,410.2,246.68,246.12,403.88
2002_9,460.19,429.71,341.18,399.16,335.9,444.65,264.8,219.66,516.14,335.0,271.27,406.58,357.03,405.01,446.74,262.74,339.75,338.82,410.12,247.09,246.49,403.73
2002_10,459.62,429.49,341.48,399.03,336.2,444.41,265.19,219.58,515.78,335.28,271.31,406.39,357.23,404.84,446.29,263.04,340.08,339.11,409.95,247.49,246.81,403.6
2002_11,458.84,429.13,341.62,398.77,336.41,443.96,265.41,219.47,515.22,335.47,271.26,406.09,357.31,404.58,445.62,263.26,340.28,339.29,409.66,247.74,247.14,403.34
2002_12,458.02,428.65,341.76,398.48,336.43,443.38,265.54,219.29,514.53,335.61,271.19,405.65,357.27,404.26,444.88,263.45,340.24,339.45,409.3,247.91,247.36,402.96
2003_1,461.44,432.16,343.78,401.69,338.62,446.88,267.16,220.59,518.67,337.57,272.61,409.14,359.67,407.58,448.47,265.01,342.4,341.44,412.59,249.44,248.77,406.4
2003_2,465.65,436.44,346.45,405.79,341.27,451.41,269.36,222.13,523.66,340.24,274.52,413.19,362.78,411.7,452.49,267.21,345.08,344.17,416.8,251.44,250.62,410.48
2003_3,469.4,440.3,348.69,409.24,343.54,455.2,271.03,223.54,528.09,342.51,276.15,416.94,365.45,415.35,456.24,268.88,347.36,346.48,420.43,252.75,252.15,414.16
2003_4,473.17,444.11,351.06,412.81,345.84,459.13,272.79,224.93,532.58,344.72,277.8,420.54,368.17,419.06,459.94,270.53,349.72,348.83,424.09,254.35,253.68,417.69
2003_5,476.77,447.83,353.3,416.34,348.07,462.95,274.55,226.24,537.02,346.92,279.33,424.25,370.77,422.61,463.62,272.4,351.95,351.09,427.75,255.9,255.28,421.33
2003_6,480.62,451.68,355.53,420.01,350.29,466.91,276.31,227.67,541.53,349.25,280.94,427.88,373.41,426.35,467.4,274.18,354.15,353.38,431.53,257.47,256.88,424.91
2003_7,484.16,455.32,357.86,423.39,352.58,470.51,278.0,228.96,545.7,351.35,282.56,431.37,376.02,429.82,470.87,275.86,356.45,355.62,434.97,258.91,258.34,428.55
2003_8,487.83,459.13,360.17,427.0,354.83,474.38,279.76,230.33,550.1,353.59,284.15,435.05,378.67,433.48,474.54,277.58,358.76,357.98,438.68,260.46,259.85,432.17
2003_9,491.5,462.9,362.37,430.5,357.05,478.25,281.52,231.62,554.53,355.75,285.67,438.69,381.31,437.12,478.24,279.39,360.98,360.19,442.31,262.01,261.39,435.73
2003_10,495.12,466.58,364.52,433.89,359.2,481.95,283.23,232.92,558.81,357.86,287.14,442.18,383.87,440.63,481.83,281.06,363.18,362.4,445.84,263.53,262.87,439.28
2003_11,498.3,469.92,366.35,437.08,361.07,485.62,284.82,234.03,563.01,359.68,288.41,445.78,386.12,443.89,485.38,282.61,365.02,364.29,449.33,264.77,264.25,442.5
2003_12,501.68,473.38,368.47,440.34,363.19,488.86,286.3,235.24,566.69,361.72,289.83,448.85,388.58,447.26,488.38,284.11,367.09,366.37,452.45,266.21,265.58,445.96
2004_1,505.69,477.42,371.76,444.17,366.49,493.01,290.09,237.85,571.43,365.12,292.58,452.69,392.07,451.07,492.39,287.78,370.4,369.78,456.38,269.97,269.18,449.76
2004_2,509.2,481.06,374.89,447.64,369.51,496.7,293.51,240.32,575.67,368.28,295.12,456.14,395.27,454.52,495.93,291.24,373.49,372.85,459.88,273.45,272.59,453.22
2004_3,512.69,484.65,378.01,451.09,372.52,500.39,296.96,242.76,579.85,371.44,297.68,459.55,398.44,457.98,499.43,294.57,376.58,375.98,463.4,276.69,275.93,456.62
2004_4,516.06,488.13,381.0,454.36,375.53,503.87,300.25,245.12,583.82,374.46,300.12,462.95,401.54,461.34,502.71,297.8,379.61,378.93,466.68,279.84,279.22,459.99
2004_5,519.39,491.54,383.99,457.64,378.48,507.37,303.68,247.48,587.75,377.46,302.55,466.16,404.61,464.67,506.03,301.13,382.59,381.88,470.05,283.14,282.55,463.31
2004_6,522.66,494.89,386.96,460.91,381.42,510.84,307.05,249.82,591.69,380.47,304.99,469.48,407.64,467.94,509.31,304.41,385.53,384.8,473.36,286.49,285.84,466.59
2004_7,526.02,498.35,389.95,464.21,384.37,514.35,310.42,252.22,595.69,383.58,307.46,472.82,410.69,471.27,512.67,307.71,388.51,387.75,476.72,289.77,289.18,469.89
