Unnamed: 0,0,1,2,3,4,5,6,8,9,10,11,12,13,14
1992_4,202.6,560.16,251.36,195.86,201.48,359.53,418.88,230.26,215.64,290.65,436.43,215.56,350.46,220.65
1992_5,202.08,558.1,250.66,194.21,200.59,359.14,417.86,228.77,214.69,289.94,435.6,214.62,349.98,219.2
1992_6,201.62,556.14,249.93,192.74,199.74,358.68,416.96,227.68,213.79,289.49,434.94,213.69,349.76,217.85
1992_7,201.01,553.76,249.0,191.08,198.75,358.01,415.79,226.02,212.72,288.5,433.94,212.62,348.91,216.27
1992_8,200.41,551.45,248.09,189.43,197.76,357.37,414.65,224.64,211.65,287.76,432.96,211.55,348.35,214.74
1992_9,199.81,549.03,247.12,187.73,196.72,356.64,413.41,223.23,210.53,286.95,431.88,210.43,347.7,213.15
1992_10,199.13,546.4,246.08,186.01,195.57,355.78,411.99,221.72,209.36,286.07,430.7,209.24,346.98,211.5
1992_11,198.4,542.82,245.02,184.23,194.5,354.85,410.49,220.13,208.17,285.05,429.25,208.04,346.08,209.85
1992_12,197.41,540.71,243.79,182.17,193.12,353.65,408.65,218.23,206.7,283.82,427.61,206.56,344.84,207.83
1993_1,196.45,531.46,241.5,182.85,191.95,348.57,402.3,217.53,205.59,280.61,421.25,205.42,339.9,207.68
1993_2,195.57,522.88,239.37,183.42,191.0,343.6,396.37,216.89,204.5,277.24,415.23,204.35,335.08,207.74
1993_3,194.85,514.37,237.24,184.06,190.09,338.79,390.33,216.34,203.48,274.11,409.06,203.38,330.36,207.56
1993_4,194.07,505.53,235.04,184.72,189.16,333.71,384.08,215.71,202.46,270.88,402.74,202.38,325.42,207.46
1993_5,193.12,496.32,232.82,185.25,188.07,328.37,377.59,215.03,201.38,267.53,396.04,201.29,320.3,207.19
1993_6,192.24,487.01,230.53,185.82,187.03,322.99,370.99,214.18,200.28,263.98,389.36,200.18,315.02,206.99
1993_7,191.4,478.08,228.25,186.43,186.04,317.69,364.57,213.47,199.2,260.48,382.73,199.12,309.86,206.8
1993_8,190.57,468.47,225.79,187.06,185.01,311.98,357.68,212.84,198.1,257.02,375.7,198.01,304.39,206.63
1993_9,189.66,459.03,223.36,187.64,183.98,306.38,350.93,211.83,196.96,253.26,368.84,196.9,298.84,206.36
1993_10,188.74,449.28,220.83,188.19,182.83,300.49,343.88,210.95,195.81,249.46,361.55,195.72,293.09,206.03
1993_11,187.71,439.36,218.24,188.66,181.67,294.48,336.72,209.97,194.56,245.57,354.2,194.49,287.25,205.69
1993_12,186.75,429.27,215.62,189.1,180.56,288.31,329.36,208.95,193.35,241.61,346.53,193.26,281.23,205.27
1994_1,185.04,432.71,216.75,191.04,180.75,291.18,332.4,210.93,193.69,243.4,349.89,193.58,284.08,207.3
1994_2,183.4,436.09,217.87,192.85,181.04,294.06,335.38,212.9,194.04,245.15,353.19,193.93,286.94,209.23
1994_3,181.69,439.5,218.93,194.43,181.35,296.94,338.37,214.83,194.42,246.98,356.46,194.3,289.72,211.05
1994_4,179.86,442.68,219.89,196.02,181.51,299.63,341.15,216.66,194.61,248.62,359.52,194.54,292.37,212.85
1994_5,177.92,445.6,220.82,197.55,181.65,302.17,343.8,218.4,194.81,250.15,362.43,194.73,294.87,214.52
1994_6,175.88,448.45,221.7,199.11,181.73,304.65,346.4,220.12,194.98,251.67,365.35,194.91,297.36,216.24
1994_7,173.81,451.07,222.56,200.58,181.85,307.07,348.83,221.75,195.13,253.11,368.02,195.03,299.7,217.83
1994_8,171.64,453.66,223.31,202.0,181.9,309.44,351.3,223.35,195.22,254.52,370.7,195.13,302.13,219.41
1994_9,169.34,456.42,224.06,203.27,181.87,311.78,353.62,224.82,195.31,255.82,373.28,195.26,304.24,220.9
1994_10,166.95,458.7,224.57,204.66,181.86,313.77,355.77,226.35,195.34,256.96,375.6,195.2,306.29,222.38
1994_11,164.42,460.52,225.22,205.88,181.75,315.86,357.65,227.69,195.27,258.23,377.91,195.17,308.35,223.65
1994_12,161.67,462.43,225.72,207.03,181.5,317.67,359.53,228.91,195.1,259.18,379.97,195.03,310.15,224.95
1995_1,165.32,468.56,228.59,211.83,183.36,322.42,364.69,233.51,197.19,262.76,385.5,197.11,314.83,229.74
1995_2,168.82,474.84,231.48,216.46,185.19,327.31,370.1,238.15,199.33,266.41,391.28,199.24,319.62,234.53
1995_3,172.35,481.18,234.35,221.04,187.08,332.19,375.26,242.8,201.49,270.11,396.93,201.39,324.45,239.17
1995_4,175.69,487.1,237.2,225.52,188.89,337.0,380.26,247.41,203.62,273.77,402.5,203.53,329.13,243.79
1995_5,178.93,493.07,240.02,229.92,190.65,341.68,385.32,251.73,205.68,277.17,407.81,205.58,333.68,248.28
1995_6,182.15,498.92,242.9,234.38,192.42,346.36,390.35,256.18,207.77,280.72,413.32,207.67,338.32,252.85
1995_7,185.35,504.95,245.71,238.87,194.24,351.06,395.43,260.66,209.85,284.28,418.77,209.75,342.94,257.43
1995_8,188.46,511.05,248.53,243.3,196.02,355.89,400.59,265.12,211.92,287.85,424.31,211.84,347.67,262.0
1995_9,191.53,516.92,251.33,247.73,197.83,360.56,405.54,269.54,214.01,291.38,429.71,213.95,352.26,266.51
1995_10,194.57,522.83,254.11,252.24,199.57,365.29,410.58,274.03,216.09,294.95,435.16,216.0,356.95,271.09
1995_11,197.51,528.48,256.86,256.54,201.31,369.81,415.44,278.3,218.13,298.39,440.45,218.01,361.4,275.47
1995_12,200.39,534.3,259.65,260.83,203.1,374.38,420.25,282.59,220.11,301.78,445.8,220.02,365.85,279.93
1996_1,201.23,540.93,263.16,261.93,204.97,380.05,426.18,284.55,222.81,306.16,452.18,222.7,371.38,281.52
1996_2,202.04,547.61,266.6,262.86,207.01,385.59,432.06,286.57,225.45,310.47,458.73,225.4,376.88,283.15
1996_3,202.95,554.39,270.09,263.96,209.07,391.24,437.91,288.6,228.19,314.89,465.14,228.03,382.43,284.74
1996_4,203.6,560.8,273.44,264.54,210.71,396.66,443.59,290.33,230.72,318.91,471.39,230.61,387.68,286.12
1996_5,204.36,567.21,276.8,265.54,212.58,402.22,449.25,292.32,233.31,323.08,477.7,233.21,393.15,287.7
1996_6,205.04,573.4,280.16,266.34,214.41,407.41,454.75,294.01,235.84,327.15,483.8,235.73,398.17,289.13
1996_7,205.77,579.45,283.47,267.25,216.26,412.78,460.31,295.89,238.38,331.28,490.06,238.29,403.5,290.67
1996_8,206.47,585.54,286.76,268.14,218.11,418.01,465.74,297.72,240.93,335.36,496.0,240.82,408.62,292.1
1996_9,207.12,591.65,290.02,268.97,219.91,423.31,471.17,299.48,243.46,339.4,502.02,243.36,413.78,293.54
1996_10,207.86,597.88,293.23,269.88,221.7,428.52,476.71,301.35,245.99,343.47,508.17,245.85,418.97,295.11
1996_11,208.37,603.59,296.43,270.69,223.4,433.64,481.96,303.07,248.43,347.44,514.04,248.32,423.96,296.51
1996_12,208.97,609.35,299.57,271.5,225.13,438.64,487.09,304.69,250.84,351.22,519.72,250.66,428.85,297.8
1997_1,210.75,609.89,301.35,272.06,227.04,440.0,488.09,305.41,252.82,352.94,520.98,252.62,430.33,298.29
1997_2,212.28,610.53,303.55,272.31,228.83,441.91,489.38,306.21,254.87,355.07,522.51,254.86,432.37,298.95
1997_3,213.57,611.64,304.73,272.52,230.15,443.02,490.63,306.43,256.49,356.19,524.18,256.38,433.21,299.35
1997_4,215.05,611.55,306.43,272.68,231.71,444.41,491.42,306.94,258.4,357.7,525.54,258.29,434.45,299.64
1997_5,216.43,612.91,308.05,272.85,233.31,445.68,492.78,307.27,260.16,359.21,526.87,260.06,435.77,299.99
1997_6,217.91,613.23,309.67,273.07,234.88,446.88,493.73,307.72,261.94,360.71,528.14,261.82,436.98,300.31
1997_7,219.41,613.97,311.29,273.37,236.51,448.31,494.88,308.27,263.77,362.25,529.57,263.63,438.38,300.75
1997_8,220.87,614.65,312.92,273.56,238.14,449.6,495.96,308.7,265.56,363.79,530.87,265.44,439.69,301.13
1997_9,222.32,615.42,314.48,273.87,239.69,450.97,497.13,309.21,267.35,365.32,532.34,267.2,441.01,301.58
1997_10,223.7,615.92,316.05,274.05,241.15,452.27,498.1,309.61,269.09,366.78,533.62,268.96,442.27,301.91
1997_11,225.06,616.28,317.59,274.25,242.55,453.41,498.97,310.0,270.71,368.15,534.73,270.6,443.39,302.19
1997_12,226.43,616.91,319.16,274.43,244.06,454.65,499.97,310.43,272.4,369.62,536.02,272.29,444.66,302.53
1998_1,228.12,615.65,322.94,274.09,248.16,454.54,499.5,310.15,278.03,371.84,535.68,277.91,444.55,302.22
1998_2,229.79,614.49,326.59,273.93,252.25,454.55,499.05,309.95,283.51,374.09,535.39,283.41,444.54,302.05
1998_3,231.37,613.28,330.16,273.52,256.13,454.47,498.61,309.69,288.91,376.22,535.08,288.79,444.45,301.72
1998_4,232.87,611.8,333.6,272.94,259.93,454.23,497.96,309.25,294.13,378.08,534.61,293.93,443.96,301.11
1998_5,234.24,610.37,336.97,272.45,263.48,453.95,497.3,308.91,299.07,380.04,533.97,298.93,443.89,300.66
1998_6,235.62,609.06,340.21,272.05,267.06,453.78,496.7,308.58,303.98,381.94,533.5,303.85,443.69,300.29
1998_7,236.92,607.46,343.3,271.54,270.5,453.42,496.02,308.15,308.71,383.65,532.9,308.6,443.36,299.79
1998_8,238.19,606.06,346.29,271.04,273.86,453.12,495.33,307.71,313.3,385.36,532.32,313.21,443.01,299.32
1998_9,239.37,604.48,349.17,270.55,277.1,452.72,494.5,307.23,317.8,386.91,531.59,317.66,442.63,298.82
1998_10,240.42,602.86,351.93,269.96,280.08,452.19,493.62,306.68,322.12,388.39,530.8,321.93,442.12,298.24
1998_11,241.41,601.08,354.59,269.37,283.04,451.63,492.7,306.13,326.26,389.76,529.98,326.07,441.55,297.64
1998_12,242.32,599.06,357.13,268.72,285.81,450.85,491.5,305.44,330.15,390.97,528.85,330.01,440.85,296.96
