Unnamed: 0,0,1,2,3,4,5,6,7,8,9
2016_12,1365.48,1860.59,516.83,1290.14,915.76,758.26,1474.94,1021.92,1025.7,1621.87
2017_1,1360.84,1855.25,515.52,1292.52,917.31,757.09,1481.71,1024.65,1029.72,1610.57
2017_2,1369.03,1867.98,518.52,1299.51,922.07,759.83,1489.56,1029.28,1035.78,1622.08
2017_3,1378.77,1882.39,520.73,1307.9,926.42,763.88,1499.38,1034.45,1039.95,1633.99
2017_4,1386.89,1891.91,523.09,1315.24,930.38,767.07,1507.86,1038.82,1043.36,1643.88
2017_5,1391.43,1897.82,524.12,1319.8,933.66,768.5,1515.23,1043.39,1047.35,1650.96
2017_6,1397.73,1905.42,526.18,1326.12,936.52,771.09,1523.16,1047.81,1049.94,1658.73
2017_7,1403.75,1913.81,528.24,1332.74,940.56,774.02,1531.34,1052.29,1054.11,1666.86
2017_8,1409.4,1920.41,529.77,1337.56,943.38,775.34,1538.49,1055.93,1057.78,1674.25
2017_9,1419.13,1934.03,532.56,1345.61,948.65,779.08,1547.35,1060.78,1062.15,1685.5
2017_10,1425.34,1942.51,534.23,1351.47,952.01,781.68,1554.67,1064.65,1066.05,1693.66
2017_11,1431.06,1950.57,536.17,1357.86,955.77,784.24,1562.92,1069.44,1069.9,1701.17
2017_12,1437.62,1958.67,538.44,1364.53,959.66,786.67,1571.56,1073.85,1073.61,1709.82
2018_1,1445.86,1969.08,540.87,1371.88,964.04,789.43,1581.42,1078.59,1076.13,1720.34
2018_2,1452.96,1979.4,541.05,1378.79,966.46,791.91,1590.65,1083.2,1080.26,1729.4
2018_3,1464.99,1997.99,543.95,1388.74,971.28,796.68,1601.6,1088.48,1085.54,1744.46
2018_4,1477.8,2009.76,545.6,1402.49,974.98,801.8,1618.18,1093.42,1088.58,1765.05
2018_5,1481.37,2019.21,546.65,1403.12,978.27,801.48,1620.79,1097.94,1092.32,1765.5
2018_6,1489.46,2027.96,547.9,1410.77,981.15,804.63,1631.47,1102.64,1094.91,1775.99
2018_7,1498.69,2041.01,549.4,1418.65,984.68,807.54,1641.3,1107.08,1098.08,1788.1
2018_8,1505.18,2052.12,550.79,1425.16,988.21,809.73,1650.97,1111.58,1102.25,1797.38
2018_9,1512.57,2061.65,552.34,1432.38,991.71,812.11,1660.35,1115.78,1105.68,1806.28
2018_10,1521.37,2072.65,553.68,1439.41,995.09,814.81,1668.84,1119.87,1109.51,1817.09
2018_11,1529.56,2082.58,554.81,1446.54,997.6,817.98,1677.97,1123.7,1111.94,1827.21
2018_12,1535.0,2092.17,555.9,1453.03,1000.84,819.63,1687.44,1128.05,1114.53,1835.47
2019_1,1537.08,2100.1,555.82,1454.39,1001.16,819.7,1691.11,1129.4,1114.09,1841.49
2019_2,1543.22,2099.99,557.22,1459.94,1004.28,822.79,1697.04,1132.09,1117.24,1845.03
2019_3,1547.53,2106.71,557.53,1463.13,1005.85,824.13,1701.58,1134.1,1120.43,1850.75
2019_4,1551.55,2111.88,558.15,1467.67,1008.25,825.89,1706.53,1137.02,1122.41,1856.74
2019_5,1555.3,2115.32,558.98,1470.82,1010.14,827.66,1710.27,1138.87,1122.32,1860.16
2019_6,1558.63,2121.14,559.1,1474.06,1011.3,828.38,1715.38,1141.65,1124.36,1866.89
2019_7,1562.13,2123.37,559.27,1477.21,1012.39,829.25,1720.75,1143.2,1124.96,1870.64
2019_8,1566.92,2130.32,560.75,1481.77,1015.41,831.92,1725.84,1145.89,1127.14,1876.27
2019_9,1569.07,2133.15,560.6,1483.43,1016.62,832.37,1729.3,1147.45,1128.85,1879.98
2019_10,1573.81,2139.83,561.36,1487.13,1018.57,834.62,1733.0,1149.18,1130.78,1885.7
2019_11,1578.03,2144.21,562.16,1491.53,1020.7,836.26,1737.85,1151.84,1133.31,1891.34
2019_12,1580.0,2147.7,562.65,1493.78,1021.88,837.01,1742.89,1153.43,1132.28,1894.01
2020_1,1579.57,2135.92,561.28,1488.21,1020.66,835.11,1736.9,1149.91,1130.26,1890.27
2020_2,1569.21,2130.07,558.7,1481.81,1014.7,832.84,1728.69,1144.86,1125.61,1878.99
2020_3,1565.13,2123.25,556.79,1476.77,1011.77,831.36,1722.73,1141.14,1121.58,1874.28
2020_4,1559.58,2114.73,555.13,1472.81,1008.56,829.68,1717.99,1137.0,1118.12,1867.36
2020_5,1553.29,2102.92,552.67,1465.49,1004.4,827.38,1709.65,1132.7,1112.5,1858.18
2020_6,1547.58,2093.1,550.52,1459.75,1000.62,824.99,1703.77,1128.55,1107.67,1850.86
2020_7,1544.04,2085.23,548.93,1454.95,997.77,823.5,1696.95,1124.59,1103.92,1845.67
2020_8,1536.8,2075.5,546.58,1448.15,993.55,820.8,1689.26,1119.56,1099.11,1836.44
2020_9,1529.72,2065.43,544.44,1441.73,989.76,818.15,1683.26,1115.11,1094.63,1827.71
2020_10,1523.91,2056.04,542.49,1435.39,986.01,816.3,1675.72,1110.12,1090.03,1819.98
2020_11,1517.28,2044.5,540.08,1429.04,981.82,813.68,1667.63,1104.99,1085.75,1811.35
2020_12,1511.88,2036.27,537.85,1423.55,977.66,811.56,1661.68,1100.69,1080.4,1803.73
2021_1,1523.19,2051.14,542.67,1435.11,986.28,817.23,1675.97,1110.37,1090.2,1817.62
2021_2,1537.38,2068.92,549.48,1448.3,995.1,824.75,1690.81,1119.48,1097.47,1835.01
2021_3,1553.17,2091.71,551.68,1462.11,1003.23,831.91,1708.2,1129.44,1107.47,1854.82
2021_4,1565.58,2107.8,556.07,1475.17,1011.21,839.03,1721.65,1138.36,1116.87,1869.73
2021_5,1578.88,2125.46,560.08,1485.96,1019.11,844.06,1737.07,1147.66,1124.51,1886.15
2021_6,1589.21,2138.52,563.83,1496.75,1025.72,849.62,1750.43,1155.73,1131.39,1899.58
2021_7,1602.28,2155.78,568.28,1508.81,1033.9,855.89,1765.16,1164.75,1139.49,1915.56
2021_8,1617.19,2174.32,572.58,1521.21,1041.87,862.56,1779.01,1173.11,1148.39,1932.69
2021_9,1626.29,2189.05,576.15,1531.1,1048.52,867.3,1792.4,1181.15,1155.01,1944.83
2021_10,1638.35,2203.41,579.74,1541.6,1055.27,873.31,1805.64,1188.89,1162.86,1958.99
2021_11,1648.74,2218.46,583.65,1552.2,1062.5,878.36,1819.01,1197.13,1170.82,1973.03
2021_12,1660.81,2233.22,587.62,1563.9,1069.96,884.61,1831.79,1205.16,1178.35,1987.01
