Unnamed: 0,0,1,2,3,5,6,7,8,9,10,11
2010_4,679.89,807.15,931.42,842.99,1049.02,1026.98,660.15,998.0,951.13,521.86,675.46
2010_5,685.33,812.42,938.01,848.44,1055.78,1033.71,665.54,1004.74,957.8,525.65,679.55
2010_6,690.64,817.61,944.35,854.05,1062.38,1040.34,670.78,1011.45,964.27,529.38,683.77
2010_7,696.12,822.95,951.09,859.62,1069.28,1047.17,676.17,1018.36,970.94,533.22,687.94
2010_8,701.59,828.16,957.58,865.18,1075.9,1053.93,681.54,1025.09,977.49,537.1,692.15
2010_9,707.05,833.6,964.12,871.0,1082.85,1060.72,686.86,1032.08,984.21,540.87,696.46
2010_10,712.32,838.74,970.43,876.43,1089.26,1067.28,692.13,1038.69,990.62,544.43,700.44
2010_11,717.6,843.74,976.89,881.89,1095.86,1073.91,697.34,1045.18,997.07,548.2,704.55
2010_12,722.65,848.61,983.17,887.11,1102.11,1080.03,702.33,1051.55,1003.3,551.7,708.4
2011_1,727.76,853.24,988.6,891.91,1107.29,1085.17,707.43,1056.99,1008.76,555.82,712.78
2011_2,733.07,857.93,994.13,896.84,1112.88,1090.85,712.68,1062.86,1014.33,560.05,716.8
2011_3,738.27,862.56,999.64,901.72,1118.12,1096.34,717.79,1068.54,1019.94,564.17,720.59
2011_4,743.28,866.77,1004.74,906.26,1123.16,1101.37,722.77,1073.77,1025.12,568.22,724.26
2011_5,748.19,870.92,1010.01,910.7,1128.11,1106.33,727.81,1078.81,1030.3,572.16,727.88
2011_6,753.11,875.25,1015.23,915.41,1133.19,1111.41,732.8,1084.06,1035.44,576.15,731.69
2011_7,758.17,879.68,1020.5,920.13,1138.37,1116.62,737.83,1089.45,1040.69,580.19,735.55
2011_8,763.35,884.2,1025.82,924.93,1143.71,1121.92,742.97,1095.06,1046.15,584.33,739.57
2011_9,768.33,888.6,1030.94,929.6,1148.59,1127.11,747.94,1100.3,1051.31,588.39,743.45
