Unnamed: 0,0,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1992_4,199.98,230.62,324.48,195.61,347.42,215.6,628.54,195.16,289.24,399.46,217.64,209.69,326.08,462.24,217.23,284.54,199.56,414.37,433.11,211.25
1992_5,198.41,229.11,323.51,193.95,346.89,214.66,627.09,193.58,288.2,398.65,216.68,208.81,325.66,461.01,216.31,283.97,199.08,413.62,432.27,210.33
1992_6,196.94,228.04,323.12,192.47,346.77,213.74,625.55,192.1,287.8,397.98,215.76,207.93,325.23,459.9,215.37,283.31,198.67,413.06,431.46,209.43
1992_7,195.26,226.36,321.95,190.82,345.8,212.67,623.82,190.43,286.5,397.04,214.67,206.87,324.52,458.49,214.29,282.48,198.12,412.1,430.34,208.38
1992_8,193.6,225.0,321.15,189.17,345.29,211.6,622.1,188.75,285.7,396.12,213.59,205.82,323.88,457.12,213.24,281.67,197.56,411.21,429.26,207.34
1992_9,191.89,223.57,320.26,187.48,344.67,210.47,620.23,187.18,284.81,395.1,212.46,204.73,323.16,455.64,212.13,280.8,197.02,410.22,428.08,206.25
1992_10,190.14,222.05,319.26,185.78,344.08,209.29,618.03,185.41,283.84,393.91,211.24,203.6,322.32,453.98,210.94,279.82,196.39,409.15,426.76,205.11
1992_11,188.35,220.5,318.29,183.99,343.1,208.08,615.62,183.65,282.63,392.86,210.06,202.45,321.43,452.01,209.81,278.86,195.71,407.92,425.22,203.96
1992_12,186.28,218.61,316.76,181.94,341.87,206.6,613.03,181.54,281.32,391.01,208.6,201.12,320.3,450.1,208.3,277.59,194.75,406.27,423.61,202.59
1993_1,186.86,217.87,312.81,182.63,337.09,205.47,603.54,182.06,278.43,385.12,207.42,199.97,315.94,443.0,207.1,274.48,193.82,400.24,417.16,201.41
1993_2,187.53,217.26,309.09,183.17,332.19,204.39,594.38,182.73,275.1,379.58,206.38,198.98,311.77,436.34,205.93,271.5,192.97,394.58,410.97,200.34
1993_3,188.0,216.66,305.36,183.82,327.51,203.42,585.48,183.47,272.2,373.94,205.31,198.0,307.64,429.6,204.94,268.59,192.27,388.71,404.92,199.42
1993_4,188.6,215.97,301.46,184.48,322.62,202.41,576.15,184.16,269.22,368.09,204.28,197.0,303.35,422.63,203.86,265.54,191.51,382.78,398.58,198.47
1993_5,189.03,215.29,297.35,185.01,317.65,201.33,566.34,184.68,266.14,362.01,203.15,196.02,298.87,415.38,202.68,262.34,190.57,376.42,391.9,197.38
1993_6,189.54,214.42,293.2,185.58,312.31,200.23,556.27,185.25,262.68,355.82,202.04,194.98,294.35,408.02,201.48,259.1,189.71,370.08,385.14,196.3
1993_7,190.07,213.65,289.01,186.2,307.29,199.15,546.67,185.87,259.55,349.82,200.96,193.97,289.69,400.82,200.29,255.93,188.88,363.84,378.56,195.26
1993_8,190.65,213.02,284.77,186.82,301.89,198.06,536.39,186.57,256.3,343.29,199.85,192.85,285.07,393.17,199.12,252.48,188.08,357.18,371.52,194.19
1993_9,191.12,211.98,280.39,187.41,296.26,196.93,526.03,187.04,252.67,336.93,198.7,191.75,280.26,385.7,197.92,249.1,187.2,350.66,364.61,193.1
1993_10,191.58,211.05,275.82,187.95,290.62,195.76,515.52,187.58,249.12,330.28,197.5,190.6,275.25,377.84,196.65,245.55,186.3,343.81,357.34,191.95
1993_11,192.0,210.08,271.2,188.43,284.78,194.53,504.58,188.07,245.41,323.53,196.23,189.44,270.16,369.89,195.35,241.93,185.29,336.83,349.95,190.75
1993_12,192.4,209.02,266.36,188.87,278.82,193.31,493.57,188.53,241.7,316.55,195.02,188.26,264.93,361.71,194.04,238.23,184.35,329.57,342.39,189.61
1994_1,194.34,211.05,269.03,190.79,281.65,193.63,497.95,190.27,243.58,319.59,195.33,188.63,267.4,364.96,194.39,239.89,182.4,332.78,345.59,189.88
1994_2,196.1,213.04,271.68,192.6,284.48,193.98,502.47,192.05,245.45,322.56,195.69,188.99,269.84,368.14,194.75,241.57,180.53,335.96,348.8,190.21
1994_3,197.74,214.98,274.29,194.2,287.24,194.34,506.89,193.74,247.48,325.53,196.1,189.31,272.25,371.35,195.2,243.21,178.57,339.08,351.98,190.58
1994_4,199.4,216.83,276.74,195.77,289.89,194.58,511.03,195.39,249.2,328.31,196.26,189.56,274.53,374.31,195.51,244.72,176.48,342.02,354.99,190.84
1994_5,200.94,218.59,279.05,197.31,292.36,194.77,514.94,196.94,250.8,330.96,196.45,189.78,276.7,377.13,195.75,246.14,174.28,344.79,357.76,191.06
1994_6,202.53,220.34,281.4,198.87,294.84,194.95,518.61,198.47,252.47,333.58,196.61,189.97,278.82,379.88,195.94,247.53,171.98,347.6,360.49,191.21
1994_7,204.0,221.98,283.54,200.33,297.18,195.08,522.14,199.94,253.99,336.02,196.78,190.14,280.85,382.45,196.11,248.86,169.65,350.17,363.15,191.37
1994_8,205.45,223.59,285.7,201.76,299.53,195.17,525.8,201.38,255.51,338.52,196.86,190.22,282.94,385.05,196.26,250.13,167.2,352.74,365.72,191.47
1994_9,206.84,225.1,287.77,203.0,301.67,195.29,529.31,202.68,256.93,340.8,196.93,190.31,284.72,387.55,196.36,251.41,164.62,355.23,368.32,191.5
1994_10,208.2,226.65,289.76,204.4,303.72,195.25,532.42,204.04,258.24,343.02,196.95,190.21,286.37,389.81,196.36,252.4,161.94,357.46,370.61,191.53
1994_11,209.38,227.99,291.57,205.64,305.78,195.21,534.98,205.27,259.64,344.94,196.87,190.23,288.17,391.78,196.41,253.51,159.1,359.7,372.63,191.5
1994_12,210.58,229.25,293.26,206.79,307.57,195.07,537.78,206.32,260.62,346.84,196.68,190.13,289.68,393.73,196.29,254.42,156.03,361.69,374.61,191.37
1995_1,215.39,233.86,297.98,211.58,312.2,197.15,545.27,210.98,264.45,351.9,198.82,192.19,293.95,399.27,198.44,257.89,159.79,366.97,379.99,193.44
1995_2,220.11,238.52,302.83,216.16,316.95,199.28,553.22,215.62,268.39,357.24,200.97,194.29,298.28,405.07,200.6,261.42,163.37,372.5,385.58,195.55
1995_3,224.69,243.16,307.65,220.76,321.77,201.43,560.94,220.29,272.39,362.3,203.14,196.35,302.63,410.68,202.85,264.95,166.98,377.92,391.12,197.74
1995_4,229.23,247.81,312.39,225.26,326.48,203.57,568.45,224.79,276.43,367.28,205.27,198.41,306.89,416.03,204.99,268.42,170.41,383.17,396.46,199.8
1995_5,233.66,252.11,316.89,229.65,330.91,205.62,575.78,229.22,279.93,372.21,207.35,200.46,311.1,421.48,207.08,271.83,173.72,388.33,401.77,201.81
1995_6,238.19,256.56,321.54,234.11,335.52,207.71,583.09,233.7,283.71,377.18,209.44,202.56,315.32,426.9,209.19,275.26,177.0,393.58,407.05,203.86
1995_7,242.71,261.05,326.17,238.59,340.12,209.79,590.52,238.17,287.54,382.19,211.54,204.6,319.54,432.32,211.31,278.68,180.26,398.82,412.35,205.92
1995_8,247.22,265.53,330.87,243.02,344.8,211.88,598.23,242.61,291.35,387.27,213.63,206.61,323.83,437.89,213.44,282.15,183.42,404.13,417.84,207.97
1995_9,251.68,269.96,335.5,247.45,349.37,213.99,605.53,247.01,295.14,392.15,215.73,208.65,328.0,443.2,215.56,285.56,186.54,409.3,423.08,210.03
1995_10,256.22,274.47,340.18,251.94,354.08,216.04,612.89,251.45,299.01,397.13,217.8,210.65,332.2,448.62,217.67,288.98,189.62,414.55,428.4,212.07
1995_11,260.54,278.74,344.65,256.24,358.48,218.06,619.94,255.76,302.66,401.93,219.84,212.64,336.28,453.8,219.72,292.27,192.61,419.6,433.48,214.06
1995_12,264.94,283.04,349.14,260.53,362.86,220.06,627.01,260.04,306.22,406.68,221.87,214.65,340.41,458.96,221.74,295.64,195.52,424.75,438.56,216.03
1996_1,266.0,285.03,353.73,261.66,368.37,222.75,635.84,260.99,310.32,412.6,224.55,217.28,345.53,465.29,224.47,299.89,196.04,430.87,444.85,218.67
1996_2,267.06,287.08,358.4,262.55,373.85,225.44,644.64,261.95,314.48,418.47,227.25,219.87,350.51,471.55,227.17,304.03,196.53,437.15,451.07,221.28
1996_3,268.06,289.08,363.11,263.69,379.44,228.07,652.92,263.0,318.78,424.31,230.08,222.53,355.58,477.8,229.86,308.23,197.11,443.22,457.35,224.01
1996_4,268.87,290.83,367.4,264.24,384.58,230.65,661.95,263.8,322.3,429.93,232.51,225.01,360.48,483.84,232.5,312.28,197.46,449.26,463.37,226.46
1996_5,269.89,292.87,372.3,265.25,389.94,233.25,670.29,264.76,326.23,435.57,235.11,227.56,365.4,489.89,235.13,316.38,197.9,455.28,469.52,229.03
1996_6,270.77,294.56,376.25,266.04,394.99,235.78,678.68,265.57,329.95,441.08,237.66,230.07,370.17,495.74,237.7,320.35,198.27,461.17,475.26,231.51
1996_7,271.75,296.46,380.78,266.96,400.28,238.33,686.87,266.46,333.81,446.64,240.23,232.56,375.01,501.67,240.3,324.37,198.69,467.15,481.16,234.03
1996_8,272.64,298.28,385.05,267.85,405.39,240.86,695.03,267.4,337.62,452.04,242.79,235.02,379.77,507.41,242.86,328.32,199.07,472.84,486.96,236.54
1996_9,273.54,300.06,389.33,268.69,410.51,243.4,703.24,268.2,341.34,457.46,245.33,237.48,384.53,513.19,245.43,332.3,199.41,478.62,492.76,239.04
1996_10,274.56,301.95,393.78,269.57,415.68,245.89,711.32,269.12,345.2,462.98,247.84,239.89,389.23,519.07,247.98,336.19,199.85,484.53,498.57,241.54
1996_11,275.43,303.69,397.95,270.4,420.65,248.36,719.14,269.9,348.94,468.26,250.27,242.31,393.85,524.65,250.45,340.05,200.04,490.17,504.12,243.91
1996_12,276.22,305.28,401.94,271.22,425.5,250.71,726.71,270.72,352.34,473.38,252.75,244.69,398.4,530.08,252.84,343.81,200.34,495.56,509.62,246.26
1997_1,276.63,306.07,403.51,271.82,426.99,252.67,728.11,271.09,353.88,474.49,254.82,246.59,399.86,531.01,254.78,345.54,202.07,496.84,510.81,248.29
1997_2,277.08,306.96,405.01,272.02,429.05,254.88,729.86,271.34,355.83,476.04,256.88,248.87,402.02,532.09,256.83,347.68,203.53,498.42,512.31,250.23
1997_3,277.33,307.06,405.7,272.21,429.86,256.41,731.89,271.67,356.71,477.24,258.42,250.25,402.94,533.46,258.55,348.89,204.76,499.98,513.66,251.9
1997_4,277.45,307.53,406.75,272.42,431.11,258.33,733.61,271.88,358.04,478.23,260.28,252.11,404.34,534.27,260.39,350.55,206.17,501.35,515.01,253.78
