Unnamed: 0,0,1,2,4,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21
2005_1,544.17,455.1,430.33,433.47,614.06,495.4,639.35,492.04,273.53,404.84,314.75,329.36,520.58,562.1,339.81,400.09,309.81,491.76,365.62
2005_2,549.89,459.41,434.52,437.87,620.09,500.37,645.97,497.32,276.58,408.32,317.9,332.11,525.92,568.0,343.45,403.47,313.11,497.42,369.29
2005_3,555.5,464.17,438.54,441.88,626.18,505.95,652.57,502.61,280.11,411.83,321.32,335.24,531.31,573.66,347.01,407.14,316.21,502.58,373.37
2005_4,561.13,468.62,442.47,445.86,632.21,511.17,659.11,507.85,283.39,415.19,324.63,338.17,536.65,579.28,350.55,410.48,319.44,507.84,377.17
2005_5,566.64,472.82,446.35,449.8,638.1,516.37,665.52,513.0,286.61,418.48,327.85,341.04,541.9,584.95,354.1,413.71,322.62,512.99,381.04
2005_6,572.12,477.3,450.06,453.55,643.9,521.5,671.88,518.1,289.74,421.66,331.03,343.78,547.11,590.29,357.67,416.86,325.87,518.02,384.82
2005_7,577.64,481.67,453.88,457.46,649.76,526.69,678.33,523.22,293.0,424.98,334.3,346.72,552.36,595.84,361.26,420.17,329.13,523.2,388.63
2005_8,583.31,486.12,457.78,461.44,655.79,531.93,684.88,528.48,296.24,428.31,337.59,349.59,557.67,601.49,364.84,423.45,332.41,528.4,392.46
2005_9,588.76,490.46,461.58,465.29,661.62,537.04,691.27,533.58,299.38,431.55,340.77,352.35,562.93,606.96,368.37,426.65,335.62,533.5,396.24
2005_10,594.34,494.83,465.41,469.22,667.52,542.28,697.69,538.74,302.57,434.81,344.01,355.14,568.16,612.52,371.96,429.9,338.85,538.65,400.08
2005_11,599.74,499.04,469.12,473.0,673.23,547.31,703.99,543.76,305.72,437.96,347.19,357.84,573.32,617.88,375.46,433.01,342.04,543.72,403.77
2005_12,605.15,503.23,472.77,476.74,678.86,552.32,710.22,548.77,308.76,440.94,350.36,360.43,578.32,623.19,379.04,436.04,345.55,548.74,407.51
2006_1,617.37,510.89,477.72,481.99,692.16,563.77,724.52,560.18,311.57,443.33,353.33,362.6,590.04,635.47,383.22,438.35,348.57,559.81,413.09
2006_2,629.88,518.84,483.3,487.94,705.63,575.3,739.22,571.61,314.61,446.2,356.3,365.08,601.9,648.14,387.46,441.28,351.45,571.61,418.59
2006_3,642.0,526.57,488.43,493.32,718.76,586.56,753.4,582.82,317.63,448.77,359.23,367.38,613.47,660.45,391.45,443.85,354.07,582.78,423.91
2006_4,654.04,533.93,493.51,498.66,731.61,597.54,767.45,593.91,320.32,451.23,361.99,369.48,624.66,672.35,395.76,446.26,357.14,593.88,429.54
2006_5,665.8,541.43,498.34,503.79,744.26,608.63,781.19,604.84,323.07,453.51,364.69,371.52,635.92,684.28,399.63,448.52,359.69,604.75,434.56
