Region Code,annual_ntl_sum,annual_ntl_sum_sq,calibrated_ntl_sum,avg_ntl,avg_calibrated,rescaled_calibrated_ntl_sum,avg_rescaled_calibrated
IDN,9051606.0,88181970.0,31310691.9342,0.8119608146370291,2.8086789161770946,50662899.06257933,4.5446397904112805
MYS,2782155.0,64825868.0,6159380.305,1.509436982075485,3.3417248208796346,9294232.814764628,5.042515147655418
PRK,862962.4,5348115.0,1646499.3039799999,1.72599383975359,3.293130333173327,2498463.5277291164,4.997126940535854
MAR,3664362.0,35590460.0,9933305.4964,1.0961632691155998,2.9714653263126785,15700540.560044123,4.696685498643429
SAH,377920.75,1269728.9,2164352.4525,0.4510138602470833,2.582956756243914,3631456.1319651185,4.33381085424796
CRI,453819.28,8080642.5,1160691.536906,1.212940547590793,3.102225688513636,1802951.2099717427,4.818818248318159
NIC,645229.94,5121128.5,1087229.7826379999,2.085935588573793,3.5148575042285755,1609791.532595715,5.204224478526448
COG,1562175.9,10232053.0,3083269.9446799997,1.6489224101533473,3.2544817189505504,4700038.594090473,4.961028374833726
CHL,136556.0,1010190.0,55864590.056200005,0.005735080730681439,2.3462018070149284,97925514.41786262,4.112677075924539
COD,10002380.0,50004532.0,17559571.404,1.9318228785423615,3.3913910265002345,26348769.217706643,5.08890436038207
BTN,181946.81,874016.5,287824.769712,2.2518169554455447,3.5621877439603957,424073.2937366718,5.248431853176631
BOL,4356629.5,27559778.0,7849260.492899999,1.8738554079541325,3.376091362155396,11798249.594631018,5.0746141730188405
UKR,9178719.0,150043970.0,10013614.706799999,4.937779066489642,5.386919141890044,12924331.453103319,6.95276686185809
BLR,3895219.8,72369380.0,4048695.34396,5.736497973562053,5.962521713459318,5086155.24672174,7.490390982824966
MNG,14419494.0,82507240.0,19357782.7208,2.9468710774277693,3.956095132260297,27481661.063898813,5.616349099966772
CZE,3384542.8,112909496.0,3029557.74456,13.940321597443036,12.478202153977955,3296129.861576507,13.576164643954836
PER,6309257.5,41200948.0,11318219.978500001,1.8875976819606999,3.386174331185228,16993274.82602772,5.084031864372478
DEU,17192722.0,618872640.0,15211137.8204,16.668142227806474,14.747019618952331,16189246.774477247,15.69528477212881
NAM,1129763.8,6102727.0,6109686.572259999,0.4818388939783989,2.6057523001997698,10211373.617122805,4.355102340573007
EST,1092175.4,24753786.0,1182931.83808,5.505471317673152,5.9629591595927005,1486024.8179260613,7.490799566115845
LVA,1169343.1,22010032.0,1331482.4276200002,4.629411694841443,5.271318847222773,1728926.4945806107,6.844793913379828
SWE,11165754.0,255592670.0,13397886.7018,4.331518601966334,5.1974273726507025,17466545.86607937,6.77577782306694
FI1,28095.4,699186.5,50204.89533,2.101376215407629,3.7550407875841434,72579.85239212816,5.428560388341673
KGZ,1922172.0,17372946.0,2611704.5784,2.9666581780298644,4.030874836439403,3684227.7749902154,5.6861948141995065
ARG,0.0,0.0,22369237.209,0.0,2.343,39236258.103732534,4.109686525209637
ARM,348590.2,5348994.5,473282.62029000005,3.1333387264948045,4.25414932127063,655801.3445475491,5.894737573684511
GB1,0.0,0.0,168642.111,0.0,2.343,295802.907025014,4.109686525209637
ZAF,0.0,0.0,18039984.732,0.0,2.343,31642630.0333282,4.109686525209637
DN1,38003.68,692731.06,71056.81942599999,1.887912568306011,3.529896643119721,105043.8018727539,5.218271329992742
VNM,2801170.2,45441304.0,5405069.23604,1.7831989702508424,3.440816947089125,8066515.793212792,5.135069142163945
CYP,136198.34,4531336.5,133993.360318,9.104167112299464,8.956775422326203,153894.7591123848,10.287082828367968
NL1,9055.8,479916.38,9194.72863,14.582608695652173,14.806326296296296,9781.171270889425,15.750678375023227
KHM,1310215.5,12513853.0,1518728.3606,3.9924171785870994,4.6277861897274635,2049039.6311037447,6.243721756325096
LUX,165691.05,6937381.0,149438.61521,19.59681253696038,17.67458488586635,155823.01458894243,18.429688301471607
ARE,1279315.6,48760016.0,1532634.67812,5.324159227583912,6.378403471377739,1893165.3208366446,7.878832722960837
BEL,2323030.0,114300530.0,2190687.1289999997,20.7328240187066,19.551676356139442,2261416.423223584,20.182928647373256
GEO,672155.25,7275448.5,966203.7137999999,2.734227921734532,3.9303734849286087,1374761.1504068174,5.5923245755474005
OMN,2231449.5,36738400.0,3967823.0849000006,2.018224121557455,3.588679134355357,5830286.3066594135,5.273175332753958
MKD,307175.56,4665589.0,319536.92021199997,5.432216740056944,5.650820029568323,407096.29965657735,7.199255480513155
ALB,306240.34,4364201.5,365415.75521800003,3.968488751814224,4.735327534962679,489566.7166797233,6.3441674875560246
AZE,895080.94,12355708.0,1230423.706588,3.0243001321111085,4.157356516145599,1717867.272070203,5.804331190284606
KOS,149569.81,2095810.1,174965.438712,4.121288713766119,4.8210470272236305,233148.1979477661,6.424231178986171
LBY,8183547.5,70471850.0,11970553.353500001,2.6132511356966726,3.8225552116550294,17197327.132952515,5.491620188082901
TUN,1462813.6,23689688.0,1883913.58572,3.484507330784531,4.487592062314646,2566174.6358117973,6.112777684429193
UZB,4283117.0,57771690.0,7421015.8744,2.064777677292212,3.577475917723533,10916820.981627984,5.262711308110592
KA1,53578.48,353623.2,62670.591296,3.7998921985815604,4.444722786950354,85625.59082893506,6.072736938222345
TUR,8664400.0,127181590.0,9312338.785,4.993919273309933,5.367373175061528,12031306.449554045,6.934510544472328
ROU,3632289.2,56213504.0,3698458.01384,5.750787187151688,5.855548329744655,4667942.724252488,7.3904757388230955
TJK,1116038.6,7297671.5,1773108.25847,2.261476393110436,3.5929245359067883,2604268.896605654,5.277140621288053
