Region Code,annual_ntl_sum
IDN,2073013.5
MYS,747954.3
CHL,610717.7
BOL,208831.12
PER,483064.75
ARG,2618125.0
GB1,3738.72
CYP,85269.62
IND,13715044.0
CH1,1797.57
IS1,169089.69
LBN,184318.27
ETH,48024.22
SDS,1182.75
SOM,3418.37
KEN,101060.54
MWI,40926.55
TZA,80163.9
SYR,1099744.4
SOL,1238.23
FR1,0.0
SUR,22265.17
GUY,18420.6
KOR,2494822.8
PRK,52602.8
MAR,486582.62
SAH,649.38
CRI,200617.22
NIC,75693.3
COG,23556.22
COD,80707.89
BTN,3591.33
UKR,4762695.0
BLR,884176.56
NAM,62297.62
ZAF,2158782.0
NL1,7090.66
OMN,536980.4
UZB,1567149.6
KA1,8146.13
TJK,247824.8
LTU,259850.2
BRA,7476798.5
URY,195761.62
MNG,58044.03
CZE,1849364.0
DEU,9306809.0
EST,282800.66
LVA,216469.73
SWE,6149510.0
FI1,16646.85
VNM,349630.47
KHM,9698.21
LUX,100423.63
ARE,650223.3
BEL,1793953.2
GEO,72897.64
MKD,138260.42
ALB,74145.98
AZE,353379.53
KOS,73431.32
TUR,2621409.8
ESP,5425709.0
LAO,18348.43
KGZ,226457.23
ARM,34227.3
DN1,20633.42
LBY,1094629.5
TUN,503850.72
ROU,1289330.9
HUN,1166388.0
SVK,964992.2
POL,4662345.5
IRL,693013.7
GRC,1046610.8
ZMB,105229.16
SLE,3145.48
GIN,14523.22
LBR,1092.49
CAF,6158.77
SDN,174988.05
DJI,4818.47
ERI,8015.27
AUT,1096087.2
IRQ,1254272.8
ITA,7403028.5
CHE,877673.25
IRN,4893875.5
LIE,5072.08
CIV,116602.38
SRB,613055.44
MLI,21880.28
SEN,40423.9
NGA,1480307.6
BEN,20693.43
AGO,54309.98
HRV,450879.2
SVN,273666.72
QAT,180242.98
SAU,3381379.0
BWA,46750.46
ZWE,177282.22
PAK,3146750.0
BGR,780977.5
THA,1599671.2
SMR,4101.66
HTI,15761.87
DOM,188274.6
TCD,7345.54
KWT,380460.84
SLV,121372.22
GTM,154288.98
TLS,4065.36
BRN,45006.68
MCO,1801.45
DZA,1905154.5
MOZ,42967.28
SWZ,31364.58
BDI,6080.28
RWA,6697.8
MMR,128893.1
BGD,440346.03
AND,15414.67
AFG,31025.18
MNE,35917.26
BIH,119912.62
UGA,30984.31
CU1,242754.77
HND,117600.3
ECU,478827.25
COL,1426320.1
PRY,204471.1
BRI,4.98
PRT,1133488.0
MDA,298189.9
TKM,384808.84
JOR,270394.47
NPL,57138.36
LSO,13583.9
CMR,45300.7
GAB,78534.61
NER,25754.78
BFA,20937.14
TGO,20881.62
GHA,167000.36
GNB,2569.22
US1,7431.15
MEX,5858818.5
BLZ,20307.11
PAN,95834.12
VEN,1887755.0
PNG,38591.08
EGY,2093371.5
YEM,232409.0
MRT,17152.95
GNQ,9996.41
GMB,4211.53
VAT,0.0
CYN,32372.99
CNM,8957.19
KAS,0.0
SPI,0.0
BRT,0.0
AU1,0.0
FJI,18977.92
NZ1,88.82
MDG,21137.96
PHL,450099.62
LKA,288029.9
BHS,31936.85
TWN,706425.4
JPN,8117795.0
ISL,154279.31
SYC,3359.43
MHL,323.59
TTO,82621.46
GRD,2562.4
VCT,2975.18
BRB,15022.21
LCA,8074.88
DMA,2102.34
ATG,5956.4
KNA,4132.69
JAM,134941.16
MUS,32623.12
COM,1709.74
STP,1284.04
CPV,6116.5
MLT,22977.24
SGP,37099.3
TON,2972.18
WSM,1908.18
SLB,1326.54
TUV,0.0
MDV,1026.03
NRU,469.19
FSM,2780.75
VUT,7119.61
PLW,942.1
BHR,39405.46
PGA,0.0
BJN,0.0
SER,0.0
SCR,0.0
