Region Code,annual_ntl_sum
IDN,2107227.2
MYS,1056272.6
CHL,707214.2
BOL,222343.69
PER,534207.1
ARG,2729507.0
GB1,2052.38
CYP,90721.45
IND,14653057.0
CH1,1841.93
IS1,187418.1
LBN,307841.56
ETH,48541.81
SDS,1445.34
SOM,2643.19
KEN,113822.58
MWI,43106.42
TZA,77179.21
SYR,1188222.8
SOL,2191.0
FR1,0.0
SUR,24381.22
GUY,22369.43
KOR,2566156.5
PRK,40700.94
MAR,536423.94
SAH,355.65
CRI,234937.86
NIC,78549.58
COG,23883.69
COD,76362.76
BTN,4203.84
UKR,4040948.2
BLR,946706.2
NAM,61937.3
ZAF,2363031.0
NL1,7728.35
OMN,512769.38
UZB,1539371.2
KA1,9407.45
TJK,226737.88
LTU,445766.8
BRA,8140593.5
URY,222397.48
MNG,60791.05
CZE,2022469.1
DEU,9736242.0
EST,356391.2
LVA,244087.8
SWE,5787024.5
FI1,13661.18
VNM,501670.1
KHM,10284.01
LUX,105224.0
ARE,721141.75
BEL,1700332.8
GEO,79669.17
MKD,154031.33
ALB,73484.86
AZE,316306.38
KOS,70133.26
TUR,2833154.2
ESP,5655818.0
LAO,21024.59
KGZ,234905.48
ARM,66079.38
DN1,9355.9
LBY,954810.25
TUN,555822.7
ROU,1676832.8
HUN,1228693.6
SVK,921448.75
POL,5943886.0
IRL,857749.75
GRC,1121404.2
ZMB,105764.69
SLE,1868.48
GIN,19026.43
LBR,2205.9
CAF,5984.21
SDN,160724.25
DJI,3239.09
ERI,9442.36
AUT,1181087.8
IRQ,1136760.4
ITA,7605933.0
CHE,895783.06
IRN,5592758.5
LIE,6221.32
CIV,204717.56
SRB,769673.44
MLI,28762.06
SEN,45133.12
NGA,1390140.4
BEN,26768.26
AGO,77363.48
HRV,618163.7
SVN,321802.06
QAT,192389.64
SAU,3221660.8
BWA,53025.6
ZWE,168968.38
PAK,3280397.0
BGR,682138.75
THA,1748704.0
SMR,4258.21
HTI,16910.94
DOM,207575.8
TCD,6662.17
KWT,369105.62
SLV,140760.39
GTM,206368.94
TLS,5102.88
BRN,51897.88
MCO,1782.26
DZA,1894055.6
MOZ,45375.28
SWZ,33465.07
BDI,4995.75
RWA,7441.35
MMR,147810.53
BGD,437532.75
AND,13902.49
AFG,35413.53
MNE,45400.32
BIH,304501.78
UGA,34548.56
CU1,260019.38
HND,143047.34
ECU,543665.6
COL,1441268.5
PRY,217681.77
BRI,0.0
PRT,1301215.1
MDA,221047.16
TKM,458325.1
JOR,294640.1
NPL,61268.16
LSO,10961.69
CMR,49580.9
GAB,101958.62
NER,25487.9
BFA,28853.51
TGO,21741.76
GHA,166377.22
GNB,2095.16
US1,8015.14
MEX,5730422.0
BLZ,17259.04
PAN,108467.55
VEN,1869632.4
PNG,63792.96
EGY,2353692.5
YEM,240753.55
MRT,20221.37
GNQ,10534.34
GMB,4923.72
VAT,0.0
CYN,36486.51
CNM,9647.27
KAS,0.0
SPI,0.0
BRT,0.0
AU1,0.0
FJI,18193.28
NZ1,258.07
MDG,22419.34
PHL,559495.44
LKA,310152.62
BHS,32903.94
TWN,743133.5
JPN,8073395.0
ISL,180214.31
SYC,2968.24
MHL,350.22
TTO,83566.9
GRD,2862.03
VCT,3143.0
BRB,15322.44
LCA,8198.63
DMA,2661.14
ATG,6503.36
KNA,4030.32
JAM,140612.45
MUS,35122.54
COM,1236.03
STP,1544.11
CPV,7803.69
MLT,22441.49
SGP,37210.28
TON,2171.44
WSM,3692.33
SLB,2072.58
TUV,3.98
MDV,1171.82
NRU,437.68
FSM,2677.12
VUT,4960.17
PLW,1278.55
BHR,38407.01
PGA,0.0
BJN,0.0
SER,0.0
SCR,0.0
