Region Code,annual_ntl_sum,annual_ntl_sum_sq,calibrated_ntl_sum,avg_ntl,avg_calibrated,rescaled_calibrated_ntl_sum,avg_rescaled_calibrated
IDN,5308154.0,38107864.0,13756193.044000002,0.47616003679996727,1.2339787779439886,34266651.89306513,3.073838895106201
MYS,1400491.2,28340644.0,2855302.84796,0.7598258221958426,1.5491227892537547,6208159.495799582,3.3681895989198973
PRK,481465.2,1517303.0,930221.3474600001,0.9629689187567503,1.8605171156046243,1829445.8308620858,3.659038023245101
MAR,1959017.9,16405764.0,4576146.704220001,0.5860238332129787,1.3689160435705787,10696848.900582653,3.1998729547185265
SAH,199611.4,359682.44,788300.268516,0.2382179545931909,0.940764292876783,2346196.332305042,2.7999708000432517
CRI,178399.69,2938235.5,455202.788072,0.4768158322375103,1.2166383037514568,1144010.8452512664,3.0576425512130663
NIC,261261.62,1423233.8,526518.9999759999,0.8446212385718534,1.702160194411038,1086076.6353125854,3.5111295447898816
COG,1025479.6,4557200.5,1901030.6748300001,1.08242374856448,2.006593548214467,3595803.8675276954,3.795476283869502
CHL,2429749.5,20202826.0,18196721.676500004,0.10204465228794678,0.7642261625155132,62742984.61935735,2.6350807146952033
COD,5773833.5,18271752.0,10634168.4871,1.1151369626223278,2.053844182849881,19880306.70651768,3.8396093057942213
BOL,2873294.5,12812172.0,5116504.4224000005,1.2358495110658057,2.2006896573912185,9245801.685626775,3.9767658667057106
BTN,91622.02,189471.98,168292.87415800002,1.1339358910891089,2.0828326009653466,312428.152715981,3.8666850583661017
UKR,3527473.0,36254940.0,5563470.932600001,1.8976376046600203,2.9929220306249587,8767809.656722574,4.716726482413336
PER,2983130.0,14341236.0,5899100.242400001,0.8924900074196405,1.764887222182332,11931710.426494138,3.569717822244004
BLR,507958.12,4369636.5,1066535.7056060003,0.7480709371097339,1.5706892622440447,2300759.5008654958,3.3883331087936446
NAM,2197232.8,6917248.5,4285312.146190001,0.9371093516760409,1.8276652738142156,8507372.027178047,3.6283537569872917
MNG,6271038.5,16075069.0,11100322.5952,1.2815943458963277,2.2685414346656576,19769030.925118312,4.040140760973047
ARG,8930894.0,82137400.0,17207460.7293,0.9354402408313252,1.8023448950028924,34415057.36628546,3.604704025256815
CZE,1038999.7,19517656.0,1408428.54486,4.2794524441076165,5.801063252137667,1781963.3098421956,7.339585604898906
GB1,30968.82,56393.09,85354.31534700001,0.4302599441488253,1.1858554169665312,218010.4680455713,3.0288907296160064
CYP,95478.14,2904387.0,120191.881432,6.382228609625669,8.034216673262032,141003.90642925768,9.425394814789952
DEU,3540451.0,81861700.0,4866336.246200001,3.432425698419346,4.717855885763259,6526998.67550971,6.327848623626923
EST,0.0,0.0,126308.546,0.0,0.6367,499117.884816102,2.515968771126636
ZAF,5027915.5,59066548.0,11114952.0029,0.6530164072480324,1.4435895001950771,25174513.28482411,3.2696194316459186
NL1,7539.6,342364.88,8671.033172,12.141062801932367,13.963016380032204,9292.029414740315,14.963010329694548
LVA,0.0,0.0,160824.053,0.0,0.6367,635508.5518988769,2.515968771126636
OMN,1296712.1,16692061.0,2300248.89888,1.1728052276941168,2.0804494178808848,4272739.224369908,3.864459118500346
UZB,2606839.8,29986292.0,4544469.790440001,1.2566886749339077,2.1907689606492955,8230070.372447312,3.9674997408600348
KA1,28267.1,146830.92,44664.766208,2.0047588652482267,3.167713915460993,68807.79611542706,4.8799855401012096
TJK,631124.44,4760317.5,1104931.7043219998,1.2788742451874366,2.238970018889564,1980178.8554595085,4.012520477121598
SWE,0.0,0.0,1641280.1664000002,0.0,0.6367,6485644.170460072,2.515968771126636
FI1,0.0,0.0,8512.679,0.0,0.6367,33638.502469963125,2.5159687711266363
LTU,0.0,0.0,138449.1416,0.0,0.6367,547092.3773439447,2.515968771126636
IND,13249384.0,132871890.0,24170546.1421,1.0947500205946512,1.9971272541310556,45828339.494492255,3.786634579042623
CH1,1832.6,104742.11,2003.473429,14.544444444444444,15.90058276984127,2113.3646653985747,16.772735439671226
IS1,174646.73,6025873.5,216521.83482400002,6.534712639377386,8.101542873007558,253583.73945761632,9.488278809309897
LBN,281070.6,9656504.0,343949.58178,7.882620523319404,9.646060570995878,389762.69880000723,10.930888711894081
VNM,1295828.1,15481619.0,2600281.13248,0.8249121504798621,1.655314852985738,5446788.548833515,3.467375074693427
KHM,283409.16,662220.3,570075.235578,0.8635889278923504,1.7371021512176392,1162978.957239898,3.543766019574551
ETH,3319427.2,10103008.0,5800475.046560001,1.337292401901539,2.3368282356619132,10186755.128706131,4.103921975951225
LUX,92791.5,3364150.8,110716.00792,10.974748669426376,13.094737778829096,119655.33790696572,14.152021041628116
ARE,885626.2,29726504.0,1168077.70866,3.6857323594897724,4.861217756663962,1552661.9424136851,6.461751430233619
BEL,1187125.1,48003252.0,1398557.55838,10.594979740463739,12.481994523499278,1521551.8271787865,13.579706791664018
GEO,302228.03,1867798.5,536862.3320640002,1.22941882601798,2.1838763863808333,973747.8569442439,3.9610619409520558
MKD,176502.69,2097324.2,253998.59910200004,3.1213448989336303,4.491813873450405,345882.21894052526,6.116720939051148
ALB,179183.3,2088363.4,270606.0962,2.3219896848434582,3.506713873626374,401012.63074199716,5.196618167400958
SDS,1374371.6,2823713.0,2698350.72398,0.9254927893032803,1.8170516169388073,5373441.878280041,3.6184403927500046
AZE,607376.4,7852423.5,935994.5280700001,2.0522038227751445,3.1625389932863235,1442864.6294374831,4.875152061026152
KOS,82341.3,787546.56,125587.936444,2.268855395128403,3.4604854084646757,187028.63982974162,5.153439871865469
SOM,1231484.5,2831005.0,2883024.8546,0.5968750302924555,1.3973424329930886,6656822.033076159,3.226423761438993
TUR,4303313.5,52223548.0,6415145.4575000005,2.480310261154243,3.697511488538839,9325270.908882676,5.374826891730025
KGZ,927072.9,4771692.0,1583146.09932,1.4308336613033916,2.443409498506772,2723533.9291117624,4.203470971349712
ARM,145468.7,1398655.5,251852.37791000004,1.3075603135224536,2.263800901646712,448981.14377868787,4.035713009911623
KEN,1603316.5,4929359.5,2750823.86075,1.432351075614637,2.4574970168221126,4719925.82678902,4.216628990484759
DN1,0.0,0.0,12816.771,0.0,0.6367,50646.451362779175,2.5159687711266354
MWI,460998.47,2702427.5,811929.286036,1.2696534468038227,2.2361653750750503,1455954.9122061252,4.009900884646025
TZA,3047488.0,12109020.0,4960882.9916,1.7668891496634926,2.8762476933816337,7947337.229828142,4.607750357048186
SYR,1411276.8,24442658.0,2017833.68464,2.9340596010794227,4.1950978686813665,2808827.4339413857,5.839582355729932
ESP,6286659.0,159823580.0,10750086.217500001,1.2003765724649953,2.0526247164775184,20102986.356663566,3.838470300221847
SOL,409397.97,906446.5,724515.012436,1.286298589903103,2.2763733754225894,1288208.0891954387,4.04745594765373
FR1,12.6,27.32,26.251068,0.7875,1.64069175,55.25946894310487,3.4537168089440544
SUR,393055.47,1349765.5,656005.663236,1.5946619631453818,2.6614749281326833,1086282.7447408468,4.407148370837817
LAO,469680.2,1163898.5,1194905.32621,0.5011638118225014,1.2750022420583476,2916646.8892731555,3.1121556173080656
LBY,4835643.5,33898140.0,8062879.729900001,1.544165396266012,2.5747183127056887,13547483.124810234,4.326115985975745
GUY,504058.72,1255582.4,975355.3710960001,0.9626311909645433,1.8626946925782908,1917032.44673194,3.6610719229601663
TUN,909484.94,12332618.0,1384322.875672,2.16644618334703,3.297537846552566,2099547.0882653925,5.001243644705023
KOR,2220395.0,71668590.0,2918278.7184,3.909889556464962,5.138791739274369,3816808.3722439012,6.721010988434247
BRA,28934452.0,228408960.0,52360790.0308,1.1406301617103998,2.064123986177989,97643224.02619408,3.8492108442531605
ROU,1596089.9,16271986.0,2384494.97822,2.5269940913466407,3.7752289020860776,3440675.4101363374,5.447416484282123
URY,548653.56,4735738.5,924105.9866780002,1.4606378685181538,2.4601757777097437,1584815.3031963343,4.219131005831157
HUN,909433.1,15600613.0,1279997.2704800002,3.281967159870083,4.6192611709852045,1727928.8801881091,6.235759221176864
SVK,480877.75,7399266.5,684272.9713,3.148032797617099,4.479545489836666,932609.3010108169,6.105262027500356
POL,2351777.5,49856452.0,3353263.4216,2.780835370085928,3.9650322056404743,4756856.454221177,5.624696502249801
IRL,474508.62,9075635.0,734631.999056,1.8572783635893944,2.8754295697455046,1177020.4797381186,4.606986213483786
GRC,1379531.5,27735878.0,2206259.5284,1.6000968503343367,2.559005664178715,3717129.607744358,4.311440063265142
ZMB,2814142.5,15445638.0,4609666.210500001,1.6900295109612142,2.7683288715570553,7504724.173103497,4.5069520552597835
SLE,181260.9,456497.8,316577.40154,1.3459334833262793,2.350711735388682,554433.8512450632,4.116889437712557
GIN,656652.25,1792806.1,1209929.74114,1.1170822927795205,2.058305730826024,2259479.4402971673,3.843776479339479
LBR,259932.6,646661.6,489871.1541200001,1.0420479145619859,1.963852223825789,936800.6729917097,3.7555550463900103
CAF,1297410.0,3096695.2,2704176.4244800005,0.7857833304261875,1.6377989663158714,5697984.492400936,3.4510148920970067
IRQ,2284955.2,32765812.0,3545711.9115600004,1.948539803010276,3.0236745077900484,5564751.826205331,4.745449900827468
SDN,4724705.0,13554888.0,8097114.025400001,1.4413306707471836,2.4701264500844413,13860845.229327034,4.22842512950731
DJI,53080.4,208923.19,94675.046241,1.2340261310271075,2.2010286474403684,171070.22622820624,3.977082490077794
ERI,327936.53,908160.75,765298.494639,0.599962549968441,1.4001198229749632,1764965.0381207082,3.229017898298938
AUT,831339.94,13706292.0,1195958.270172,2.863016888680727,4.118710723389308,1674934.0088840988,5.768235259887657
ITA,7095681.5,222806910.0,9464203.417100001,3.562174941966473,4.751220620326193,12666846.555532662,6.359011941820215
CHE,731491.06,19029742.0,943543.125228,5.646922601862002,7.2839099355247106,1130166.4014944911,8.724593567096074
IRN,9547930.0,138312540.0,14297289.4213,2.33209717598743,3.4921358120229917,21219930.507319458,5.183001971188437
LIE,2974.75,68767.34,3846.474156,6.120884773662551,7.9145558765432105,4526.423828887599,9.313629277546498
CIV,734607.8,2778094.5,1290147.39879,1.3048605806976472,2.2916479840952935,2286660.5405122885,4.061722732526473
SRB,705732.8,9940375.0,1015558.5395400001,2.98973446528731,4.302266193635301,1402073.2675124244,5.939679678682767
MLI,2631836.5,5428621.0,5605397.0667,0.7451146236979856,1.586976746477968,12021742.893965049,3.403545939358581
