0,1,2,3,4,5,6,7,8,9
0.0,0.007592159592231627,0.019148008597578956,0.01513807763143168,0.007362694414385317,0.013284549268068116,0.009395015829119693,0.020514893485286265,0.007362694414385317,0.0671183541804506
0.018056152779491054,0.0,0.029864245738848216,0.018497738521879418,0.024101707077115602,0.029003437304825342,0.02212641674993763,0.02905142622013667,0.024101707077115602,0.01135894734483461
0.010780598461119884,0.07314137355812275,0.0,0.04392927291754877,0.03362065545652122,0.012881079976912345,0.05091482573154891,0.026852979501684443,0.03362065545652122,0.011691189201830508
0.08326846915916358,0.18657692889589836,0.011446924054451631,0.0,0.020453323740765913,0.00629646303566705,4.688380069970679e-05,0.018084039875853487,0.020453323740765913,0.0945905087432655
0.025235461325689965,0.010445834798968552,0.03628927498813578,0.008018017488628067,0.0,0.01577630251600521,0.008999897955176004,0.00010556098146677741,0.0,0.010646466708904727
0.022698617146517726,0.003477230113194044,0.03683137780704485,0.028560924449697683,0.03888815736803815,0.0,0.02929443363524078,0.01568138520610301,0.03888815736803815,0.015542399902511954
0.07153349556265887,0.16810333475234487,0.017742278040700308,0.002793530526566324,0.02613897848356224,0.006315138733671167,0.0,0.02434528592365968,0.02613897848356224,0.07953750672131346
0.035439623879067225,0.012583091482710518,0.10105861037482355,0.005467867094899854,2.615688397058255e-05,0.01289578559516619,0.006596766461797605,0.0,2.615688397058255e-05,0.04113345235051291
0.025235461325689965,0.010445834798968552,0.03628927498813578,0.008018017488628067,0.0,0.01577630251600521,0.008999897955176004,0.00010556098146677741,0.0,0.010646466708904727
0.005724142024740485,0.126251478236143,0.029952789948640392,0.011433697662729496,0.018763872634191135,0.01901556874619733,0.01236871745770082,0.02582637189439229,0.018763872634191135,0.0
