0,1,2,3,4,5,6,7,8,9
0.0,0.0014443765930882164,0.05702205233074991,0.12460622835742374,0.043890593896078134,0.013950754338089899,0.06663160538661977,0.21682968967176386,0.061086566927308183,0.027206311135305968
0.014474603220846868,0.0,0.04467480361715205,0.5774192444055507,0.22746627084514032,0.007067066298613055,0.20448875477738437,0.6962348068531177,0.19666928823896127,0.0766465901986598
0.002294830164150012,0.001636765803469014,0.0,0.025499867931176638,0.0332054190218868,0.029292278085680454,0.017783590081536644,0.09346818293303269,0.03300584383803869,0.005365313677861243
0.004650243431067925,0.034526029384250964,0.008879596316507834,0.0,0.012063247678415982,0.0009879051715658868,0.008841041257903632,0.09999960002722043,0.014327879227840026,0.01277940162058775
0.0033096520161916532,0.002532605926958468,0.013645574060261682,0.009942956840016337,0.0,0.0015002040328684582,0.006120820800911703,0.1389823837140248,0.011269724855447416,0.005494352076712632
0.003750444750054329,0.008223220555887537,0.030749255466307693,0.03471353620054547,0.021136242059016593,0.0,0.029947267099585707,0.06759081690785199,0.05187736712328423,0.01474093883542486
0.0039577327408322205,0.00999394606569863,0.008764373699364654,0.014221806472437483,0.003084503159049831,0.0008879154698230346,0.0,0.017774375502778144,0.007777549870632058,0.009890864288161987
0.0010195004854869046,0.02991786057480319,0.04620902248350126,0.009883750457336388,0.004262267786032709,0.004748785720271737,0.0016494450860383566,0.0,0.007858138311300476,0.002414845867381588
0.005784404775065171,0.047835763090014596,0.016641119091392167,0.026290158008950185,0.03836082403555022,0.0018864601978103353,0.012589524336990525,0.2112890855122173,0.0,0.011010990577893212
0.005650389229768894,0.012738202069238293,0.0225292051611451,0.20983780433205185,0.04098409974202508,0.004351799008365273,0.1835439980760918,0.24995416579798985,0.06657146601552247,0.0
