0,1,2,3,4,5,6,7,8,9
0.0,0.05675302285488827,0.08675088873977888,0.0,0.06570731721208815,0.13774024364899315,0.0715125310204011,0.21067670788610682,0.06570731721208815,0.0017770171487757475
0.036803822695920994,0.0,0.213984071252802,0.11839152444860326,0.10894951022112488,0.1488838143333287,0.07228140876893052,0.21047305353152165,0.10894951022112488,0.034641616684864714
0.3732144769061616,0.3732144769061616,0.0,0.2613219853653026,0.08824243280483139,0.01721857208711442,0.33552755752558316,0.15234178328436754,0.08824243280483139,0.33552755752558316
0.0038849971389379526,0.038792082848010334,0.08818666803515013,0.0,0.037059064564924735,0.10641692930408322,0.0016563280776706567,0.0857770252024522,0.037059064564924735,0.0016563280776706567
0.11665011290763791,0.11154047868768507,0.04248851532290086,0.08343272920239705,0.0,0.08936667899131548,0.10368759495684536,0.010042703928505616,0.0,0.10368759495684536
0.016103904913379975,0.008109465889004313,0.05245972942695207,0.015435839483200209,0.13165887578353716,0.0,0.024441556874115637,0.23833080759174524,0.13165887578353716,0.018390057904234182
0.03572889527016508,0.05082730291377362,0.16632052142825274,0.006265624699518232,0.047392331712332106,0.034989742093041745,0.0,0.1633364419797588,0.047392331712332106,0.036391099195803855
0.00029249301853930335,0.016452295673217668,0.007532721657820378,0.006103757684827463,0.000652540302734813,0.018281291060659594,0.0012209415864411666,0.0,0.000652540302734813,0.0012209415864411666
0.11665011290763791,0.11154047868768507,0.04248851532290086,0.08343272920239705,0.0,0.08936667899131548,0.10368759495684536,0.010042703928505616,0.0,0.10368759495684536
0.0005052701824379523,0.05925744802296315,0.17249825140332484,0.0013578172783875395,0.08174331427732559,0.10459446588492616,0.04293862122258543,0.16922691181992164,0.08174331427732559,0.0
