1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0,0.0,0.09223181904439248,0.09223181904439248,0.09223181904439248,0.07301655334914817,0.0,0.0,0.07301655334914817,0.010042703928505616,0.0,0.09223181904439248,0.03449229588078882,0.09223181904439248,0.08153783293076386,0.0960717839816913,0.07301655334914817,0.0791973472026449,0.0772776293178621,0.10368759495684536,0.10368759495684536,0.10368759495684536,0.09223181904439248,0.10368759495684536,0.08936667899131548,0.09223181904439248,0.10368759495684536,0.07301655334914817,0.05483341378873398
0.0,0.0,0.09223181904439248,0.09223181904439248,0.09223181904439248,0.07301655334914817,0.0,0.0,0.07301655334914817,0.010042703928505616,0.0,0.09223181904439248,0.03449229588078882,0.09223181904439248,0.08153783293076386,0.0960717839816913,0.07301655334914817,0.0791973472026449,0.0772776293178621,0.10368759495684536,0.10368759495684536,0.10368759495684536,0.09223181904439248,0.10368759495684536,0.08936667899131548,0.09223181904439248,0.10368759495684536,0.07301655334914817,0.05483341378873398
0.061631104025572855,0.061631104025572855,0.0,0.0,0.0,0.025065280576773454,0.061631104025572855,0.061631104025572855,0.025065280576773454,0.1281152523676578,0.061631104025572855,0.0,0.0520100171968116,0.0,0.050512834907747904,0.05457720239863571,0.025065280576773454,0.001958709741023107,0.0693466895957488,0.0004468434899627411,0.0004468434899627411,0.0004468434899627411,0.0,0.0004468434899627411,0.11779878511334863,0.0,0.0004468434899627411,0.025065280576773454,0.13514223439634077
0.061631104025572855,0.061631104025572855,0.0,0.0,0.0,0.025065280576773454,0.061631104025572855,0.061631104025572855,0.025065280576773454,0.1281152523676578,0.061631104025572855,0.0,0.0520100171968116,0.0,0.050512834907747904,0.05457720239863571,0.025065280576773454,0.001958709741023107,0.0693466895957488,0.0004468434899627411,0.0004468434899627411,0.0004468434899627411,0.0,0.0004468434899627411,0.11779878511334863,0.0,0.0004468434899627411,0.025065280576773454,0.13514223439634077
0.061631104025572855,0.061631104025572855,0.0,0.0,0.0,0.025065280576773454,0.061631104025572855,0.061631104025572855,0.025065280576773454,0.1281152523676578,0.061631104025572855,0.0,0.0520100171968116,0.0,0.050512834907747904,0.05457720239863571,0.025065280576773454,0.001958709741023107,0.0693466895957488,0.0004468434899627411,0.0004468434899627411,0.0004468434899627411,0.0,0.0004468434899627411,0.11779878511334863,0.0,0.0004468434899627411,0.025065280576773454,0.13514223439634077
0.1718090587853608,0.1718090587853608,0.022800590898249484,0.022800590898249484,0.022800590898249484,0.0,0.1718090587853608,0.1718090587853608,0.0,0.09862696628724046,0.1718090587853608,0.022800590898249484,0.16300782406597833,0.022800590898249484,0.06682469494763667,0.19882987141256156,0.0,0.0313415698011673,0.16552767195950535,0.01702378198450546,0.01702378198450546,0.01702378198450546,0.022800590898249484,0.01702378198450546,0.00637823371980209,0.022800590898249484,0.01702378198450546,0.0,0.03531199549966417
0.0,0.0,0.09223181904439248,0.09223181904439248,0.09223181904439248,0.07301655334914817,0.0,0.0,0.07301655334914817,0.010042703928505616,0.0,0.09223181904439248,0.03449229588078882,0.09223181904439248,0.08153783293076386,0.0960717839816913,0.07301655334914817,0.0791973472026449,0.0772776293178621,0.10368759495684536,0.10368759495684536,0.10368759495684536,0.09223181904439248,0.10368759495684536,0.08936667899131548,0.09223181904439248,0.10368759495684536,0.07301655334914817,0.05483341378873398
0.0,0.0,0.09223181904439248,0.09223181904439248,0.09223181904439248,0.07301655334914817,0.0,0.0,0.07301655334914817,0.010042703928505616,0.0,0.09223181904439248,0.03449229588078882,0.09223181904439248,0.08153783293076386,0.0960717839816913,0.07301655334914817,0.0791973472026449,0.0772776293178621,0.10368759495684536,0.10368759495684536,0.10368759495684536,0.09223181904439248,0.10368759495684536,0.08936667899131548,0.09223181904439248,0.10368759495684536,0.07301655334914817,0.05483341378873398
0.1718090587853608,0.1718090587853608,0.022800590898249484,0.022800590898249484,0.022800590898249484,0.0,0.1718090587853608,0.1718090587853608,0.0,0.09862696628724046,0.1718090587853608,0.022800590898249484,0.16300782406597833,0.022800590898249484,0.06682469494763667,0.19882987141256156,0.0,0.0313415698011673,0.16552767195950535,0.01702378198450546,0.01702378198450546,0.01702378198450546,0.022800590898249484,0.01702378198450546,0.00637823371980209,0.022800590898249484,0.01702378198450546,0.0,0.03531199549966417
0.00041460467307854847,0.00041460467307854847,0.12090808680530968,0.12090808680530968,0.12090808680530968,0.14466181638426434,0.00041460467307854847,0.00041460467307854847,0.14466181638426434,0.0,0.00041460467307854847,0.12090808680530968,0.009103125077266731,0.12090808680530968,0.001770321684505416,0.002864126524841498,0.14466181638426434,0.1658762412452723,0.03457840354337515,0.14321294562131065,0.14321294562131065,0.14321294562131065,0.12090808680530968,0.14321294562131065,0.12235695756826336,0.12090808680530968,0.14321294562131065,0.14466181638426434,0.00041460467307854847
