Region Code,annual_ntl_sum
IDN,3525233.5
MYS,1748688.6
CHL,2070101.6
BOL,1572633.0
PER,1812295.2
ARG,8184811.5
GB1,23978.62
CYP,77600.74
IND,14838062.0
CH1,10404.01
IS1,218529.77
LBN,226329.77
ETH,1363727.5
SDS,799484.4
SOM,581099.3
KEN,838501.94
MWI,143537.86
TZA,1129940.1
SYR,633630.06
SOL,210406.42
FR1,6.02
SUR,180941.1
GUY,244918.12
KOR,2298638.0
PRK,223349.22
MAR,2029836.8
SAH,133734.31
CRI,210685.42
NIC,217112.86
COG,455290.84
COD,2362411.0
BTN,65121.7
UKR,2473022.0
BLR,929982.25
NAM,1000486.0
ZAF,3468413.0
NL1,5661.26
OMN,1551745.9
UZB,1498345.6
KA1,20530.98
TJK,392737.2
LTU,389464.9
BRA,17419066.0
URY,494080.9
MNG,3679248.0
CZE,824916.8
DEU,3993996.5
EST,377151.53
LVA,365347.03
SWE,3271039.2
FI1,4302.14
VNM,2476652.5
KHM,273367.7
LUX,65750.94
ARE,1741379.6
BEL,1097482.0
GEO,303417.2
MKD,140088.92
ALB,158125.81
AZE,416057.38
KOS,89190.79
TUR,6936830.0
ESP,4965049.5
LAO,338777.97
KGZ,616141.2
ARM,106299.75
DN1,7438.13
LBY,3339968.8
TUN,819683.5
ROU,1345395.0
HUN,674870.3
SVK,353351.1
POL,3575571.0
IRL,563849.9
GRC,1113518.5
ZMB,837123.06
SLE,98221.83
GIN,366529.1
LBR,124810.35
CAF,736330.5
SDN,2493870.0
DJI,32560.47
ERI,136481.45
AUT,577885.0
IRQ,7372512.5
ITA,6097800.5
CHE,379175.1
IRN,9871806.0
LIE,2136.97
CIV,645100.94
SRB,745624.8
MLI,1781228.1
SEN,336296.72
NGA,1946233.8
BEN,173654.19
AGO,1417353.0
HRV,465199.88
SVN,141814.72
QAT,1034253.25
SAU,11794817.0
BWA,703194.94
ZWE,466682.75
PAK,2578530.8
BGR,544101.25
THA,2515371.0
SMR,3381.15
HTI,38840.02
DOM,297955.25
TCD,1606360.4
KWT,916467.8
SLV,83530.72
GTM,309101.9
TLS,19584.13
BRN,45336.35
MCO,2617.6
DZA,7335181.0
MOZ,972485.4
SWZ,49178.61
BDI,33611.42
RWA,49483.82
MMR,1100097.1
BGD,425675.8
AND,7925.36
AFG,1215622.6
MNE,75924.61
BIH,275505.5
UGA,335092.22
CU1,325430.66
HND,273114.4
ECU,937263.25
COL,2186266.0
PRY,983446.9
BRI,5.54
PRT,1219032.2
MDA,132056.47
TKM,1681984.1
JOR,656778.56
NPL,298371.72
LSO,50715.64
CMR,570742.94
GAB,350169.72
NER,1545344.1
BFA,371272.75
TGO,96586.32
GHA,671017.2
GNB,44722.38
US1,3980.96
MEX,7891782.5
BLZ,44529.08
PAN,208375.69
VEN,4092813.0
PNG,356525.1
EGY,4765558.0
YEM,771520.06
MRT,1521863.9
GNQ,50033.05
GMB,18961.48
VAT,0.0
CYN,29245.53
CNM,8692.05
KAS,4536.4
SPI,3303.38
BRT,2350.32
AU1,2.02
FJI,24718.06
NZ1,252.73
MDG,673546.2
PHL,668298.8
LKA,173172.72
BHS,38193.79
TWN,872046.8
JPN,3498935.0
ISL,880179.4
SYC,1606.14
MHL,253.34
TTO,146680.52
GRD,1889.89
VCT,1373.2
BRB,8835.05
LCA,5980.69
DMA,1896.43
ATG,4670.05
KNA,3039.77
JAM,75742.28
MUS,21127.51
COM,2084.61
STP,2749.84
CPV,11393.1
MLT,28081.25
SGP,125182.7
TON,1482.38
WSM,3477.79
SLB,24342.02
TUV,35.02
MDV,2453.99
NRU,533.08
FSM,1112.58
VUT,13141.4
PLW,791.99
BHR,243588.9
PGA,14.89
BJN,0.0
SER,0.33
SCR,0.0
